Orders.Ship Date.Variation.Date Hierarchy.Month,Orders.Ship Date.Variation.Date Hierarchy.Quarter,Orders.Region,Orders.City,Sum(Orders.Quantity),Sum(Orders.Profit)
March,Qtr 1,West,Pocatello,6,14.181599999999998
April,Qtr 2,West,Pocatello,,
May,Qtr 2,West,Pocatello,12,66.00719999999998
June,Qtr 2,West,Pocatello,7,101.1671
July,Qtr 3,West,Pocatello,,
August,Qtr 3,West,Pocatello,,
September,Qtr 3,West,Pocatello,,
October,Qtr 4,West,Pocatello,,
November,Qtr 4,West,Pocatello,,
December,Qtr 4,West,Pocatello,,
January,Qtr 1,West,Pomona,,
February,Qtr 1,West,Pomona,,
March,Qtr 1,West,Pomona,5,9
April,Qtr 2,West,Pomona,7,-27.7534
May,Qtr 2,West,Pomona,,
June,Qtr 2,West,Pomona,,
July,Qtr 3,West,Pomona,17,123.64459999999995
August,Qtr 3,West,Pomona,3,10.4148
September,Qtr 3,West,Pomona,,
October,Qtr 4,West,Pomona,2,34.992999999999995
November,Qtr 4,West,Pomona,,
December,Qtr 4,West,Pomona,,
January,Qtr 1,West,Portland,,
February,Qtr 1,West,Portland,,
March,Qtr 1,West,Portland,,
April,Qtr 2,West,Portland,,
May,Qtr 2,West,Portland,2,38.77919999999999
June,Qtr 2,West,Portland,,
July,Qtr 3,West,Portland,10,56.52999999999999
August,Qtr 3,West,Portland,3,0.7152000000000003
September,Qtr 3,West,Portland,17,94.95230000000002
October,Qtr 4,West,Portland,23,38.39140000000006
November,Qtr 4,West,Portland,28,-280.8521999999999
December,Qtr 4,West,Portland,9,61.24139999999997
January,Qtr 1,West,Provo,,
February,Qtr 1,West,Provo,,
March,Qtr 1,West,Provo,,
April,Qtr 2,West,Provo,,
May,Qtr 2,West,Provo,,
June,Qtr 2,West,Provo,,
July,Qtr 3,West,Provo,5,12.432000000000002
August,Qtr 3,West,Provo,,
September,Qtr 3,West,Provo,26,366.24440000000004
October,Qtr 4,West,Provo,,
November,Qtr 4,West,Provo,7,9.890999999999998
December,Qtr 4,West,Provo,,
January,Qtr 1,West,Pueblo,,
February,Qtr 1,West,Pueblo,,
March,Qtr 1,West,Pueblo,1,0.8946
April,Qtr 2,West,Pueblo,,
May,Qtr 2,West,Pueblo,13,84.57279999999994
June,Qtr 2,West,Pueblo,9,-24.907199999999996
July,Qtr 3,West,Pueblo,,
August,Qtr 3,West,Pueblo,,
September,Qtr 3,West,Pueblo,,
October,Qtr 4,West,Pueblo,19,-961.5321
November,Qtr 4,West,Pueblo,,
December,Qtr 4,West,Pueblo,,
January,Qtr 1,West,Rancho Cucamonga,6,18.6624
February,Qtr 1,West,Rancho Cucamonga,,
March,Qtr 1,West,Rancho Cucamonga,,
April,Qtr 2,West,Rancho Cucamonga,,
May,Qtr 2,West,Rancho Cucamonga,3,41.293800000000005
June,Qtr 2,West,Rancho Cucamonga,,
July,Qtr 3,West,Rancho Cucamonga,,
August,Qtr 3,West,Rancho Cucamonga,,
September,Qtr 3,West,Rancho Cucamonga,,
October,Qtr 4,West,Rancho Cucamonga,5,13.787999999999998
November,Qtr 4,West,Rancho Cucamonga,,
December,Qtr 4,West,Rancho Cucamonga,,
January,Qtr 1,West,Redding,,
February,Qtr 1,West,Redding,,
March,Qtr 1,West,Redding,,
April,Qtr 2,West,Redding,,
May,Qtr 2,West,Redding,,
June,Qtr 2,West,Redding,,
July,Qtr 3,West,Redding,,
August,Qtr 3,West,Redding,,
September,Qtr 3,West,Redding,,
October,Qtr 4,West,Redding,,
November,Qtr 4,West,Redding,3,25.018199999999993
December,Qtr 4,West,Redding,,
January,Qtr 1,West,Redlands,,
February,Qtr 1,West,Redlands,,
March,Qtr 1,West,Redlands,,
April,Qtr 2,West,Redlands,,
May,Qtr 2,West,Redlands,,
June,Qtr 2,West,Redlands,,
July,Qtr 3,West,Redlands,,
August,Qtr 3,West,Redlands,,
September,Qtr 3,West,Redlands,28,97.5984
October,Qtr 4,West,Redlands,26,349.84559999999993
November,Qtr 4,West,Redlands,7,6.711599999999999
December,Qtr 4,West,Redlands,,
January,Qtr 1,West,Redmond,,
February,Qtr 1,West,Redmond,,
March,Qtr 1,West,Redmond,,
April,Qtr 2,West,Redmond,,
May,Qtr 2,West,Redmond,,
June,Qtr 2,West,Redmond,,
July,Qtr 3,West,Redmond,,
August,Qtr 3,West,Redmond,15,21.88539999999999
September,Qtr 3,West,Redmond,17,-37.98379999999999
October,Qtr 4,West,Redmond,5,-120.51299999999998
November,Qtr 4,West,Redmond,,
December,Qtr 4,West,Redmond,15,-17.106399999999987
January,Qtr 1,West,Redondo Beach,,
February,Qtr 1,West,Redondo Beach,,
March,Qtr 1,West,Redondo Beach,,
April,Qtr 2,West,Redondo Beach,28,120.83729999999997
May,Qtr 2,West,Redondo Beach,,
June,Qtr 2,West,Redondo Beach,,
July,Qtr 3,West,Redondo Beach,,
August,Qtr 3,West,Redondo Beach,,
September,Qtr 3,West,Redondo Beach,6,51.84799999999999
October,Qtr 4,West,Redondo Beach,1,3.7436
November,Qtr 4,West,Redondo Beach,,
December,Qtr 4,West,Redondo Beach,,
January,Qtr 1,West,Redwood City,,
February,Qtr 1,West,Redwood City,,
March,Qtr 1,West,Redwood City,6,14.142599999999996
April,Qtr 2,West,Redwood City,,
May,Qtr 2,West,Redwood City,,
June,Qtr 2,West,Redwood City,,
July,Qtr 3,West,Redwood City,,
August,Qtr 3,West,Redwood City,,
September,Qtr 3,West,Redwood City,,
October,Qtr 4,West,Redwood City,,
November,Qtr 4,West,Redwood City,,
December,Qtr 4,West,Redwood City,,
January,Qtr 1,West,Reno,9,55.55970000000001
February,Qtr 1,West,Reno,,
March,Qtr 1,West,Reno,,
April,Qtr 2,West,Reno,,
May,Qtr 2,West,Reno,,
June,Qtr 2,West,Reno,,
July,Qtr 3,West,Reno,,
August,Qtr 3,West,Reno,,
September,Qtr 3,West,Reno,,
October,Qtr 4,West,Reno,1,0
November,Qtr 4,West,Reno,,
December,Qtr 4,West,Reno,7,59.49299999999995
January,Qtr 1,West,Renton,,
February,Qtr 1,West,Renton,,
March,Qtr 1,West,Renton,,
April,Qtr 2,West,Renton,,
May,Qtr 2,West,Renton,,
June,Qtr 2,West,Renton,,
July,Qtr 3,West,Renton,,
August,Qtr 3,West,Renton,,
September,Qtr 3,West,Renton,,
October,Qtr 4,West,Renton,,
November,Qtr 4,West,Renton,14,185.43240000000003
December,Qtr 4,West,Renton,,
January,Qtr 1,West,Rio Rancho,,
February,Qtr 1,West,Rio Rancho,,
March,Qtr 1,West,Rio Rancho,,
April,Qtr 2,West,Rio Rancho,,
May,Qtr 2,West,Rio Rancho,,
June,Qtr 2,West,Rio Rancho,,
July,Qtr 3,West,Rio Rancho,,
August,Qtr 3,West,Rio Rancho,,
September,Qtr 3,West,Rio Rancho,,
October,Qtr 4,West,Rio Rancho,,
November,Qtr 4,West,Rio Rancho,7,119.58779999999994
December,Qtr 4,West,Rio Rancho,,
January,Qtr 1,West,Riverside,,
February,Qtr 1,West,Riverside,,
March,Qtr 1,West,Riverside,7,19.194
April,Qtr 2,West,Riverside,1,1.3944
May,Qtr 2,West,Riverside,,
June,Qtr 2,West,Riverside,,
July,Qtr 3,West,Riverside,11,185.38659999999993
August,Qtr 3,West,Riverside,4,104.76420000000006
September,Qtr 3,West,Riverside,,
October,Qtr 4,West,Riverside,3,11.230799999999999
November,Qtr 4,West,Riverside,3,2.1060000000000008
December,Qtr 4,West,Riverside,11,50.6536
January,Qtr 1,West,Roseville,,
February,Qtr 1,West,Roseville,,
March,Qtr 1,West,Roseville,6,11.406
April,Qtr 2,West,Roseville,,
May,Qtr 2,West,Roseville,,
June,Qtr 2,West,Roseville,,
July,Qtr 3,West,Roseville,6,198.86499999999998
August,Qtr 3,West,Roseville,,
September,Qtr 3,West,Roseville,,
October,Qtr 4,West,Roseville,33,97.50739999999999
November,Qtr 4,West,Roseville,10,9.166599999999999
December,Qtr 4,West,Roseville,,
January,Qtr 1,West,Sacramento,3,11.338299999999998
February,Qtr 1,West,Sacramento,,
March,Qtr 1,West,Sacramento,,
April,Qtr 2,West,Sacramento,2,4.330799999999998
May,Qtr 2,West,Sacramento,,
June,Qtr 2,West,Sacramento,,
July,Qtr 3,West,Sacramento,,
August,Qtr 3,West,Sacramento,8,41.286800000000014
September,Qtr 3,West,Sacramento,3,19.468799999999998
October,Qtr 4,West,Sacramento,13,1938.3775999999998
November,Qtr 4,West,Sacramento,2,-15.312399999999993
December,Qtr 4,West,Sacramento,5,70.19600000000003
January,Qtr 1,West,Salem,,
February,Qtr 1,West,Salem,,
March,Qtr 1,West,Salem,14,-19.58180000000001
April,Qtr 2,West,Salem,,
May,Qtr 2,West,Salem,2,0.5903999999999991
June,Qtr 2,West,Salem,17,38.5212
July,Qtr 3,West,Salem,,
August,Qtr 3,West,Salem,,
September,Qtr 3,West,Salem,3,1.254399999999999
October,Qtr 4,West,Salem,,
November,Qtr 4,West,Salem,1,1.7730000000000004
December,Qtr 4,West,Salem,64,-284.8883000000001
January,Qtr 1,West,Salinas,,
February,Qtr 1,West,Salinas,,
March,Qtr 1,West,Salinas,,
April,Qtr 2,West,Salinas,,
May,Qtr 2,West,Salinas,,
June,Qtr 2,West,Salinas,8,20.004
July,Qtr 3,West,Salinas,,
August,Qtr 3,West,Salinas,2,18.5274
September,Qtr 3,West,Salinas,,
October,Qtr 4,West,Salinas,,
November,Qtr 4,West,Salinas,26,216.2889
December,Qtr 4,West,Salinas,3,15.697800000000004
January,Qtr 1,West,Salt Lake City,,
February,Qtr 1,West,Salt Lake City,,
March,Qtr 1,West,Salt Lake City,,
April,Qtr 2,West,Salt Lake City,,
May,Qtr 2,West,Salt Lake City,,
June,Qtr 2,West,Salt Lake City,,
July,Qtr 3,West,Salt Lake City,,
August,Qtr 3,West,Salt Lake City,3,37.236
September,Qtr 3,West,Salt Lake City,9,106.95779999999998
October,Qtr 4,West,Salt Lake City,24,95.84389999999999
November,Qtr 4,West,Salt Lake City,6,89.2224
December,Qtr 4,West,Salt Lake City,,
January,Qtr 1,West,San Bernardino,,
February,Qtr 1,West,San Bernardino,,
March,Qtr 1,West,San Bernardino,14,41.582
April,Qtr 2,West,San Bernardino,,
May,Qtr 2,West,San Bernardino,,
June,Qtr 2,West,San Bernardino,,
July,Qtr 3,West,San Bernardino,2,12.973999999999997
August,Qtr 3,West,San Bernardino,,
September,Qtr 3,West,San Bernardino,,
October,Qtr 4,West,San Bernardino,,
November,Qtr 4,West,San Bernardino,13,-23.258800000000058
December,Qtr 4,West,San Bernardino,4,38.684799999999996
January,Qtr 1,West,San Clemente,,
February,Qtr 1,West,San Clemente,,
March,Qtr 1,West,San Clemente,,
April,Qtr 2,West,San Clemente,10,42.5419
May,Qtr 2,West,San Clemente,,
June,Qtr 2,West,San Clemente,,
July,Qtr 3,West,San Clemente,,
August,Qtr 3,West,San Clemente,,
September,Qtr 3,West,San Clemente,,
October,Qtr 4,West,San Clemente,,
November,Qtr 4,West,San Clemente,,
December,Qtr 4,West,San Clemente,,
January,Qtr 1,West,San Diego,17,101.9518
February,Qtr 1,West,San Diego,43,181.0823999999999
March,Qtr 1,West,San Diego,28,366.4183999999997
April,Qtr 2,West,San Diego,3,68.976
May,Qtr 2,West,San Diego,34,67.82660000000001
June,Qtr 2,West,San Diego,22,696.9535999999996
July,Qtr 3,West,San Diego,46,327.15989999999994
August,Qtr 3,West,San Diego,40,748.7319999999999
September,Qtr 3,West,San Diego,98,1126.5545999999993
October,Qtr 4,West,San Diego,66,495.973
November,Qtr 4,West,San Diego,150,968.4979999999998
December,Qtr 4,West,San Diego,123,1227.0696999999998
January,Qtr 1,West,San Francisco,124,1970.3520999999996
February,Qtr 1,West,San Francisco,44,150.42530000000002
March,Qtr 1,West,San Francisco,142,1366.6883999999995
April,Qtr 2,West,San Francisco,107,2314.4925999999996
May,Qtr 2,West,San Francisco,135,623.8431999999999
June,Qtr 2,West,San Francisco,92,732.4999999999998
July,Qtr 3,West,San Francisco,172,1276.8690999999994
August,Qtr 3,West,San Francisco,144,990.9978999999996
September,Qtr 3,West,San Francisco,275,3058.1679
October,Qtr 4,West,San Francisco,183,1061.5306999999998
November,Qtr 4,West,San Francisco,283,2705.2810000000013
December,Qtr 4,West,San Francisco,234,1256.2372000000003
January,Qtr 1,West,San Gabriel,,
February,Qtr 1,West,San Gabriel,,
March,Qtr 1,West,San Gabriel,,
April,Qtr 2,West,San Gabriel,13,290.8953
May,Qtr 2,West,San Gabriel,,
June,Qtr 2,West,San Gabriel,,
July,Qtr 3,West,San Gabriel,,
August,Qtr 3,West,San Gabriel,,
September,Qtr 3,West,San Gabriel,,
October,Qtr 4,West,San Gabriel,,
November,Qtr 4,West,San Gabriel,,
December,Qtr 4,West,San Gabriel,,
January,Qtr 1,West,San Jose,8,104.95479999999999
February,Qtr 1,West,San Jose,,
March,Qtr 1,West,San Jose,,
April,Qtr 2,West,San Jose,8,22.659200000000002
May,Qtr 2,West,San Jose,22,242.77260000000004
June,Qtr 2,West,San Jose,17,95.83899999999998
July,Qtr 3,West,San Jose,5,73.321
August,Qtr 3,West,San Jose,13,189.55389999999997
September,Qtr 3,West,San Jose,18,54.05289999999998
October,Qtr 4,West,San Jose,20,91.3466
November,Qtr 4,West,San Jose,14,110.23689999999999
December,Qtr 4,West,San Jose,34,231.32100000000003
January,Qtr 1,West,San Luis Obispo,,
February,Qtr 1,West,San Luis Obispo,,
March,Qtr 1,West,San Luis Obispo,,
April,Qtr 2,West,San Luis Obispo,,
May,Qtr 2,West,San Luis Obispo,,
June,Qtr 2,West,San Luis Obispo,,
July,Qtr 3,West,San Luis Obispo,,
August,Qtr 3,West,San Luis Obispo,,
September,Qtr 3,West,San Luis Obispo,,
October,Qtr 4,West,San Luis Obispo,,
November,Qtr 4,West,San Luis Obispo,2,1.1945999999999999
December,Qtr 4,West,San Luis Obispo,,
January,Qtr 1,West,San Mateo,,
February,Qtr 1,West,San Mateo,,
March,Qtr 1,West,San Mateo,,
April,Qtr 2,West,San Mateo,,
May,Qtr 2,West,San Mateo,,
June,Qtr 2,West,San Mateo,,
July,Qtr 3,West,San Mateo,6,35.334599999999995
August,Qtr 3,West,San Mateo,,
September,Qtr 3,West,San Mateo,,
October,Qtr 4,West,San Mateo,,
November,Qtr 4,West,San Mateo,,
December,Qtr 4,West,San Mateo,,
January,Qtr 1,West,Santa Ana,,
February,Qtr 1,West,Santa Ana,,
March,Qtr 1,West,Santa Ana,,
April,Qtr 2,West,Santa Ana,,
May,Qtr 2,West,Santa Ana,32,685.1335999999999
June,Qtr 2,West,Santa Ana,,
July,Qtr 3,West,Santa Ana,,
August,Qtr 3,West,Santa Ana,,
September,Qtr 3,West,Santa Ana,14,125.97049999999996
October,Qtr 4,West,Santa Ana,,
November,Qtr 4,West,Santa Ana,2,15.764000000000003
December,Qtr 4,West,Santa Ana,7,9.8784
January,Qtr 1,West,Santa Barbara,,
February,Qtr 1,West,Santa Barbara,,
March,Qtr 1,West,Santa Barbara,7,99.90119999999999
April,Qtr 2,West,Santa Barbara,1,0.6516
May,Qtr 2,West,Santa Barbara,,
June,Qtr 2,West,Santa Barbara,14,391.7590000000001
July,Qtr 3,West,Santa Barbara,,
August,Qtr 3,West,Santa Barbara,,
September,Qtr 3,West,Santa Barbara,,
October,Qtr 4,West,Santa Barbara,6,-39.41639999999998
November,Qtr 4,West,Santa Barbara,,
December,Qtr 4,West,Santa Barbara,2,4.3904000000000005
January,Qtr 1,West,Santa Clara,,
February,Qtr 1,West,Santa Clara,,
March,Qtr 1,West,Santa Clara,,
April,Qtr 2,West,Santa Clara,,
May,Qtr 2,West,Santa Clara,,
June,Qtr 2,West,Santa Clara,10,22.7292
July,Qtr 3,West,Santa Clara,,
August,Qtr 3,West,Santa Clara,,
September,Qtr 3,West,Santa Clara,11,48.520399999999995
October,Qtr 4,West,Santa Clara,,
November,Qtr 4,West,Santa Clara,2,4.752
December,Qtr 4,West,Santa Clara,,
January,Qtr 1,West,Santa Fe,,
February,Qtr 1,West,Santa Fe,,
March,Qtr 1,West,Santa Fe,,
April,Qtr 2,West,Santa Fe,,
May,Qtr 2,West,Santa Fe,,
June,Qtr 2,West,Santa Fe,,
July,Qtr 3,West,Santa Fe,,
August,Qtr 3,West,Santa Fe,,
September,Qtr 3,West,Santa Fe,14,20.68799999999999
October,Qtr 4,West,Santa Fe,,
November,Qtr 4,West,Santa Fe,,
December,Qtr 4,West,Santa Fe,,
January,Qtr 1,West,Santa Maria,,
February,Qtr 1,West,Santa Maria,,
March,Qtr 1,West,Santa Maria,,
April,Qtr 2,West,Santa Maria,3,30.0144
May,Qtr 2,West,Santa Maria,,
June,Qtr 2,West,Santa Maria,,
July,Qtr 3,West,Santa Maria,,
August,Qtr 3,West,Santa Maria,,
September,Qtr 3,West,Santa Maria,,
October,Qtr 4,West,Santa Maria,,
November,Qtr 4,West,Santa Maria,,
December,Qtr 4,West,Santa Maria,,
January,Qtr 1,West,Scottsdale,24,-287.9976
February,Qtr 1,West,Scottsdale,,
March,Qtr 1,West,Scottsdale,7,33.00479999999998
April,Qtr 2,West,Scottsdale,,
May,Qtr 2,West,Scottsdale,7,22.3776
June,Qtr 2,West,Scottsdale,,
July,Qtr 3,West,Scottsdale,,
August,Qtr 3,West,Scottsdale,,
September,Qtr 3,West,Scottsdale,,
October,Qtr 4,West,Scottsdale,7,111.5688
November,Qtr 4,West,Scottsdale,10,31.558499999999995
December,Qtr 4,West,Scottsdale,,
January,Qtr 1,West,Seattle,56,363.22440000000006
February,Qtr 1,West,Seattle,44,644.9187999999999
March,Qtr 1,West,Seattle,138,10004.2638
April,Qtr 2,West,Seattle,50,519.1881999999998
May,Qtr 2,West,Seattle,101,721.229
June,Qtr 2,West,Seattle,149,2722.5771999999997
July,Qtr 3,West,Seattle,99,1432.3422000000003
August,Qtr 3,West,Seattle,176,3591.2450000000003
September,Qtr 3,West,Seattle,211,1878.5886999999998
October,Qtr 4,West,Seattle,119,1120.1404999999993
November,Qtr 4,West,Seattle,198,2736.9579999999996
December,Qtr 4,West,Seattle,249,3421.4209000000033
January,Qtr 1,West,Sierra Vista,,
February,Qtr 1,West,Sierra Vista,2,3.9512
March,Qtr 1,West,Sierra Vista,,
April,Qtr 2,West,Sierra Vista,7,12.876899999999996
May,Qtr 2,West,Sierra Vista,,
June,Qtr 2,West,Sierra Vista,,
July,Qtr 3,West,Sierra Vista,,
August,Qtr 3,West,Sierra Vista,,
September,Qtr 3,West,Sierra Vista,,
October,Qtr 4,West,Sierra Vista,,
November,Qtr 4,West,Sierra Vista,,
December,Qtr 4,West,Sierra Vista,,
January,Qtr 1,West,Sparks,,
February,Qtr 1,West,Sparks,,
March,Qtr 1,West,Sparks,,
April,Qtr 2,West,Sparks,,
May,Qtr 2,West,Sparks,10,179.73000000000013
June,Qtr 2,West,Sparks,,
July,Qtr 3,West,Sparks,5,24.997999999999987
August,Qtr 3,West,Sparks,,
September,Qtr 3,West,Sparks,,
October,Qtr 4,West,Sparks,4,23.807999999999993
November,Qtr 4,West,Sparks,,
December,Qtr 4,West,Sparks,,
January,Qtr 1,West,Spokane,,
February,Qtr 1,West,Spokane,,
March,Qtr 1,West,Spokane,,
April,Qtr 2,West,Spokane,14,32.83019999999999
May,Qtr 2,West,Spokane,,
June,Qtr 2,West,Spokane,9,5.450399999999991
July,Qtr 3,West,Spokane,,
August,Qtr 3,West,Spokane,,
September,Qtr 3,West,Spokane,9,50.5412999999999
October,Qtr 4,West,Spokane,3,62.82000000000005
November,Qtr 4,West,Spokane,1,20.584199999999996
December,Qtr 4,West,Spokane,,
January,Qtr 1,West,Springfield,4,6.486400000000003
February,Qtr 1,West,Springfield,,
March,Qtr 1,West,Springfield,,
April,Qtr 2,West,Springfield,1,2.640599999999999
May,Qtr 2,West,Springfield,,
June,Qtr 2,West,Springfield,,
July,Qtr 3,West,Springfield,11,25.255300000000005
August,Qtr 3,West,Springfield,4,-188.7
September,Qtr 3,West,Springfield,47,18.515199999999965
October,Qtr 4,West,Springfield,34,-254.63089999999994
November,Qtr 4,West,Springfield,50,-11.21950000000006
December,Qtr 4,West,Springfield,12,-451.6556999999999
January,Qtr 1,West,Stockton,,
February,Qtr 1,West,Stockton,,
March,Qtr 1,West,Stockton,,
April,Qtr 2,West,Stockton,,
May,Qtr 2,West,Stockton,,
June,Qtr 2,West,Stockton,,
July,Qtr 3,West,Stockton,,
August,Qtr 3,West,Stockton,,
September,Qtr 3,West,Stockton,11,92.22879999999999
October,Qtr 4,West,Stockton,,
November,Qtr 4,West,Stockton,,
December,Qtr 4,West,Stockton,23,247.29759999999993
January,Qtr 1,West,Sunnyvale,,
February,Qtr 1,West,Sunnyvale,,
March,Qtr 1,West,Sunnyvale,,
April,Qtr 2,West,Sunnyvale,,
May,Qtr 2,West,Sunnyvale,,
June,Qtr 2,West,Sunnyvale,,
July,Qtr 3,West,Sunnyvale,,
August,Qtr 3,West,Sunnyvale,,
September,Qtr 3,West,Sunnyvale,,
October,Qtr 4,West,Sunnyvale,,
November,Qtr 4,West,Sunnyvale,3,-2.6997000000000355
December,Qtr 4,West,Sunnyvale,20,110.207
January,Qtr 1,West,Temecula,,
February,Qtr 1,West,Temecula,,
March,Qtr 1,West,Temecula,,
April,Qtr 2,West,Temecula,,
May,Qtr 2,West,Temecula,,
June,Qtr 2,West,Temecula,,
July,Qtr 3,West,Temecula,,
August,Qtr 3,West,Temecula,,
September,Qtr 3,West,Temecula,,
October,Qtr 4,West,Temecula,,
November,Qtr 4,West,Temecula,,
December,Qtr 4,West,Temecula,14,101.88689999999997
January,Qtr 1,West,Tempe,,
February,Qtr 1,West,Tempe,,
March,Qtr 1,West,Tempe,,
April,Qtr 2,West,Tempe,,
May,Qtr 2,West,Tempe,,
June,Qtr 2,West,Tempe,,
July,Qtr 3,West,Tempe,3,-2.243999999999999
August,Qtr 3,West,Tempe,,
September,Qtr 3,West,Tempe,9,9.483000000000004
October,Qtr 4,West,Tempe,23,99.12219999999996
November,Qtr 4,West,Tempe,6,-10.911600000000007
December,Qtr 4,West,Tempe,,
January,Qtr 1,West,Thornton,,
February,Qtr 1,West,Thornton,,
March,Qtr 1,West,Thornton,,
April,Qtr 2,West,Thornton,,
May,Qtr 2,West,Thornton,,
June,Qtr 2,West,Thornton,,
July,Qtr 3,West,Thornton,,
August,Qtr 3,West,Thornton,,
September,Qtr 3,West,Thornton,,
October,Qtr 4,West,Thornton,2,0.9575999999999998
November,Qtr 4,West,Thornton,,
December,Qtr 4,West,Thornton,45,139.88219999999995
January,Qtr 1,West,Thousand Oaks,,
February,Qtr 1,West,Thousand Oaks,,
March,Qtr 1,West,Thousand Oaks,2,1.1988000000000003
April,Qtr 2,West,Thousand Oaks,,
May,Qtr 2,West,Thousand Oaks,,
June,Qtr 2,West,Thousand Oaks,7,4.1160000000000005
July,Qtr 3,West,Thousand Oaks,,
August,Qtr 3,West,Thousand Oaks,,
September,Qtr 3,West,Thousand Oaks,,
October,Qtr 4,West,Thousand Oaks,6,79.53420000000001
November,Qtr 4,West,Thousand Oaks,,
December,Qtr 4,West,Thousand Oaks,5,15.065
January,Qtr 1,West,Tigard,,
February,Qtr 1,West,Tigard,,
March,Qtr 1,West,Tigard,,
April,Qtr 2,West,Tigard,,
May,Qtr 2,West,Tigard,,
June,Qtr 2,West,Tigard,4,14.205299999999985
July,Qtr 3,West,Tigard,,
August,Qtr 3,West,Tigard,,
September,Qtr 3,West,Tigard,10,19.0026
October,Qtr 4,West,Tigard,,
November,Qtr 4,West,Tigard,,
December,Qtr 4,West,Tigard,12,-249.49400000000006
January,Qtr 1,West,Torrance,,
February,Qtr 1,West,Torrance,10,501.1559999999999
March,Qtr 1,West,Torrance,,
April,Qtr 2,West,Torrance,,
May,Qtr 2,West,Torrance,,
June,Qtr 2,West,Torrance,,
July,Qtr 3,West,Torrance,,
August,Qtr 3,West,Torrance,,
September,Qtr 3,West,Torrance,,
October,Qtr 4,West,Torrance,,
November,Qtr 4,West,Torrance,,
December,Qtr 4,West,Torrance,6,43.99500000000003
January,Qtr 1,West,Tucson,4,8.376799999999998
February,Qtr 1,West,Tucson,,
March,Qtr 1,West,Tucson,6,-12.129600000000018
April,Qtr 2,West,Tucson,,
May,Qtr 2,West,Tucson,4,27.435199999999995
June,Qtr 2,West,Tucson,2,0.9611999999999998
July,Qtr 3,West,Tucson,36,156.63359999999997
August,Qtr 3,West,Tucson,,
September,Qtr 3,West,Tucson,5,102.47699999999999
October,Qtr 4,West,Tucson,,
November,Qtr 4,West,Tucson,28,-256.57160000000016
December,Qtr 4,West,Tucson,60,-92.14940000000004
January,Qtr 1,West,Twin Falls,,
February,Qtr 1,West,Twin Falls,,
March,Qtr 1,West,Twin Falls,,
April,Qtr 2,West,Twin Falls,,
May,Qtr 2,West,Twin Falls,,
June,Qtr 2,West,Twin Falls,,
July,Qtr 3,West,Twin Falls,,
August,Qtr 3,West,Twin Falls,,
September,Qtr 3,West,Twin Falls,7,266.16490000000005
October,Qtr 4,West,Twin Falls,,
November,Qtr 4,West,Twin Falls,,
