Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.Region,Orders.Country,Orders.State,Orders.City,Sum(Orders.Profit),Sum(Orders.Sales)
Qtr 2,2017,Technology,Accessories,South,United States,Florida,Fort Lauderdale,,
Qtr 3,2017,Technology,Accessories,South,United States,Florida,Fort Lauderdale,8.284799999999997,41.42400000000001
Qtr 4,2017,Technology,Accessories,South,United States,Florida,Fort Lauderdale,,
Qtr 1,2014,Technology,Accessories,South,United States,Florida,Jacksonville,,
Qtr 2,2014,Technology,Accessories,South,United States,Florida,Jacksonville,,
Qtr 3,2014,Technology,Accessories,South,United States,Florida,Jacksonville,,
Qtr 4,2014,Technology,Accessories,South,United States,Florida,Jacksonville,-18.584999999999994,247.8
Qtr 1,2015,Technology,Accessories,South,United States,Florida,Jacksonville,,
Qtr 2,2015,Technology,Accessories,South,United States,Florida,Jacksonville,31.995999999999974,255.968
Qtr 3,2015,Technology,Accessories,South,United States,Florida,Jacksonville,152.38799999999992,717.1200000000001
Qtr 4,2015,Technology,Accessories,South,United States,Florida,Jacksonville,,
Qtr 1,2016,Technology,Accessories,South,United States,Florida,Jacksonville,40.6878,191.472
Qtr 2,2016,Technology,Accessories,South,United States,Florida,Jacksonville,,
Qtr 3,2016,Technology,Accessories,South,United States,Florida,Jacksonville,,
Qtr 4,2016,Technology,Accessories,South,United States,Florida,Jacksonville,,
Qtr 1,2017,Technology,Accessories,South,United States,Florida,Jacksonville,,
Qtr 2,2017,Technology,Accessories,South,United States,Florida,Jacksonville,,
Qtr 3,2017,Technology,Accessories,South,United States,Florida,Jacksonville,,
Qtr 4,2017,Technology,Accessories,South,United States,Florida,Jacksonville,45.59399999999998,239.96800000000002
Qtr 1,2014,Technology,Accessories,South,United States,Florida,Lakeland,53.19999999999999,170.24
Qtr 2,2014,Technology,Accessories,South,United States,Florida,Lakeland,,
Qtr 3,2014,Technology,Accessories,South,United States,Florida,Lakeland,,
Qtr 4,2014,Technology,Accessories,South,United States,Florida,Lakeland,,
Qtr 1,2015,Technology,Accessories,South,United States,Florida,Lakeland,,
Qtr 2,2015,Technology,Accessories,South,United States,Florida,Lakeland,,
Qtr 3,2015,Technology,Accessories,South,United States,Florida,Lakeland,,
Qtr 4,2015,Technology,Accessories,South,United States,Florida,Lakeland,,
Qtr 1,2016,Technology,Accessories,South,United States,Florida,Lakeland,,
Qtr 2,2016,Technology,Accessories,South,United States,Florida,Lakeland,,
Qtr 3,2016,Technology,Accessories,South,United States,Florida,Lakeland,,
Qtr 4,2016,Technology,Accessories,South,United States,Florida,Lakeland,,
Qtr 1,2017,Technology,Accessories,South,United States,Florida,Lakeland,,
Qtr 2,2017,Technology,Accessories,South,United States,Florida,Lakeland,,
Qtr 3,2017,Technology,Accessories,South,United States,Florida,Lakeland,,
Qtr 4,2017,Technology,Accessories,South,United States,Florida,Lakeland,,
Qtr 1,2014,Technology,Accessories,South,United States,Florida,Miami,,
Qtr 2,2014,Technology,Accessories,South,United States,Florida,Miami,123.5879,719.9200000000001
Qtr 3,2014,Technology,Accessories,South,United States,Florida,Miami,41.718599999999995,158.928
Qtr 4,2014,Technology,Accessories,South,United States,Florida,Miami,,
Qtr 1,2015,Technology,Accessories,South,United States,Florida,Miami,,
Qtr 2,2015,Technology,Accessories,South,United States,Florida,Miami,-8.167499999999993,72.6
Qtr 3,2015,Technology,Accessories,South,United States,Florida,Miami,,
Qtr 4,2015,Technology,Accessories,South,United States,Florida,Miami,-1.3995000000000104,111.96
Qtr 1,2016,Technology,Accessories,South,United States,Florida,Miami,,
Qtr 2,2016,Technology,Accessories,South,United States,Florida,Miami,,
Qtr 3,2016,Technology,Accessories,South,United States,Florida,Miami,,
Qtr 4,2016,Technology,Accessories,South,United States,Florida,Miami,,
Qtr 1,2017,Technology,Accessories,South,United States,Florida,Miami,,
Qtr 2,2017,Technology,Accessories,South,United States,Florida,Miami,,
Qtr 3,2017,Technology,Accessories,South,United States,Florida,Miami,2.458499999999999,17.880000000000003
Qtr 4,2017,Technology,Accessories,South,United States,Florida,Miami,,
Qtr 1,2014,Technology,Accessories,South,United States,Florida,Orlando,,
Qtr 2,2014,Technology,Accessories,South,United States,Florida,Orlando,,
Qtr 3,2014,Technology,Accessories,South,United States,Florida,Orlando,,
Qtr 4,2014,Technology,Accessories,South,United States,Florida,Orlando,,
Qtr 1,2015,Technology,Accessories,South,United States,Florida,Orlando,,
Qtr 2,2015,Technology,Accessories,South,United States,Florida,Orlando,,
Qtr 3,2015,Technology,Accessories,South,United States,Florida,Orlando,10.895999999999987,87.168
Qtr 4,2015,Technology,Accessories,South,United States,Florida,Orlando,,
Qtr 1,2016,Technology,Accessories,South,United States,Florida,Orlando,,
Qtr 2,2016,Technology,Accessories,South,United States,Florida,Orlando,,
Qtr 3,2016,Technology,Accessories,South,United States,Florida,Orlando,,
Qtr 4,2016,Technology,Accessories,South,United States,Florida,Orlando,,
Qtr 1,2017,Technology,Accessories,South,United States,Florida,Orlando,,
Qtr 2,2017,Technology,Accessories,South,United States,Florida,Orlando,,
Qtr 3,2017,Technology,Accessories,South,United States,Florida,Orlando,,
Qtr 4,2017,Technology,Accessories,South,United States,Florida,Orlando,,
Qtr 1,2014,Technology,Accessories,South,United States,Florida,Pembroke Pines,,
Qtr 2,2014,Technology,Accessories,South,United States,Florida,Pembroke Pines,,
Qtr 3,2014,Technology,Accessories,South,United States,Florida,Pembroke Pines,,
Qtr 4,2014,Technology,Accessories,South,United States,Florida,Pembroke Pines,,
Qtr 1,2015,Technology,Accessories,South,United States,Florida,Pembroke Pines,,
Qtr 2,2015,Technology,Accessories,South,United States,Florida,Pembroke Pines,,
Qtr 3,2015,Technology,Accessories,South,United States,Florida,Pembroke Pines,,
Qtr 4,2015,Technology,Accessories,South,United States,Florida,Pembroke Pines,-1.049700000000005,83.97600000000001
Qtr 1,2016,Technology,Accessories,South,United States,Florida,Pembroke Pines,,
Qtr 2,2016,Technology,Accessories,South,United States,Florida,Pembroke Pines,,
Qtr 3,2016,Technology,Accessories,South,United States,Florida,Pembroke Pines,,
Qtr 4,2016,Technology,Accessories,South,United States,Florida,Pembroke Pines,,
Qtr 1,2017,Technology,Accessories,South,United States,Florida,Pembroke Pines,,
Qtr 2,2017,Technology,Accessories,South,United States,Florida,Pembroke Pines,-6.714900000000036,316.39200000000005
Qtr 3,2017,Technology,Accessories,South,United States,Florida,Pembroke Pines,,
Qtr 4,2017,Technology,Accessories,South,United States,Florida,Pembroke Pines,,
Qtr 1,2014,Technology,Accessories,South,United States,Florida,Plantation,,
Qtr 2,2014,Technology,Accessories,South,United States,Florida,Plantation,,
Qtr 3,2014,Technology,Accessories,South,United States,Florida,Plantation,,
Qtr 4,2014,Technology,Accessories,South,United States,Florida,Plantation,,
Qtr 1,2015,Technology,Accessories,South,United States,Florida,Plantation,89.58879999999999,447.94399999999996
Qtr 2,2015,Technology,Accessories,South,United States,Florida,Plantation,,
Qtr 3,2015,Technology,Accessories,South,United States,Florida,Plantation,,
Qtr 4,2015,Technology,Accessories,South,United States,Florida,Plantation,,
Qtr 1,2016,Technology,Accessories,South,United States,Florida,Plantation,,
Qtr 2,2016,Technology,Accessories,South,United States,Florida,Plantation,,
Qtr 3,2016,Technology,Accessories,South,United States,Florida,Plantation,,
Qtr 4,2016,Technology,Accessories,South,United States,Florida,Plantation,,
Qtr 1,2017,Technology,Accessories,South,United States,Florida,Plantation,,
Qtr 2,2017,Technology,Accessories,South,United States,Florida,Plantation,,
Qtr 3,2017,Technology,Accessories,South,United States,Florida,Plantation,,
Qtr 4,2017,Technology,Accessories,South,United States,Florida,Plantation,,
Qtr 1,2014,Technology,Accessories,South,United States,Florida,Pompano Beach,,
Qtr 2,2014,Technology,Accessories,South,United States,Florida,Pompano Beach,,
Qtr 3,2014,Technology,Accessories,South,United States,Florida,Pompano Beach,,
Qtr 4,2014,Technology,Accessories,South,United States,Florida,Pompano Beach,,
Qtr 1,2015,Technology,Accessories,South,United States,Florida,Pompano Beach,,
Qtr 2,2015,Technology,Accessories,South,United States,Florida,Pompano Beach,,
Qtr 3,2015,Technology,Accessories,South,United States,Florida,Pompano Beach,,
Qtr 4,2015,Technology,Accessories,South,United States,Florida,Pompano Beach,,
Qtr 1,2016,Technology,Accessories,South,United States,Florida,Pompano Beach,,
Qtr 2,2016,Technology,Accessories,South,United States,Florida,Pompano Beach,,
Qtr 3,2016,Technology,Accessories,South,United States,Florida,Pompano Beach,,
Qtr 4,2016,Technology,Accessories,South,United States,Florida,Pompano Beach,,
Qtr 1,2017,Technology,Accessories,South,United States,Florida,Pompano Beach,,
Qtr 2,2017,Technology,Accessories,South,United States,Florida,Pompano Beach,0.7424999999999999,2.3760000000000003
Qtr 3,2017,Technology,Accessories,South,United States,Florida,Pompano Beach,,
Qtr 4,2017,Technology,Accessories,South,United States,Florida,Pompano Beach,,
Qtr 1,2014,Technology,Accessories,South,United States,Florida,Tallahassee,,
Qtr 2,2014,Technology,Accessories,South,United States,Florida,Tallahassee,,
Qtr 3,2014,Technology,Accessories,South,United States,Florida,Tallahassee,,
Qtr 4,2014,Technology,Accessories,South,United States,Florida,Tallahassee,,
Qtr 1,2015,Technology,Accessories,South,United States,Florida,Tallahassee,,
Qtr 2,2015,Technology,Accessories,South,United States,Florida,Tallahassee,,
Qtr 3,2015,Technology,Accessories,South,United States,Florida,Tallahassee,,
Qtr 4,2015,Technology,Accessories,South,United States,Florida,Tallahassee,,
Qtr 1,2016,Technology,Accessories,South,United States,Florida,Tallahassee,,
Qtr 2,2016,Technology,Accessories,South,United States,Florida,Tallahassee,,
Qtr 3,2016,Technology,Accessories,South,United States,Florida,Tallahassee,-75.59580000000004,431.97600000000006
Qtr 4,2016,Technology,Accessories,South,United States,Florida,Tallahassee,,
Qtr 1,2017,Technology,Accessories,South,United States,Florida,Tallahassee,,
Qtr 2,2017,Technology,Accessories,South,United States,Florida,Tallahassee,,
Qtr 3,2017,Technology,Accessories,South,United States,Florida,Tallahassee,,
Qtr 4,2017,Technology,Accessories,South,United States,Florida,Tallahassee,,
Qtr 1,2014,Technology,Accessories,South,United States,Florida,Tampa,,
Qtr 2,2014,Technology,Accessories,South,United States,Florida,Tampa,,
Qtr 3,2014,Technology,Accessories,South,United States,Florida,Tampa,,
Qtr 4,2014,Technology,Accessories,South,United States,Florida,Tampa,,
Qtr 1,2015,Technology,Accessories,South,United States,Florida,Tampa,,
Qtr 2,2015,Technology,Accessories,South,United States,Florida,Tampa,-0.7295000000000007,11.672
Qtr 3,2015,Technology,Accessories,South,United States,Florida,Tampa,,
Qtr 4,2015,Technology,Accessories,South,United States,Florida,Tampa,,
Qtr 1,2016,Technology,Accessories,South,United States,Florida,Tampa,,
Qtr 2,2016,Technology,Accessories,South,United States,Florida,Tampa,,
Qtr 3,2016,Technology,Accessories,South,United States,Florida,Tampa,,
Qtr 4,2016,Technology,Accessories,South,United States,Florida,Tampa,,
Qtr 1,2017,Technology,Accessories,South,United States,Florida,Tampa,,
Qtr 2,2017,Technology,Accessories,South,United States,Florida,Tampa,-7.724700000000098,617.9760000000001
Qtr 3,2017,Technology,Accessories,South,United States,Florida,Tampa,,
Qtr 4,2017,Technology,Accessories,South,United States,Florida,Tampa,,
Qtr 1,2014,Technology,Accessories,South,United States,Georgia,Athens,,
Qtr 2,2014,Technology,Accessories,South,United States,Georgia,Athens,,
Qtr 3,2014,Technology,Accessories,South,United States,Georgia,Athens,,
Qtr 4,2014,Technology,Accessories,South,United States,Georgia,Athens,,
Qtr 1,2015,Technology,Accessories,South,United States,Georgia,Athens,,
Qtr 2,2015,Technology,Accessories,South,United States,Georgia,Athens,,
Qtr 3,2015,Technology,Accessories,South,United States,Georgia,Athens,,
Qtr 4,2015,Technology,Accessories,South,United States,Georgia,Athens,,
Qtr 1,2016,Technology,Accessories,South,United States,Georgia,Athens,,
Qtr 2,2016,Technology,Accessories,South,United States,Georgia,Athens,,
Qtr 3,2016,Technology,Accessories,South,United States,Georgia,Athens,,
Qtr 4,2016,Technology,Accessories,South,United States,Georgia,Athens,,
Qtr 1,2017,Technology,Accessories,South,United States,Georgia,Athens,,
Qtr 2,2017,Technology,Accessories,South,United States,Georgia,Athens,,
Qtr 3,2017,Technology,Accessories,South,United States,Georgia,Athens,,
Qtr 4,2017,Technology,Accessories,South,United States,Georgia,Athens,28.7964,79.99
Qtr 1,2014,Technology,Accessories,South,United States,Georgia,Atlanta,,
Qtr 2,2014,Technology,Accessories,South,United States,Georgia,Atlanta,,
Qtr 3,2014,Technology,Accessories,South,United States,Georgia,Atlanta,,
Qtr 4,2014,Technology,Accessories,South,United States,Georgia,Atlanta,,
Qtr 1,2015,Technology,Accessories,South,United States,Georgia,Atlanta,,
Qtr 2,2015,Technology,Accessories,South,United States,Georgia,Atlanta,,
Qtr 3,2015,Technology,Accessories,South,United States,Georgia,Atlanta,47.86289999999998,251.91
Qtr 4,2015,Technology,Accessories,South,United States,Georgia,Atlanta,,
Qtr 1,2016,Technology,Accessories,South,United States,Georgia,Atlanta,,
Qtr 2,2016,Technology,Accessories,South,United States,Georgia,Atlanta,,
Qtr 3,2016,Technology,Accessories,South,United States,Georgia,Atlanta,,
Qtr 4,2016,Technology,Accessories,South,United States,Georgia,Atlanta,114.99540000000002,499.98
Qtr 1,2017,Technology,Accessories,South,United States,Georgia,Atlanta,,
Qtr 2,2017,Technology,Accessories,South,United States,Georgia,Atlanta,4.067999999999998,67.8
Qtr 3,2017,Technology,Accessories,South,United States,Georgia,Atlanta,,
Qtr 4,2017,Technology,Accessories,South,United States,Georgia,Atlanta,,
Qtr 1,2014,Technology,Accessories,South,United States,Georgia,Columbus,,
Qtr 2,2014,Technology,Accessories,South,United States,Georgia,Columbus,,
Qtr 3,2014,Technology,Accessories,South,United States,Georgia,Columbus,,
Qtr 4,2014,Technology,Accessories,South,United States,Georgia,Columbus,,
Qtr 1,2015,Technology,Accessories,South,United States,Georgia,Columbus,,
Qtr 2,2015,Technology,Accessories,South,United States,Georgia,Columbus,,
Qtr 3,2015,Technology,Accessories,South,United States,Georgia,Columbus,23.226,66.36
Qtr 4,2015,Technology,Accessories,South,United States,Georgia,Columbus,,
Qtr 1,2016,Technology,Accessories,South,United States,Georgia,Columbus,31.599999999999966,316
Qtr 2,2016,Technology,Accessories,South,United States,Georgia,Columbus,,
Qtr 3,2016,Technology,Accessories,South,United States,Georgia,Columbus,107.47850000000001,249.95000000000002
Qtr 4,2016,Technology,Accessories,South,United States,Georgia,Columbus,19.995999999999974,249.95000000000002
Qtr 1,2017,Technology,Accessories,South,United States,Georgia,Columbus,,
Qtr 2,2017,Technology,Accessories,South,United States,Georgia,Columbus,129.6,360
Qtr 3,2017,Technology,Accessories,South,United States,Georgia,Columbus,15.1158,71.98
Qtr 4,2017,Technology,Accessories,South,United States,Georgia,Columbus,,
Qtr 1,2014,Technology,Accessories,South,United States,Georgia,East Point,,
Qtr 2,2014,Technology,Accessories,South,United States,Georgia,East Point,,
Qtr 3,2014,Technology,Accessories,South,United States,Georgia,East Point,,
Qtr 4,2014,Technology,Accessories,South,United States,Georgia,East Point,,
Qtr 1,2015,Technology,Accessories,South,United States,Georgia,East Point,,
Qtr 2,2015,Technology,Accessories,South,United States,Georgia,East Point,18,75
Qtr 3,2015,Technology,Accessories,South,United States,Georgia,East Point,,
Qtr 4,2015,Technology,Accessories,South,United States,Georgia,East Point,,
Qtr 1,2016,Technology,Accessories,South,United States,Georgia,East Point,,
Qtr 2,2016,Technology,Accessories,South,United States,Georgia,East Point,,
Qtr 3,2016,Technology,Accessories,South,United States,Georgia,East Point,,
Qtr 4,2016,Technology,Accessories,South,United States,Georgia,East Point,,
Qtr 1,2017,Technology,Accessories,South,United States,Georgia,East Point,,
Qtr 2,2017,Technology,Accessories,South,United States,Georgia,East Point,,
Qtr 3,2017,Technology,Accessories,South,United States,Georgia,East Point,,
Qtr 4,2017,Technology,Accessories,South,United States,Georgia,East Point,,
Qtr 1,2014,Technology,Accessories,South,United States,Georgia,Macon,,
Qtr 2,2014,Technology,Accessories,South,United States,Georgia,Macon,,
Qtr 3,2014,Technology,Accessories,South,United States,Georgia,Macon,43.055099999999996,116.85
Qtr 4,2014,Technology,Accessories,South,United States,Georgia,Macon,,
Qtr 1,2015,Technology,Accessories,South,United States,Georgia,Macon,,
