Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.City,Orders.Country,Orders.Segment,Sum(Orders.Profit),Sum(Orders.Sales)
2017,Office Supplies,Supplies,Owensboro,United States,Corporate,,
2014,Office Supplies,Supplies,Paterson,United States,Consumer,,
2015,Office Supplies,Supplies,Paterson,United States,Consumer,,
2016,Office Supplies,Supplies,Paterson,United States,Consumer,,
2017,Office Supplies,Supplies,Paterson,United States,Consumer,20.154999999999994,69.5
2014,Office Supplies,Supplies,Philadelphia,United States,Consumer,,
2015,Office Supplies,Supplies,Philadelphia,United States,Consumer,-143.6508,721.8480000000001
2016,Office Supplies,Supplies,Philadelphia,United States,Consumer,-161.70379999999994,786.6560000000001
2017,Office Supplies,Supplies,Philadelphia,United States,Consumer,-1043.9455,4710.672000000001
2014,Office Supplies,Supplies,Philadelphia,United States,Home Office,-2.1896000000000004,10.304000000000002
2015,Office Supplies,Supplies,Philadelphia,United States,Home Office,,
2016,Office Supplies,Supplies,Philadelphia,United States,Home Office,,
2017,Office Supplies,Supplies,Philadelphia,United States,Home Office,,
2014,Office Supplies,Supplies,Phoenix,United States,Home Office,,
2015,Office Supplies,Supplies,Phoenix,United States,Home Office,,
2016,Office Supplies,Supplies,Phoenix,United States,Home Office,-34.75800000000002,185.376
2017,Office Supplies,Supplies,Phoenix,United States,Home Office,,
2014,Office Supplies,Supplies,Providence,United States,Corporate,,
2015,Office Supplies,Supplies,Providence,United States,Corporate,,
2016,Office Supplies,Supplies,Providence,United States,Corporate,,
2017,Office Supplies,Supplies,Providence,United States,Corporate,34.75799999999995,695.16
2014,Office Supplies,Supplies,Provo,United States,Home Office,,
2015,Office Supplies,Supplies,Provo,United States,Home Office,,
2016,Office Supplies,Supplies,Provo,United States,Home Office,12.432000000000002,44.400000000000006
2017,Office Supplies,Supplies,Provo,United States,Home Office,,
2014,Office Supplies,Supplies,Redlands,United States,Consumer,,
2015,Office Supplies,Supplies,Redlands,United States,Consumer,8.019,29.700000000000003
2016,Office Supplies,Supplies,Redlands,United States,Consumer,,
2017,Office Supplies,Supplies,Redlands,United States,Consumer,,
2014,Office Supplies,Supplies,Richmond,United States,Corporate,,
2015,Office Supplies,Supplies,Richmond,United States,Corporate,,
2016,Office Supplies,Supplies,Richmond,United States,Corporate,11.802999999999999,40.7
2017,Office Supplies,Supplies,Richmond,United States,Corporate,,
2014,Office Supplies,Supplies,Richmond,United States,Home Office,,
2015,Office Supplies,Supplies,Richmond,United States,Home Office,,
2016,Office Supplies,Supplies,Richmond,United States,Home Office,,
2017,Office Supplies,Supplies,Richmond,United States,Home Office,10.517999999999997,35.06
2014,Office Supplies,Supplies,Roseville,United States,Consumer,,
2015,Office Supplies,Supplies,Roseville,United States,Consumer,,
2016,Office Supplies,Supplies,Roseville,United States,Consumer,18.446400000000004,65.88
2017,Office Supplies,Supplies,Roseville,United States,Consumer,0.17439999999999944,4.36
2014,Office Supplies,Supplies,Round Rock,United States,Consumer,,
2015,Office Supplies,Supplies,Round Rock,United States,Consumer,,
2016,Office Supplies,Supplies,Round Rock,United States,Consumer,-786.0144000000003,3930.072
2017,Office Supplies,Supplies,Round Rock,United States,Consumer,,
2014,Office Supplies,Supplies,Sacramento,United States,Consumer,,
2015,Office Supplies,Supplies,Sacramento,United States,Consumer,,
2016,Office Supplies,Supplies,Sacramento,United States,Consumer,7.2696000000000005,27.96
2017,Office Supplies,Supplies,Sacramento,United States,Consumer,,
2014,Office Supplies,Supplies,Saint Louis,United States,Corporate,,
2015,Office Supplies,Supplies,Saint Louis,United States,Corporate,15.776999999999996,52.59
2016,Office Supplies,Supplies,Saint Louis,United States,Corporate,,
2017,Office Supplies,Supplies,Saint Louis,United States,Corporate,,
2014,Office Supplies,Supplies,Salem,United States,Consumer,-2.6025000000000014,13.88
2015,Office Supplies,Supplies,Salem,United States,Consumer,,
2016,Office Supplies,Supplies,Salem,United States,Consumer,,
2017,Office Supplies,Supplies,Salem,United States,Consumer,11.585999999999984,231.72
2014,Office Supplies,Supplies,Salem,United States,Home Office,,
2015,Office Supplies,Supplies,Salem,United States,Home Office,,
2016,Office Supplies,Supplies,Salem,United States,Home Office,,
2017,Office Supplies,Supplies,Salem,United States,Home Office,0.698399999999999,6.208
2014,Office Supplies,Supplies,San Bernardino,United States,Consumer,,
2015,Office Supplies,Supplies,San Bernardino,United States,Consumer,8.6736,33.36
2016,Office Supplies,Supplies,San Bernardino,United States,Consumer,,
2017,Office Supplies,Supplies,San Bernardino,United States,Consumer,,
2014,Office Supplies,Supplies,San Diego,United States,Consumer,0.11909999999999954,11.91
2015,Office Supplies,Supplies,San Diego,United States,Consumer,9.223200000000002,32.94
2016,Office Supplies,Supplies,San Diego,United States,Consumer,,
2017,Office Supplies,Supplies,San Diego,United States,Consumer,,
2014,Office Supplies,Supplies,San Francisco,United States,Consumer,327.65319999999963,8195.01
2015,Office Supplies,Supplies,San Francisco,United States,Consumer,10.517999999999997,35.06
2016,Office Supplies,Supplies,San Francisco,United States,Consumer,,
2017,Office Supplies,Supplies,San Francisco,United States,Consumer,11.485,40.49
2014,Office Supplies,Supplies,San Francisco,United States,Corporate,15.087999999999997,51.650000000000006
2015,Office Supplies,Supplies,San Francisco,United States,Corporate,,
2016,Office Supplies,Supplies,San Francisco,United States,Corporate,204.10859999999977,4937.9400000000005
2017,Office Supplies,Supplies,San Francisco,United States,Corporate,9.938400000000003,255.84
2014,Office Supplies,Supplies,San Francisco,United States,Home Office,0.14719999999999978,7.36
2015,Office Supplies,Supplies,San Francisco,United States,Home Office,,
2016,Office Supplies,Supplies,San Francisco,United States,Home Office,15.237,55.74
2017,Office Supplies,Supplies,San Francisco,United States,Home Office,2.1899999999999995,7.3
2014,Office Supplies,Supplies,San Jose,United States,Consumer,11.0808,41.04
2015,Office Supplies,Supplies,San Jose,United States,Consumer,,
2016,Office Supplies,Supplies,San Jose,United States,Consumer,,
2017,Office Supplies,Supplies,San Jose,United States,Consumer,,
2014,Office Supplies,Supplies,Santa Ana,United States,Consumer,,
2015,Office Supplies,Supplies,Santa Ana,United States,Consumer,,
2016,Office Supplies,Supplies,Santa Ana,United States,Consumer,,
2017,Office Supplies,Supplies,Santa Ana,United States,Consumer,6.148800000000001,21.96
2014,Office Supplies,Supplies,Santa Clara,United States,Corporate,7.3872,27.36
2015,Office Supplies,Supplies,Santa Clara,United States,Corporate,,
2016,Office Supplies,Supplies,Santa Clara,United States,Corporate,,
2017,Office Supplies,Supplies,Santa Clara,United States,Corporate,,
2014,Office Supplies,Supplies,Seattle,United States,Consumer,2.1899999999999995,7.3
2015,Office Supplies,Supplies,Seattle,United States,Consumer,,
2016,Office Supplies,Supplies,Seattle,United States,Consumer,1.0228000000000002,44.68
2017,Office Supplies,Supplies,Seattle,United States,Consumer,8.099699999999999,27.93
2014,Office Supplies,Supplies,Seattle,United States,Corporate,4.772400000000005,238.62
2015,Office Supplies,Supplies,Seattle,United States,Corporate,,
2016,Office Supplies,Supplies,Seattle,United States,Corporate,19.652400000000004,75.06
2017,Office Supplies,Supplies,Seattle,United States,Corporate,1.9320000000000004,64.4
2014,Office Supplies,Supplies,Sparks,United States,Home Office,,
2015,Office Supplies,Supplies,Sparks,United States,Home Office,,
2016,Office Supplies,Supplies,Sparks,United States,Home Office,24.997999999999987,86.19999999999999
2017,Office Supplies,Supplies,Sparks,United States,Home Office,,
2014,Office Supplies,Supplies,Springfield,United States,Consumer,,
2015,Office Supplies,Supplies,Springfield,United States,Consumer,,
2016,Office Supplies,Supplies,Springfield,United States,Consumer,,
2017,Office Supplies,Supplies,Springfield,United States,Consumer,4.395599999999998,39.072
2014,Office Supplies,Supplies,Springfield,United States,Corporate,,
2015,Office Supplies,Supplies,Springfield,United States,Corporate,,
2016,Office Supplies,Supplies,Springfield,United States,Corporate,,
2017,Office Supplies,Supplies,Springfield,United States,Corporate,83.28100000000006,4164.049999999999
2014,Office Supplies,Supplies,Suffolk,United States,Home Office,,
2015,Office Supplies,Supplies,Suffolk,United States,Home Office,,
2016,Office Supplies,Supplies,Suffolk,United States,Home Office,10.517999999999997,35.06
2017,Office Supplies,Supplies,Suffolk,United States,Home Office,,
2014,Office Supplies,Supplies,Tamarac,United States,Corporate,,
2015,Office Supplies,Supplies,Tamarac,United States,Corporate,,
2016,Office Supplies,Supplies,Tamarac,United States,Corporate,-204.31449999999995,961.4800000000001
2017,Office Supplies,Supplies,Tamarac,United States,Corporate,,
2014,Office Supplies,Supplies,Tampa,United States,Corporate,,
2015,Office Supplies,Supplies,Tampa,United States,Corporate,4.654799999999993,41.376
2016,Office Supplies,Supplies,Tampa,United States,Corporate,,
2017,Office Supplies,Supplies,Tampa,United States,Corporate,,
2014,Office Supplies,Supplies,Tempe,United States,Corporate,-3.2639999999999993,15.36
2015,Office Supplies,Supplies,Tempe,United States,Corporate,,
2016,Office Supplies,Supplies,Tempe,United States,Corporate,,
2017,Office Supplies,Supplies,Tempe,United States,Corporate,,
2014,Office Supplies,Supplies,Thomasville,United States,Consumer,,
2015,Office Supplies,Supplies,Thomasville,United States,Consumer,,
2016,Office Supplies,Supplies,Thomasville,United States,Consumer,5.865299999999996,52.136
2017,Office Supplies,Supplies,Thomasville,United States,Consumer,,
2014,Office Supplies,Supplies,Thornton,United States,Consumer,,
2015,Office Supplies,Supplies,Thornton,United States,Consumer,0.9575999999999998,10.944
2016,Office Supplies,Supplies,Thornton,United States,Consumer,,
2017,Office Supplies,Supplies,Thornton,United States,Consumer,5.914999999999994,47.32
2014,Office Supplies,Supplies,Toledo,United States,Consumer,,
2015,Office Supplies,Supplies,Toledo,United States,Consumer,,
2016,Office Supplies,Supplies,Toledo,United States,Consumer,-3.312000000000001,14.720000000000002
2017,Office Supplies,Supplies,Toledo,United States,Consumer,,
2014,Office Supplies,Supplies,Tulsa,United States,Corporate,,
2015,Office Supplies,Supplies,Tulsa,United States,Corporate,,
2016,Office Supplies,Supplies,Tulsa,United States,Corporate,6.148800000000001,21.96
2017,Office Supplies,Supplies,Tulsa,United States,Corporate,,
2014,Office Supplies,Supplies,Vineland,United States,Consumer,,
2015,Office Supplies,Supplies,Vineland,United States,Consumer,,
2016,Office Supplies,Supplies,Vineland,United States,Consumer,,
2017,Office Supplies,Supplies,Vineland,United States,Consumer,4.42,17
2014,Office Supplies,Supplies,Virginia Beach,United States,Consumer,9.234,34.2
2015,Office Supplies,Supplies,Virginia Beach,United States,Consumer,,
2016,Office Supplies,Supplies,Virginia Beach,United States,Consumer,,
2017,Office Supplies,Supplies,Virginia Beach,United States,Consumer,,
2014,Office Supplies,Supplies,Waterbury,United States,Consumer,,
2015,Office Supplies,Supplies,Waterbury,United States,Consumer,,
2016,Office Supplies,Supplies,Waterbury,United States,Consumer,18.899299999999997,65.17
2017,Office Supplies,Supplies,Waterbury,United States,Consumer,,
2014,Office Supplies,Supplies,Yonkers,United States,Consumer,5.399799999999999,18.62
2015,Office Supplies,Supplies,Yonkers,United States,Consumer,,
2016,Office Supplies,Supplies,Yonkers,United States,Consumer,,
2017,Office Supplies,Supplies,Yonkers,United States,Consumer,,
2014,Technology,Accessories,Akron,United States,Consumer,,
2015,Technology,Accessories,Akron,United States,Consumer,0.8996999999999957,71.976
2016,Technology,Accessories,Akron,United States,Consumer,,
2017,Technology,Accessories,Akron,United States,Consumer,,
2014,Technology,Accessories,Akron,United States,Corporate,,
2015,Technology,Accessories,Akron,United States,Corporate,,
2016,Technology,Accessories,Akron,United States,Corporate,48.992999999999995,279.96
2017,Technology,Accessories,Akron,United States,Corporate,,
2014,Technology,Accessories,Albuquerque,United States,Corporate,,
2015,Technology,Accessories,Albuquerque,United States,Corporate,,
2016,Technology,Accessories,Albuquerque,United States,Corporate,,
2017,Technology,Accessories,Albuquerque,United States,Corporate,95.20000000000003,595
2014,Technology,Accessories,Albuquerque,United States,Home Office,,
2015,Technology,Accessories,Albuquerque,United States,Home Office,,
2016,Technology,Accessories,Albuquerque,United States,Home Office,,
2017,Technology,Accessories,Albuquerque,United States,Home Office,88.12950000000001,214.95000000000002
2014,Technology,Accessories,Allen,United States,Consumer,,
2015,Technology,Accessories,Allen,United States,Consumer,-0.26850000000000307,21.48
2016,Technology,Accessories,Allen,United States,Consumer,,
2017,Technology,Accessories,Allen,United States,Consumer,,
2014,Technology,Accessories,Allentown,United States,Home Office,,
2015,Technology,Accessories,Allentown,United States,Home Office,3.8024000000000004,21.728
2016,Technology,Accessories,Allentown,United States,Home Office,,
2017,Technology,Accessories,Allentown,United States,Home Office,,
2014,Technology,Accessories,Amarillo,United States,Consumer,,
2015,Technology,Accessories,Amarillo,United States,Consumer,42.88050000000001,263.88
2016,Technology,Accessories,Amarillo,United States,Consumer,20.8719,79.51200000000001
2017,Technology,Accessories,Amarillo,United States,Consumer,,
2014,Technology,Accessories,Anaheim,United States,Consumer,,
2015,Technology,Accessories,Anaheim,United States,Consumer,,
2016,Technology,Accessories,Anaheim,United States,Consumer,25.191599999999994,119.96
2017,Technology,Accessories,Anaheim,United States,Consumer,,
2014,Technology,Accessories,Ann Arbor,United States,Corporate,,
2015,Technology,Accessories,Ann Arbor,United States,Corporate,111.59099999999995,619.9499999999999
2016,Technology,Accessories,Ann Arbor,United States,Corporate,,
2017,Technology,Accessories,Ann Arbor,United States,Corporate,,
