Retail Orders.Sub-Category,Retail Orders.Category,Retail Orders.Order Date.Variation.Date Hierarchy.Year,Retail Orders.Order Date.Variation.Date Hierarchy.Quarter,Retail Orders.Order Date.Variation.Date Hierarchy.Month,Retail Orders.Order Date.Variation.Date Hierarchy.Day,Sum(Retail Orders.Profit),Sum(Retail Orders.Discount)
Fasteners,Office Supplies,2024,Qtr 3,July,30,,
Labels,Office Supplies,2024,Qtr 3,July,30,,
Paper,Office Supplies,2024,Qtr 3,July,30,,
Storage,Office Supplies,2024,Qtr 3,July,30,6.1792,0
Supplies,Office Supplies,2024,Qtr 3,July,30,,
Accessories,Technology,2024,Qtr 3,July,30,92.3692,0
Copiers,Technology,2024,Qtr 3,July,30,,
Machines,Technology,2024,Qtr 3,July,30,,
Phones,Technology,2024,Qtr 3,July,30,,
Bookcases,Furniture,2024,Qtr 3,July,31,,
Chairs,Furniture,2024,Qtr 3,July,31,,
Furnishings,Furniture,2024,Qtr 3,July,31,,
Tables,Furniture,2024,Qtr 3,July,31,-290.8752,0
Appliances,Office Supplies,2024,Qtr 3,July,31,,
Art,Office Supplies,2024,Qtr 3,July,31,,
Binders,Office Supplies,2024,Qtr 3,July,31,,
Envelopes,Office Supplies,2024,Qtr 3,July,31,,
Fasteners,Office Supplies,2024,Qtr 3,July,31,,
Labels,Office Supplies,2024,Qtr 3,July,31,,
Paper,Office Supplies,2024,Qtr 3,July,31,9.3312,0
Storage,Office Supplies,2024,Qtr 3,July,31,,
Supplies,Office Supplies,2024,Qtr 3,July,31,15.777,0
Accessories,Technology,2024,Qtr 3,July,31,867.6525,0
Copiers,Technology,2024,Qtr 3,July,31,,
Machines,Technology,2024,Qtr 3,July,31,,
Phones,Technology,2024,Qtr 3,July,31,,
Bookcases,Furniture,2024,Qtr 3,August,2,,
Chairs,Furniture,2024,Qtr 3,August,2,,
Furnishings,Furniture,2024,Qtr 3,August,2,,
Tables,Furniture,2024,Qtr 3,August,2,,
Appliances,Office Supplies,2024,Qtr 3,August,2,,
Art,Office Supplies,2024,Qtr 3,August,2,1.728,0
Binders,Office Supplies,2024,Qtr 3,August,2,,
Envelopes,Office Supplies,2024,Qtr 3,August,2,,
Fasteners,Office Supplies,2024,Qtr 3,August,2,1.8011,0
Labels,Office Supplies,2024,Qtr 3,August,2,,
Paper,Office Supplies,2024,Qtr 3,August,2,4.293,0
Storage,Office Supplies,2024,Qtr 3,August,2,,
Supplies,Office Supplies,2024,Qtr 3,August,2,,
Accessories,Technology,2024,Qtr 3,August,2,,
Copiers,Technology,2024,Qtr 3,August,2,,
Machines,Technology,2024,Qtr 3,August,2,,
Phones,Technology,2024,Qtr 3,August,2,-26.9955,0
Bookcases,Furniture,2024,Qtr 3,August,3,97.4586,0
Chairs,Furniture,2024,Qtr 3,August,3,189.4046,0
Furnishings,Furniture,2024,Qtr 3,August,3,82.0776,0
Tables,Furniture,2024,Qtr 3,August,3,,
Appliances,Office Supplies,2024,Qtr 3,August,3,,
Art,Office Supplies,2024,Qtr 3,August,3,5.3886,0
Binders,Office Supplies,2024,Qtr 3,August,3,-14.5656,1
Envelopes,Office Supplies,2024,Qtr 3,August,3,,
Fasteners,Office Supplies,2024,Qtr 3,August,3,,
Labels,Office Supplies,2024,Qtr 3,August,3,,
Paper,Office Supplies,2024,Qtr 3,August,3,9.3312,0
Storage,Office Supplies,2024,Qtr 3,August,3,,
Supplies,Office Supplies,2024,Qtr 3,August,3,,
Accessories,Technology,2024,Qtr 3,August,3,,
Copiers,Technology,2024,Qtr 3,August,3,,
Machines,Technology,2024,Qtr 3,August,3,,
Phones,Technology,2024,Qtr 3,August,3,223.2855,0
Bookcases,Furniture,2024,Qtr 3,August,5,,
Chairs,Furniture,2024,Qtr 3,August,5,21.294,0
Furnishings,Furniture,2024,Qtr 3,August,5,42.5964,0
Tables,Furniture,2024,Qtr 3,August,5,,
Appliances,Office Supplies,2024,Qtr 3,August,5,,
Art,Office Supplies,2024,Qtr 3,August,5,0.5904,0
Binders,Office Supplies,2024,Qtr 3,August,5,21.99,0
Envelopes,Office Supplies,2024,Qtr 3,August,5,,
Fasteners,Office Supplies,2024,Qtr 3,August,5,,
Labels,Office Supplies,2024,Qtr 3,August,5,,
Paper,Office Supplies,2024,Qtr 3,August,5,27.5424,0
Storage,Office Supplies,2024,Qtr 3,August,5,,
Supplies,Office Supplies,2024,Qtr 3,August,5,7.1586,0
Accessories,Technology,2024,Qtr 3,August,5,,
Copiers,Technology,2024,Qtr 3,August,5,1014.9797,0
Machines,Technology,2024,Qtr 3,August,5,,
Phones,Technology,2024,Qtr 3,August,5,105.8316,0
Bookcases,Furniture,2024,Qtr 3,August,6,,
Chairs,Furniture,2024,Qtr 3,August,6,,
Furnishings,Furniture,2024,Qtr 3,August,6,45.4671,0
Tables,Furniture,2024,Qtr 3,August,6,,
Appliances,Office Supplies,2024,Qtr 3,August,6,-393.602,1
Art,Office Supplies,2024,Qtr 3,August,6,0.3336,0
Binders,Office Supplies,2024,Qtr 3,August,6,-13.3936,1
Envelopes,Office Supplies,2024,Qtr 3,August,6,,
Fasteners,Office Supplies,2024,Qtr 3,August,6,,
Labels,Office Supplies,2024,Qtr 3,August,6,3.15,0
Paper,Office Supplies,2024,Qtr 3,August,6,67.415,0
Storage,Office Supplies,2024,Qtr 3,August,6,-6.462,0
Supplies,Office Supplies,2024,Qtr 3,August,6,,
Accessories,Technology,2024,Qtr 3,August,6,0.7425,0
Copiers,Technology,2024,Qtr 3,August,6,,
Machines,Technology,2024,Qtr 3,August,6,,
Phones,Technology,2024,Qtr 3,August,6,,
Bookcases,Furniture,2024,Qtr 3,August,7,,
Chairs,Furniture,2024,Qtr 3,August,7,,
Furnishings,Furniture,2024,Qtr 3,August,7,,
Tables,Furniture,2024,Qtr 3,August,7,,
Appliances,Office Supplies,2024,Qtr 3,August,7,,
Art,Office Supplies,2024,Qtr 3,August,7,,
Binders,Office Supplies,2024,Qtr 3,August,7,,
Envelopes,Office Supplies,2024,Qtr 3,August,7,,
Fasteners,Office Supplies,2024,Qtr 3,August,7,,
Labels,Office Supplies,2024,Qtr 3,August,7,,
Paper,Office Supplies,2024,Qtr 3,August,7,6.6,0
Storage,Office Supplies,2024,Qtr 3,August,7,,
Supplies,Office Supplies,2024,Qtr 3,August,7,,
Accessories,Technology,2024,Qtr 3,August,7,,
Copiers,Technology,2024,Qtr 3,August,7,,
Machines,Technology,2024,Qtr 3,August,7,,
Phones,Technology,2024,Qtr 3,August,7,,
Bookcases,Furniture,2024,Qtr 3,August,8,,
Chairs,Furniture,2024,Qtr 3,August,8,10.8588,0
Furnishings,Furniture,2024,Qtr 3,August,8,,
Tables,Furniture,2024,Qtr 3,August,8,,
Appliances,Office Supplies,2024,Qtr 3,August,8,33.0368,0
Art,Office Supplies,2024,Qtr 3,August,8,11.898,0
Binders,Office Supplies,2024,Qtr 3,August,8,215.4544,0
Envelopes,Office Supplies,2024,Qtr 3,August,8,,
Fasteners,Office Supplies,2024,Qtr 3,August,8,,
Labels,Office Supplies,2024,Qtr 3,August,8,,
Paper,Office Supplies,2024,Qtr 3,August,8,,
Storage,Office Supplies,2024,Qtr 3,August,8,,
Supplies,Office Supplies,2024,Qtr 3,August,8,,
Accessories,Technology,2024,Qtr 3,August,8,28.7964,0
Copiers,Technology,2024,Qtr 3,August,8,,
Machines,Technology,2024,Qtr 3,August,8,,
Phones,Technology,2024,Qtr 3,August,8,,
Bookcases,Furniture,2024,Qtr 3,August,9,,
Chairs,Furniture,2024,Qtr 3,August,9,,
Furnishings,Furniture,2024,Qtr 3,August,9,8.1168,0
Tables,Furniture,2024,Qtr 3,August,9,,
Appliances,Office Supplies,2024,Qtr 3,August,9,,
Art,Office Supplies,2024,Qtr 3,August,9,,
Binders,Office Supplies,2024,Qtr 3,August,9,,
Envelopes,Office Supplies,2024,Qtr 3,August,9,,
Fasteners,Office Supplies,2024,Qtr 3,August,9,,
Labels,Office Supplies,2024,Qtr 3,August,9,,
Paper,Office Supplies,2024,Qtr 3,August,9,11.88,0
Storage,Office Supplies,2024,Qtr 3,August,9,0.8376,0
Supplies,Office Supplies,2024,Qtr 3,August,9,,
Accessories,Technology,2024,Qtr 3,August,9,,
Copiers,Technology,2024,Qtr 3,August,9,,
Machines,Technology,2024,Qtr 3,August,9,,
Phones,Technology,2024,Qtr 3,August,9,,
Bookcases,Furniture,2024,Qtr 3,August,10,,
Chairs,Furniture,2024,Qtr 3,August,10,,
Furnishings,Furniture,2024,Qtr 3,August,10,-8.2235,1
Tables,Furniture,2024,Qtr 3,August,10,,
Appliances,Office Supplies,2024,Qtr 3,August,10,,
Art,Office Supplies,2024,Qtr 3,August,10,0.559,0
Binders,Office Supplies,2024,Qtr 3,August,10,,
Envelopes,Office Supplies,2024,Qtr 3,August,10,,
Fasteners,Office Supplies,2024,Qtr 3,August,10,,
Labels,Office Supplies,2024,Qtr 3,August,10,,
Paper,Office Supplies,2024,Qtr 3,August,10,,
Storage,Office Supplies,2024,Qtr 3,August,10,,
Supplies,Office Supplies,2024,Qtr 3,August,10,,
Accessories,Technology,2024,Qtr 3,August,10,,
Copiers,Technology,2024,Qtr 3,August,10,,
Machines,Technology,2024,Qtr 3,August,10,,
Phones,Technology,2024,Qtr 3,August,10,,
Bookcases,Furniture,2024,Qtr 3,August,11,1013.127,0
Chairs,Furniture,2024,Qtr 3,August,11,115.5528,0
Furnishings,Furniture,2024,Qtr 3,August,11,69.1881,0
Tables,Furniture,2024,Qtr 3,August,11,,
Appliances,Office Supplies,2024,Qtr 3,August,11,18.6606,0
Art,Office Supplies,2024,Qtr 3,August,11,90.1115,0
Binders,Office Supplies,2024,Qtr 3,August,11,-0.2382,2
Envelopes,Office Supplies,2024,Qtr 3,August,11,,
Fasteners,Office Supplies,2024,Qtr 3,August,11,14.4161,0
Labels,Office Supplies,2024,Qtr 3,August,11,1.638,0
Paper,Office Supplies,2024,Qtr 3,August,11,49.896,0
Storage,Office Supplies,2024,Qtr 3,August,11,16.7875,0
Supplies,Office Supplies,2024,Qtr 3,August,11,,
Accessories,Technology,2024,Qtr 3,August,11,110.1186,0
Copiers,Technology,2024,Qtr 3,August,11,,
Machines,Technology,2024,Qtr 3,August,11,2229.024,0
Phones,Technology,2024,Qtr 3,August,11,278.3552,0
Bookcases,Furniture,2024,Qtr 3,August,12,,
Chairs,Furniture,2024,Qtr 3,August,12,,
Furnishings,Furniture,2024,Qtr 3,August,12,,
Tables,Furniture,2024,Qtr 3,August,12,,
Appliances,Office Supplies,2024,Qtr 3,August,12,,
Art,Office Supplies,2024,Qtr 3,August,12,,
Binders,Office Supplies,2024,Qtr 3,August,12,,
Envelopes,Office Supplies,2024,Qtr 3,August,12,,
Fasteners,Office Supplies,2024,Qtr 3,August,12,,
Labels,Office Supplies,2024,Qtr 3,August,12,,
Paper,Office Supplies,2024,Qtr 3,August,12,135.8593,0
Storage,Office Supplies,2024,Qtr 3,August,12,4.4392,0
Supplies,Office Supplies,2024,Qtr 3,August,12,,
Accessories,Technology,2024,Qtr 3,August,12,40.12,0
Copiers,Technology,2024,Qtr 3,August,12,,
Machines,Technology,2024,Qtr 3,August,12,,
Phones,Technology,2024,Qtr 3,August,12,162.356,0
Bookcases,Furniture,2024,Qtr 3,August,13,,
Chairs,Furniture,2024,Qtr 3,August,13,,
Furnishings,Furniture,2024,Qtr 3,August,13,10.4148,0
Tables,Furniture,2024,Qtr 3,August,13,,
Appliances,Office Supplies,2024,Qtr 3,August,13,,
Art,Office Supplies,2024,Qtr 3,August,13,21.293,0
Binders,Office Supplies,2024,Qtr 3,August,13,8.2736,0
Envelopes,Office Supplies,2024,Qtr 3,August,13,,
Fasteners,Office Supplies,2024,Qtr 3,August,13,,
Labels,Office Supplies,2024,Qtr 3,August,13,,
Paper,Office Supplies,2024,Qtr 3,August,13,,
Storage,Office Supplies,2024,Qtr 3,August,13,15.8571,0
Supplies,Office Supplies,2024,Qtr 3,August,13,,
Accessories,Technology,2024,Qtr 3,August,13,,
Copiers,Technology,2024,Qtr 3,August,13,,
Machines,Technology,2024,Qtr 3,August,13,,
Phones,Technology,2024,Qtr 3,August,13,,
Bookcases,Furniture,2024,Qtr 3,August,15,,
Chairs,Furniture,2024,Qtr 3,August,15,,
Furnishings,Furniture,2024,Qtr 3,August,15,28.1421,0
Tables,Furniture,2024,Qtr 3,August,15,,
Appliances,Office Supplies,2024,Qtr 3,August,15,,
Art,Office Supplies,2024,Qtr 3,August,15,,
Binders,Office Supplies,2024,Qtr 3,August,15,,
Envelopes,Office Supplies,2024,Qtr 3,August,15,,
Fasteners,Office Supplies,2024,Qtr 3,August,15,,
Labels,Office Supplies,2024,Qtr 3,August,15,,
Paper,Office Supplies,2024,Qtr 3,August,15,,
Storage,Office Supplies,2024,Qtr 3,August,15,80.3592,0
Supplies,Office Supplies,2024,Qtr 3,August,15,,
Accessories,Technology,2024,Qtr 3,August,15,,
Copiers,Technology,2024,Qtr 3,August,15,,
Machines,Technology,2024,Qtr 3,August,15,,
Phones,Technology,2024,Qtr 3,August,15,,
Bookcases,Furniture,2024,Qtr 3,August,16,-204.9996,0
Chairs,Furniture,2024,Qtr 3,August,16,,
Furnishings,Furniture,2024,Qtr 3,August,16,0,0
Tables,Furniture,2024,Qtr 3,August,16,,
Appliances,Office Supplies,2024,Qtr 3,August,16,,
Art,Office Supplies,2024,Qtr 3,August,16,0.2592,0
Binders,Office Supplies,2024,Qtr 3,August,16,-4.6656,2
Envelopes,Office Supplies,2024,Qtr 3,August,16,,
Fasteners,Office Supplies,2024,Qtr 3,August,16,,
Labels,Office Supplies,2024,Qtr 3,August,16,1.764,0
Paper,Office Supplies,2024,Qtr 3,August,16,112.4844,0
Storage,Office Supplies,2024,Qtr 3,August,16,3.3516,0
Supplies,Office Supplies,2024,Qtr 3,August,16,,
Accessories,Technology,2024,Qtr 3,August,16,-5.4558,0
Copiers,Technology,2024,Qtr 3,August,16,,
Machines,Technology,2024,Qtr 3,August,16,,
Phones,Technology,2024,Qtr 3,August,16,98.8739,0
Bookcases,Furniture,2024,Qtr 3,August,17,,
Chairs,Furniture,2024,Qtr 3,August,17,,
Furnishings,Furniture,2024,Qtr 3,August,17,,
Tables,Furniture,2024,Qtr 3,August,17,,
Appliances,Office Supplies,2024,Qtr 3,August,17,,
Art,Office Supplies,2024,Qtr 3,August,17,1.1556,0
Binders,Office Supplies,2024,Qtr 3,August,17,23.49,0
Envelopes,Office Supplies,2024,Qtr 3,August,17,,
Fasteners,Office Supplies,2024,Qtr 3,August,17,,
Labels,Office Supplies,2024,Qtr 3,August,17,,
Paper,Office Supplies,2024,Qtr 3,August,17,12.7008,0
Storage,Office Supplies,2024,Qtr 3,August,17,,
Supplies,Office Supplies,2024,Qtr 3,August,17,,
Accessories,Technology,2024,Qtr 3,August,17,-36.864,0
Copiers,Technology,2024,Qtr 3,August,17,,
Machines,Technology,2024,Qtr 3,August,17,,
Phones,Technology,2024,Qtr 3,August,17,,
Bookcases,Furniture,2024,Qtr 3,August,21,34.494,0
Chairs,Furniture,2024,Qtr 3,August,21,-1.9464,0
Furnishings,Furniture,2024,Qtr 3,August,21,-3.8976,0
Tables,Furniture,2024,Qtr 3,August,21,,
Appliances,Office Supplies,2024,Qtr 3,August,21,,
Art,Office Supplies,2024,Qtr 3,August,21,18.2472,0
Binders,Office Supplies,2024,Qtr 3,August,21,-91.9696,2
Envelopes,Office Supplies,2024,Qtr 3,August,21,,
Fasteners,Office Supplies,2024,Qtr 3,August,21,,
Labels,Office Supplies,2024,Qtr 3,August,21,,
Paper,Office Supplies,2024,Qtr 3,August,21,57.3086,0
Storage,Office Supplies,2024,Qtr 3,August,21,-162.5288,0
Supplies,Office Supplies,2024,Qtr 3,August,21,-0.6976,0
Accessories,Technology,2024,Qtr 3,August,21,3.8024,0
Copiers,Technology,2024,Qtr 3,August,21,,
Machines,Technology,2024,Qtr 3,August,21,,
Phones,Technology,2024,Qtr 3,August,21,,
Bookcases,Furniture,2024,Qtr 3,August,22,,
Chairs,Furniture,2024,Qtr 3,August,22,,
Furnishings,Furniture,2024,Qtr 3,August,22,,
Tables,Furniture,2024,Qtr 3,August,22,,
Appliances,Office Supplies,2024,Qtr 3,August,22,,
Art,Office Supplies,2024,Qtr 3,August,22,7.5992,0
Binders,Office Supplies,2024,Qtr 3,August,22,16.2864,0
Envelopes,Office Supplies,2024,Qtr 3,August,22,,
Fasteners,Office Supplies,2024,Qtr 3,August,22,,
Labels,Office Supplies,2024,Qtr 3,August,22,,
Paper,Office Supplies,2024,Qtr 3,August,22,,
Storage,Office Supplies,2024,Qtr 3,August,22,,
Supplies,Office Supplies,2024,Qtr 3,August,22,,
Accessories,Technology,2024,Qtr 3,August,22,,
Copiers,Technology,2024,Qtr 3,August,22,,
Machines,Technology,2024,Qtr 3,August,22,,
Phones,Technology,2024,Qtr 3,August,22,,
Bookcases,Furniture,2024,Qtr 3,August,23,,
Chairs,Furniture,2024,Qtr 3,August,23,,
Furnishings,Furniture,2024,Qtr 3,August,23,,
Tables,Furniture,2024,Qtr 3,August,23,,
Appliances,Office Supplies,2024,Qtr 3,August,23,145.192,1
Art,Office Supplies,2024,Qtr 3,August,23,,
Binders,Office Supplies,2024,Qtr 3,August,23,,
Envelopes,Office Supplies,2024,Qtr 3,August,23,,
Fasteners,Office Supplies,2024,Qtr 3,August,23,2.256,0
Labels,Office Supplies,2024,Qtr 3,August,23,4.2336,0
Paper,Office Supplies,2024,Qtr 3,August,23,157.1608,0
Storage,Office Supplies,2024,Qtr 3,August,23,,
Supplies,Office Supplies,2024,Qtr 3,August,23,2.772,0
Accessories,Technology,2024,Qtr 3,August,23,47.8629,0
Copiers,Technology,2024,Qtr 3,August,23,,
Machines,Technology,2024,Qtr 3,August,23,,
Phones,Technology,2024,Qtr 3,August,23,,
Bookcases,Furniture,2024,Qtr 3,August,24,,
Chairs,Furniture,2024,Qtr 3,August,24,,
Furnishings,Furniture,2024,Qtr 3,August,24,4.6221,0
Tables,Furniture,2024,Qtr 3,August,24,-193.9599,0
Appliances,Office Supplies,2024,Qtr 3,August,24,,
Art,Office Supplies,2024,Qtr 3,August,24,0.7152,0
Binders,Office Supplies,2024,Qtr 3,August,24,-4.2222,1
Envelopes,Office Supplies,2024,Qtr 3,August,24,,
Fasteners,Office Supplies,2024,Qtr 3,August,24,,
Labels,Office Supplies,2024,Qtr 3,August,24,2.5056,0
Paper,Office Supplies,2024,Qtr 3,August,24,,
Storage,Office Supplies,2024,Qtr 3,August,24,38.1582,0
Supplies,Office Supplies,2024,Qtr 3,August,24,,
Accessories,Technology,2024,Qtr 3,August,24,30.0908,0
Copiers,Technology,2024,Qtr 3,August,24,,
Machines,Technology,2024,Qtr 3,August,24,1416.8,0
Phones,Technology,2024,Qtr 3,August,24,174.5586,0
Bookcases,Furniture,2024,Qtr 3,August,25,,
Chairs,Furniture,2024,Qtr 3,August,25,4.5882,0
Furnishings,Furniture,2024,Qtr 3,August,25,-20.5258,2
Tables,Furniture,2024,Qtr 3,August,25,,
Appliances,Office Supplies,2024,Qtr 3,August,25,29.6688,0
Art,Office Supplies,2024,Qtr 3,August,25,,
Binders,Office Supplies,2024,Qtr 3,August,25,-6.0768,1
Envelopes,Office Supplies,2024,Qtr 3,August,25,,
Fasteners,Office Supplies,2024,Qtr 3,August,25,,
Labels,Office Supplies,2024,Qtr 3,August,25,,
Paper,Office Supplies,2024,Qtr 3,August,25,,
Storage,Office Supplies,2024,Qtr 3,August,25,,
Supplies,Office Supplies,2024,Qtr 3,August,25,,
Accessories,Technology,2024,Qtr 3,August,25,,
Copiers,Technology,2024,Qtr 3,August,25,,
Machines,Technology,2024,Qtr 3,August,25,,
Phones,Technology,2024,Qtr 3,August,25,,
Bookcases,Furniture,2024,Qtr 3,August,27,,
Chairs,Furniture,2024,Qtr 3,August,27,,
Furnishings,Furniture,2024,Qtr 3,August,27,,
Tables,Furniture,2024,Qtr 3,August,27,,
Appliances,Office Supplies,2024,Qtr 3,August,27,,
Art,Office Supplies,2024,Qtr 3,August,27,,
Binders,Office Supplies,2024,Qtr 3,August,27,1.6588,0
Envelopes,Office Supplies,2024,Qtr 3,August,27,,
Fasteners,Office Supplies,2024,Qtr 3,August,27,,
Labels,Office Supplies,2024,Qtr 3,August,27,1.4784,0
Paper,Office Supplies,2024,Qtr 3,August,27,52.532,0
Storage,Office Supplies,2024,Qtr 3,August,27,92.0835,0
Supplies,Office Supplies,2024,Qtr 3,August,27,9.2232,0
Accessories,Technology,2024,Qtr 3,August,27,,
Copiers,Technology,2024,Qtr 3,August,27,,
Machines,Technology,2024,Qtr 3,August,27,,
Phones,Technology,2024,Qtr 3,August,27,,
Bookcases,Furniture,2024,Qtr 3,August,28,28.9568,0
Chairs,Furniture,2024,Qtr 3,August,28,,
Furnishings,Furniture,2024,Qtr 3,August,28,1.7472,0
Tables,Furniture,2024,Qtr 3,August,28,-16.2613,0
Appliances,Office Supplies,2024,Qtr 3,August,28,,
Art,Office Supplies,2024,Qtr 3,August,28,,
Binders,Office Supplies,2024,Qtr 3,August,28,13.959,0
Envelopes,Office Supplies,2024,Qtr 3,August,28,,
Fasteners,Office Supplies,2024,Qtr 3,August,28,,
Labels,Office Supplies,2024,Qtr 3,August,28,,
Paper,Office Supplies,2024,Qtr 3,August,28,,
Storage,Office Supplies,2024,Qtr 3,August,28,419.1514,0
Supplies,Office Supplies,2024,Qtr 3,August,28,,
Accessories,Technology,2024,Qtr 3,August,28,,
Copiers,Technology,2024,Qtr 3,August,28,874.9875,0
Machines,Technology,2024,Qtr 3,August,28,,
Phones,Technology,2024,Qtr 3,August,28,97.6086,0
Bookcases,Furniture,2024,Qtr 3,August,29,,
Chairs,Furniture,2024,Qtr 3,August,29,,
Furnishings,Furniture,2024,Qtr 3,August,29,,
Tables,Furniture,2024,Qtr 3,August,29,,
Appliances,Office Supplies,2024,Qtr 3,August,29,,
Art,Office Supplies,2024,Qtr 3,August,29,,
Binders,Office Supplies,2024,Qtr 3,August,29,,
Envelopes,Office Supplies,2024,Qtr 3,August,29,,
Fasteners,Office Supplies,2024,Qtr 3,August,29,,
Labels,Office Supplies,2024,Qtr 3,August,29,,
Paper,Office Supplies,2024,Qtr 3,August,29,,
Storage,Office Supplies,2024,Qtr 3,August,29,,
Supplies,Office Supplies,2024,Qtr 3,August,29,,
Accessories,Technology,2024,Qtr 3,August,29,11.452,0
Copiers,Technology,2024,Qtr 3,August,29,,
Machines,Technology,2024,Qtr 3,August,29,,
Phones,Technology,2024,Qtr 3,August,29,35.6346,0
Bookcases,Furniture,2024,Qtr 3,August,31,200.9546,0
Chairs,Furniture,2024,Qtr 3,August,31,,
Furnishings,Furniture,2024,Qtr 3,August,31,,
Tables,Furniture,2024,Qtr 3,August,31,,
Appliances,Office Supplies,2024,Qtr 3,August,31,,
Art,Office Supplies,2024,Qtr 3,August,31,,
Binders,Office Supplies,2024,Qtr 3,August,31,46.3185,0
Envelopes,Office Supplies,2024,Qtr 3,August,31,,
Fasteners,Office Supplies,2024,Qtr 3,August,31,,
Labels,Office Supplies,2024,Qtr 3,August,31,,
Paper,Office Supplies,2024,Qtr 3,August,31,34.8056,0
Storage,Office Supplies,2024,Qtr 3,August,31,,
Supplies,Office Supplies,2024,Qtr 3,August,31,,
Accessories,Technology,2024,Qtr 3,August,31,15.6993,0
Copiers,Technology,2024,Qtr 3,August,31,,
Machines,Technology,2024,Qtr 3,August,31,80.9919,0
Phones,Technology,2024,Qtr 3,August,31,41.697,0
Bookcases,Furniture,2024,Qtr 3,September,1,,
Chairs,Furniture,2024,Qtr 3,September,1,,
Furnishings,Furniture,2024,Qtr 3,September,1,,
Tables,Furniture,2024,Qtr 3,September,1,,
Appliances,Office Supplies,2024,Qtr 3,September,1,45.7632,0
Art,Office Supplies,2024,Qtr 3,September,1,11.1176,0
Binders,Office Supplies,2024,Qtr 3,September,1,,
Envelopes,Office Supplies,2024,Qtr 3,September,1,,
Fasteners,Office Supplies,2024,Qtr 3,September,1,,
Labels,Office Supplies,2024,Qtr 3,September,1,,
Paper,Office Supplies,2024,Qtr 3,September,1,74.1989,0
Storage,Office Supplies,2024,Qtr 3,September,1,,
Supplies,Office Supplies,2024,Qtr 3,September,1,,
Accessories,Technology,2024,Qtr 3,September,1,,
Copiers,Technology,2024,Qtr 3,September,1,,
Machines,Technology,2024,Qtr 3,September,1,,
Phones,Technology,2024,Qtr 3,September,1,,
Bookcases,Furniture,2024,Qtr 3,September,2,,
Chairs,Furniture,2024,Qtr 3,September,2,22.941,0
Furnishings,Furniture,2024,Qtr 3,September,2,-30.588,1
Tables,Furniture,2024,Qtr 3,September,2,,
Appliances,Office Supplies,2024,Qtr 3,September,2,,
Art,Office Supplies,2024,Qtr 3,September,2,,
Binders,Office Supplies,2024,Qtr 3,September,2,,
Envelopes,Office Supplies,2024,Qtr 3,September,2,,
Fasteners,Office Supplies,2024,Qtr 3,September,2,,
Labels,Office Supplies,2024,Qtr 3,September,2,13.5324,0
Paper,Office Supplies,2024,Qtr 3,September,2,,
Storage,Office Supplies,2024,Qtr 3,September,2,,
Supplies,Office Supplies,2024,Qtr 3,September,2,,
Accessories,Technology,2024,Qtr 3,September,2,96.491,0
Copiers,Technology,2024,Qtr 3,September,2,,
Machines,Technology,2024,Qtr 3,September,2,,
Phones,Technology,2024,Qtr 3,September,2,,
Bookcases,Furniture,2024,Qtr 3,September,3,,
Chairs,Furniture,2024,Qtr 3,September,3,,
Furnishings,Furniture,2024,Qtr 3,September,3,,
Tables,Furniture,2024,Qtr 3,September,3,,
Appliances,Office Supplies,2024,Qtr 3,September,3,,
Art,Office Supplies,2024,Qtr 3,September,3,,
Binders,Office Supplies,2024,Qtr 3,September,3,,
Envelopes,Office Supplies,2024,Qtr 3,September,3,,
Fasteners,Office Supplies,2024,Qtr 3,September,3,,
Labels,Office Supplies,2024,Qtr 3,September,3,1.6704,0
Paper,Office Supplies,2024,Qtr 3,September,3,,
Storage,Office Supplies,2024,Qtr 3,September,3,,
Supplies,Office Supplies,2024,Qtr 3,September,3,,
