Superstore 2023.Region	Superstore 2023.Category	Superstore 2023.Sub-Category	Superstore 2023.Order Date	Superstore 2023.ProfitM	Sum(Superstore 2023.Sales)
Central	Technology	Machines	Monday, July 03, 2023	49.761	597.132
East	Technology	Machines	Monday, July 03, 2023		
South	Technology	Machines	Monday, July 03, 2023		
West	Technology	Machines	Monday, July 03, 2023	209.58	2395.2
Central	Technology	Machines	Tuesday, August 01, 2023	-263.9967	1439.982
East	Technology	Machines	Tuesday, August 01, 2023		
South	Technology	Machines	Tuesday, August 01, 2023		
West	Technology	Machines	Tuesday, August 01, 2023		
Central	Technology	Machines	Thursday, September 14, 2023		
East	Technology	Machines	Thursday, September 14, 2023	-186.8575	253.755
South	Technology	Machines	Thursday, September 14, 2023		
West	Technology	Machines	Thursday, September 14, 2023		
Central	Technology	Machines	Sunday, September 17, 2023		
East	Technology	Machines	Sunday, September 17, 2023	225.6	480
South	Technology	Machines	Sunday, September 17, 2023		
West	Technology	Machines	Sunday, September 17, 2023		
Central	Technology	Machines	Sunday, September 24, 2023		
East	Technology	Machines	Sunday, September 24, 2023		
South	Technology	Machines	Sunday, September 24, 2023		
West	Technology	Machines	Sunday, September 24, 2023	177.198	506.28
Central	Technology	Machines	Friday, September 29, 2023	44.868	336.51
East	Technology	Machines	Friday, September 29, 2023		
South	Technology	Machines	Friday, September 29, 2023		
West	Technology	Machines	Friday, September 29, 2023		
Central	Technology	Machines	Sunday, October 01, 2023		
East	Technology	Machines	Sunday, October 01, 2023	767.2005	1704.89
South	Technology	Machines	Sunday, October 01, 2023		
West	Technology	Machines	Sunday, October 01, 2023		
Central	Technology	Machines	Monday, October 02, 2023		
East	Technology	Machines	Monday, October 02, 2023		
South	Technology	Machines	Monday, October 02, 2023		
West	Technology	Machines	Monday, October 02, 2023	32.3015	369.16
Central	Technology	Machines	Thursday, October 05, 2023		
East	Technology	Machines	Thursday, October 05, 2023	1351.9896	5199.96
South	Technology	Machines	Thursday, October 05, 2023		
West	Technology	Machines	Thursday, October 05, 2023		
Central	Technology	Machines	Monday, October 16, 2023		
East	Technology	Machines	Monday, October 16, 2023		
South	Technology	Machines	Monday, October 16, 2023		
West	Technology	Machines	Monday, October 16, 2023	-479.988	599.985
Central	Technology	Machines	Saturday, November 04, 2023		
East	Technology	Machines	Saturday, November 04, 2023		
South	Technology	Machines	Saturday, November 04, 2023	-3839.9904	7999.98
West	Technology	Machines	Saturday, November 04, 2023		
Central	Technology	Machines	Friday, November 10, 2023		
East	Technology	Machines	Friday, November 10, 2023		
South	Technology	Machines	Friday, November 10, 2023		
West	Technology	Machines	Friday, November 10, 2023	-63.996	95.994
Central	Technology	Machines	Monday, November 13, 2023		
East	Technology	Machines	Monday, November 13, 2023	-935.9595	652.995
South	Technology	Machines	Monday, November 13, 2023		
West	Technology	Machines	Monday, November 13, 2023		
Central	Technology	Machines	Thursday, November 16, 2023		
East	Technology	Machines	Thursday, November 16, 2023	24.1224	52.44
South	Technology	Machines	Thursday, November 16, 2023		
West	Technology	Machines	Thursday, November 16, 2023	215.9973	1919.976
Central	Technology	Machines	Tuesday, November 21, 2023		
East	Technology	Machines	Tuesday, November 21, 2023		
South	Technology	Machines	Tuesday, November 21, 2023		
West	Technology	Machines	Tuesday, November 21, 2023	103.9992	1039.992
Central	Technology	Machines	Monday, December 04, 2023		
East	Technology	Machines	Monday, December 04, 2023		
South	Technology	Machines	Monday, December 04, 2023	-272.58	649
West	Technology	Machines	Monday, December 04, 2023		
Central	Technology	Machines	Sunday, December 24, 2023		
East	Technology	Machines	Sunday, December 24, 2023		
South	Technology	Machines	Sunday, December 24, 2023	239.985	479.97
West	Technology	Machines	Sunday, December 24, 2023		
Central	Technology	Machines	Monday, December 25, 2023		
East	Technology	Machines	Monday, December 25, 2023		
South	Technology	Machines	Monday, December 25, 2023	-7.2	120
West	Technology	Machines	Monday, December 25, 2023		
Central	Technology	Phones	Monday, January 06, 2020		
East	Technology	Phones	Monday, January 06, 2020		
South	Technology	Phones	Monday, January 06, 2020	317.7834	1147.94
West	Technology	Phones	Monday, January 06, 2020		
Central	Technology	Phones	Thursday, January 16, 2020		
East	Technology	Phones	Thursday, January 16, 2020	-31.05	124.2
South	Technology	Phones	Thursday, January 16, 2020		
West	Technology	Phones	Thursday, January 16, 2020		
Central	Technology	Phones	Monday, January 20, 2020		
East	Technology	Phones	Monday, January 20, 2020		
South	Technology	Phones	Monday, January 20, 2020	181.9818	699.93
West	Technology	Phones	Monday, January 20, 2020		
Central	Technology	Phones	Sunday, January 26, 2020		
East	Technology	Phones	Sunday, January 26, 2020		
South	Technology	Phones	Sunday, January 26, 2020	52.6344	343.33
West	Technology	Phones	Sunday, January 26, 2020		
Central	Technology	Phones	Sunday, February 02, 2020		
East	Technology	Phones	Sunday, February 02, 2020		
South	Technology	Phones	Sunday, February 02, 2020	13.572	180.96
West	Technology	Phones	Sunday, February 02, 2020		
Central	Technology	Phones	Thursday, February 06, 2020		
East	Technology	Phones	Thursday, February 06, 2020		
South	Technology	Phones	Thursday, February 06, 2020	84.0541	306.56
West	Technology	Phones	Thursday, February 06, 2020		
Central	Technology	Phones	Sunday, March 01, 2020		
East	Technology	Phones	Sunday, March 01, 2020	1.6038	5.94
South	Technology	Phones	Sunday, March 01, 2020		
West	Technology	Phones	Sunday, March 01, 2020		
Central	Technology	Phones	Tuesday, March 03, 2020		
East	Technology	Phones	Tuesday, March 03, 2020	4.5954	9.99
South	Technology	Phones	Tuesday, March 03, 2020		
West	Technology	Phones	Tuesday, March 03, 2020		
Central	Technology	Phones	Wednesday, March 11, 2020		
East	Technology	Phones	Wednesday, March 11, 2020		
South	Technology	Phones	Wednesday, March 11, 2020	164.6316	587.97
West	Technology	Phones	Wednesday, March 11, 2020		
Central	Technology	Phones	Monday, March 16, 2020		
East	Technology	Phones	Monday, March 16, 2020		
South	Technology	Phones	Monday, March 16, 2020	29.495	471.92
West	Technology	Phones	Monday, March 16, 2020		
Central	Technology	Phones	Thursday, March 19, 2020		
East	Technology	Phones	Thursday, March 19, 2020		
South	Technology	Phones	Thursday, March 19, 2020	28.3479	323.976
West	Technology	Phones	Thursday, March 19, 2020		
Central	Technology	Phones	Saturday, March 21, 2020		
East	Technology	Phones	Saturday, March 21, 2020		
South	Technology	Phones	Saturday, March 21, 2020	909.9818	3499.93
West	Technology	Phones	Saturday, March 21, 2020		
Central	Technology	Phones	Monday, March 23, 2020		
East	Technology	Phones	Monday, March 23, 2020		
South	Technology	Phones	Monday, March 23, 2020		
West	Technology	Phones	Monday, March 23, 2020	37.797	604.752
Central	Technology	Phones	Thursday, March 26, 2020		
East	Technology	Phones	Thursday, March 26, 2020		
South	Technology	Phones	Thursday, March 26, 2020		
West	Technology	Phones	Thursday, March 26, 2020	2.8784	28.784
Central	Technology	Phones	Saturday, March 28, 2020		
East	Technology	Phones	Saturday, March 28, 2020		
South	Technology	Phones	Saturday, March 28, 2020		
West	Technology	Phones	Saturday, March 28, 2020	22.6782	302.376
Central	Technology	Phones	Monday, March 30, 2020	88.1804	251.944
East	Technology	Phones	Monday, March 30, 2020		
South	Technology	Phones	Monday, March 30, 2020		
West	Technology	Phones	Monday, March 30, 2020		
Central	Technology	Phones	Thursday, April 02, 2020		
East	Technology	Phones	Thursday, April 02, 2020		
South	Technology	Phones	Thursday, April 02, 2020	293.9804	1049.93
West	Technology	Phones	Thursday, April 02, 2020		
Central	Technology	Phones	Sunday, April 05, 2020		
East	Technology	Phones	Sunday, April 05, 2020		
South	Technology	Phones	Sunday, April 05, 2020	8.4071	28.99
West	Technology	Phones	Sunday, April 05, 2020		
Central	Technology	Phones	Tuesday, April 07, 2020		
East	Technology	Phones	Tuesday, April 07, 2020		
South	Technology	Phones	Tuesday, April 07, 2020	214.0295	830.92
West	Technology	Phones	Tuesday, April 07, 2020		
Central	Technology	Phones	Saturday, April 11, 2020	265.4232	758.352
East	Technology	Phones	Saturday, April 11, 2020		
South	Technology	Phones	Saturday, April 11, 2020		
West	Technology	Phones	Saturday, April 11, 2020	9.2386	105.584
Central	Technology	Phones	Sunday, April 12, 2020		
East	Technology	Phones	Sunday, April 12, 2020		
South	Technology	Phones	Sunday, April 12, 2020		
West	Technology	Phones	Sunday, April 12, 2020	132.4274	1513.456
Central	Technology	Phones	Monday, April 13, 2020		
East	Technology	Phones	Monday, April 13, 2020	8.3916	71.928
South	Technology	Phones	Monday, April 13, 2020		
West	Technology	Phones	Monday, April 13, 2020		
Central	Technology	Phones	Saturday, April 25, 2020		
East	Technology	Phones	Saturday, April 25, 2020		
South	Technology	Phones	Saturday, April 25, 2020	37.797	302.376
West	Technology	Phones	Saturday, April 25, 2020		
Central	Technology	Phones	Tuesday, April 28, 2020		
East	Technology	Phones	Tuesday, April 28, 2020		
South	Technology	Phones	Tuesday, April 28, 2020		
West	Technology	Phones	Tuesday, April 28, 2020	125.997	1679.96
Central	Technology	Phones	Wednesday, April 29, 2020		
East	Technology	Phones	Wednesday, April 29, 2020	5.1948	19.98
South	Technology	Phones	Wednesday, April 29, 2020		
West	Technology	Phones	Wednesday, April 29, 2020		
Central	Technology	Phones	Sunday, May 10, 2020		
East	Technology	Phones	Sunday, May 10, 2020		
South	Technology	Phones	Sunday, May 10, 2020		
West	Technology	Phones	Sunday, May 10, 2020	129.66	1475.6
Central	Technology	Phones	Monday, May 11, 2020	6.2995	100.792
East	Technology	Phones	Monday, May 11, 2020		
South	Technology	Phones	Monday, May 11, 2020		
West	Technology	Phones	Monday, May 11, 2020		
Central	Technology	Phones	Monday, May 18, 2020		
East	Technology	Phones	Monday, May 18, 2020	-168.9558	779.796
South	Technology	Phones	Monday, May 18, 2020		
West	Technology	Phones	Monday, May 18, 2020		
Central	Technology	Phones	Thursday, May 21, 2020		
East	Technology	Phones	Thursday, May 21, 2020		
South	Technology	Phones	Thursday, May 21, 2020	173.0316	617.97
West	Technology	Phones	Thursday, May 21, 2020		
Central	Technology	Phones	Friday, May 22, 2020		
East	Technology	Phones	Friday, May 22, 2020		
South	Technology	Phones	Friday, May 22, 2020	46.581	180.93
West	Technology	Phones	Friday, May 22, 2020		
Central	Technology	Phones	Saturday, May 23, 2020		
East	Technology	Phones	Saturday, May 23, 2020	-10.1178	55.188
South	Technology	Phones	Saturday, May 23, 2020		
West	Technology	Phones	Saturday, May 23, 2020		
Central	Technology	Phones	Tuesday, May 26, 2020		
East	Technology	Phones	Tuesday, May 26, 2020		
South	Technology	Phones	Tuesday, May 26, 2020		
West	Technology	Phones	Tuesday, May 26, 2020	51.6524	285.568
Central	Technology	Phones	Wednesday, May 27, 2020		
East	Technology	Phones	Wednesday, May 27, 2020		
South	Technology	Phones	Wednesday, May 27, 2020		
West	Technology	Phones	Wednesday, May 27, 2020	125.2692	1113.504
Central	Technology	Phones	Thursday, May 28, 2020		
East	Technology	Phones	Thursday, May 28, 2020		
South	Technology	Phones	Thursday, May 28, 2020		
West	Technology	Phones	Thursday, May 28, 2020	5.7408	57.408
Central	Technology	Phones	Saturday, May 30, 2020		
East	Technology	Phones	Saturday, May 30, 2020	134.56	464
South	Technology	Phones	Saturday, May 30, 2020		
West	Technology	Phones	Saturday, May 30, 2020		
Central	Technology	Phones	Sunday, May 31, 2020		
East	Technology	Phones	Sunday, May 31, 2020		
South	Technology	Phones	Sunday, May 31, 2020	230.9727	773.7
West	Technology	Phones	Sunday, May 31, 2020		
Central	Technology	Phones	Monday, June 01, 2020		
East	Technology	Phones	Monday, June 01, 2020		
South	Technology	Phones	Monday, June 01, 2020	229.3018	881.93
West	Technology	Phones	Monday, June 01, 2020		
Central	Technology	Phones	Tuesday, June 02, 2020		
East	Technology	Phones	Tuesday, June 02, 2020		
South	Technology	Phones	Tuesday, June 02, 2020	67.1916	239.97
West	Technology	Phones	Tuesday, June 02, 2020		
Central	Technology	Phones	Tuesday, June 09, 2020	0.5994	7.992
East	Technology	Phones	Tuesday, June 09, 2020		
South	Technology	Phones	Tuesday, June 09, 2020		
West	Technology	Phones	Tuesday, June 09, 2020	159.072	1818.576
Central	Technology	Phones	Thursday, June 18, 2020		
East	Technology	Phones	Thursday, June 18, 2020		
South	Technology	Phones	Thursday, June 18, 2020		
West	Technology	Phones	Thursday, June 18, 2020	12.2325	139.8
Central	Technology	Phones	Saturday, June 20, 2020	20.1584	201.584
East	Technology	Phones	Saturday, June 20, 2020		
South	Technology	Phones	Saturday, June 20, 2020		
West	Technology	Phones	Saturday, June 20, 2020		
Central	Technology	Phones	Sunday, June 21, 2020		
East	Technology	Phones	Sunday, June 21, 2020	870.1698	3155.75
South	Technology	Phones	Sunday, June 21, 2020	74.0532	284.82
West	Technology	Phones	Sunday, June 21, 2020		
Central	Technology	Phones	Monday, June 22, 2020		
East	Technology	Phones	Monday, June 22, 2020	-15.1767	82.782
South	Technology	Phones	Monday, June 22, 2020		
West	Technology	Phones	Monday, June 22, 2020		
Central	Technology	Phones	Thursday, June 25, 2020		
East	Technology	Phones	Thursday, June 25, 2020		
South	Technology	Phones	Thursday, June 25, 2020		
West	Technology	Phones	Thursday, June 25, 2020	19.797	263.96
Central	Technology	Phones	Wednesday, July 01, 2020		
East	Technology	Phones	Wednesday, July 01, 2020		
South	Technology	Phones	Wednesday, July 01, 2020	71.99	575.92
West	Technology	Phones	Wednesday, July 01, 2020		
Central	Technology	Phones	Thursday, July 02, 2020		
East	Technology	Phones	Thursday, July 02, 2020	19.9746	73.98
South	Technology	Phones	Thursday, July 02, 2020		
West	Technology	Phones	Thursday, July 02, 2020		
Central	Technology	Phones	Saturday, July 11, 2020	43.1976	575.968
East	Technology	Phones	Saturday, July 11, 2020	105.2178	362.82
South	Technology	Phones	Saturday, July 11, 2020		
West	Technology	Phones	Saturday, July 11, 2020		
Central	Technology	Phones	Sunday, July 12, 2020		
East	Technology	Phones	Sunday, July 12, 2020		
South	Technology	Phones	Sunday, July 12, 2020		
West	Technology	Phones	Sunday, July 12, 2020	28.7928	255.936
Central	Technology	Phones	Tuesday, July 14, 2020	3.8272	38.272
East	Technology	Phones	Tuesday, July 14, 2020	-16.242	37.482
South	Technology	Phones	Tuesday, July 14, 2020		
West	Technology	Phones	Tuesday, July 14, 2020		
