Superstore 2023.Region,Superstore 2023.Category,Superstore 2023.Sub-Category,Superstore 2023.Segment,Superstore 2023.State,Superstore 2023.ProfitM,Sum(Superstore 2023.Sales)
West,Office Supplies,Art,Corporate,South Carolina,,
Central,Office Supplies,Art,Corporate,New Jersey,,
East,Office Supplies,Art,Corporate,New Jersey,7.6075,29.27
South,Office Supplies,Art,Corporate,New Jersey,,
West,Office Supplies,Art,Corporate,New Jersey,,
Central,Office Supplies,Art,Corporate,Kansas,9.1674,27.78
East,Office Supplies,Art,Corporate,Kansas,,
South,Office Supplies,Art,Corporate,Kansas,,
West,Office Supplies,Art,Corporate,Kansas,,
Central,Office Supplies,Art,Corporate,Nevada,,
East,Office Supplies,Art,Corporate,Nevada,,
South,Office Supplies,Art,Corporate,Nevada,,
West,Office Supplies,Art,Corporate,Nevada,6.3336,21.7
Central,Office Supplies,Art,Corporate,Massachusetts,,
East,Office Supplies,Art,Corporate,Massachusetts,5.724,21.56
South,Office Supplies,Art,Corporate,Massachusetts,,
West,Office Supplies,Art,Corporate,Massachusetts,,
Central,Office Supplies,Art,Corporate,Nebraska,5.0596,19.46
East,Office Supplies,Art,Corporate,Nebraska,,
South,Office Supplies,Art,Corporate,Nebraska,,
West,Office Supplies,Art,Corporate,Nebraska,,
Central,Office Supplies,Art,Corporate,Connecticut,,
East,Office Supplies,Art,Corporate,Connecticut,4.86,14.4
South,Office Supplies,Art,Corporate,Connecticut,,
West,Office Supplies,Art,Corporate,Connecticut,,
Central,Office Supplies,Art,Corporate,Oklahoma,3.4692,12.39
East,Office Supplies,Art,Corporate,Oklahoma,,
South,Office Supplies,Art,Corporate,Oklahoma,,
West,Office Supplies,Art,Corporate,Oklahoma,,
Central,Office Supplies,Art,Corporate,Utah,,
East,Office Supplies,Art,Corporate,Utah,,
South,Office Supplies,Art,Corporate,Utah,,
West,Office Supplies,Art,Corporate,Utah,4.2048,11.68
Central,Office Supplies,Art,Corporate,Colorado,,
East,Office Supplies,Art,Corporate,Colorado,,
South,Office Supplies,Art,Corporate,Colorado,,
West,Office Supplies,Art,Corporate,Colorado,1.4938,10.256
Central,Office Supplies,Art,Corporate,Vermont,,
East,Office Supplies,Art,Corporate,Vermont,2.7336,8.04
South,Office Supplies,Art,Corporate,Vermont,,
West,Office Supplies,Art,Corporate,Vermont,,
Central,Office Supplies,Art,Corporate,Wisconsin,1.0336,3.04
East,Office Supplies,Art,Corporate,Wisconsin,,
South,Office Supplies,Art,Corporate,Wisconsin,,
West,Office Supplies,Art,Corporate,Wisconsin,,
Central,Office Supplies,Art,Home Office,California,,
East,Office Supplies,Art,Home Office,California,,
South,Office Supplies,Art,Home Office,California,,
West,Office Supplies,Art,Home Office,California,211.4333,706.79
Central,Office Supplies,Art,Home Office,New York,,
East,Office Supplies,Art,Home Office,New York,133.4445,426.36
South,Office Supplies,Art,Home Office,New York,,
West,Office Supplies,Art,Home Office,New York,,
Central,Office Supplies,Art,Home Office,Texas,80.9679,372.64
East,Office Supplies,Art,Home Office,Texas,,
South,Office Supplies,Art,Home Office,Texas,,
West,Office Supplies,Art,Home Office,Texas,,
Central,Office Supplies,Art,Home Office,New Jersey,,
East,Office Supplies,Art,Home Office,New Jersey,85.2194,293.86
South,Office Supplies,Art,Home Office,New Jersey,,
West,Office Supplies,Art,Home Office,New Jersey,,
Central,Office Supplies,Art,Home Office,Pennsylvania,,
East,Office Supplies,Art,Home Office,Pennsylvania,28.1737,291.2
South,Office Supplies,Art,Home Office,Pennsylvania,,
West,Office Supplies,Art,Home Office,Pennsylvania,,
Central,Office Supplies,Art,Home Office,Washington,,
East,Office Supplies,Art,Home Office,Washington,,
South,Office Supplies,Art,Home Office,Washington,,
West,Office Supplies,Art,Home Office,Washington,71.3505,250.7
Central,Office Supplies,Art,Home Office,New Hampshire,,
East,Office Supplies,Art,Home Office,New Hampshire,68.364,227.88
South,Office Supplies,Art,Home Office,New Hampshire,,
West,Office Supplies,Art,Home Office,New Hampshire,,
Central,Office Supplies,Art,Home Office,Georgia,,
East,Office Supplies,Art,Home Office,Georgia,,
South,Office Supplies,Art,Home Office,Georgia,64.3506,203.15
West,Office Supplies,Art,Home Office,Georgia,,
Central,Office Supplies,Art,Home Office,Illinois,28.0846,182.336
East,Office Supplies,Art,Home Office,Illinois,,
South,Office Supplies,Art,Home Office,Illinois,,
West,Office Supplies,Art,Home Office,Illinois,,
Central,Office Supplies,Art,Home Office,Tennessee,,
East,Office Supplies,Art,Home Office,Tennessee,,
South,Office Supplies,Art,Home Office,Tennessee,20.8098,180.344
West,Office Supplies,Art,Home Office,Tennessee,,
Central,Office Supplies,Art,Home Office,Kansas,35.0562,129.18
East,Office Supplies,Art,Home Office,Kansas,,
South,Office Supplies,Art,Home Office,Kansas,,
West,Office Supplies,Art,Home Office,Kansas,,
Central,Office Supplies,Art,Home Office,Florida,,
East,Office Supplies,Art,Home Office,Florida,,
South,Office Supplies,Art,Home Office,Florida,15.411,118.736
West,Office Supplies,Art,Home Office,Florida,,
Central,Office Supplies,Art,Home Office,Nevada,,
East,Office Supplies,Art,Home Office,Nevada,,
South,Office Supplies,Art,Home Office,Nevada,,
West,Office Supplies,Art,Home Office,Nevada,29.4372,113.22
Central,Office Supplies,Art,Home Office,Michigan,30.6796,112.82
East,Office Supplies,Art,Home Office,Michigan,,
South,Office Supplies,Art,Home Office,Michigan,,
West,Office Supplies,Art,Home Office,Michigan,,
Central,Office Supplies,Art,Home Office,Arizona,,
East,Office Supplies,Art,Home Office,Arizona,,
South,Office Supplies,Art,Home Office,Arizona,,
West,Office Supplies,Art,Home Office,Arizona,8.7454,105.32
Central,Office Supplies,Art,Home Office,Mississippi,,
East,Office Supplies,Art,Home Office,Mississippi,,
South,Office Supplies,Art,Home Office,Mississippi,27.9172,100.3
West,Office Supplies,Art,Home Office,Mississippi,,
Central,Office Supplies,Art,Home Office,Indiana,29.5392,90.72
East,Office Supplies,Art,Home Office,Indiana,,
South,Office Supplies,Art,Home Office,Indiana,,
West,Office Supplies,Art,Home Office,Indiana,,
Central,Office Supplies,Art,Home Office,Ohio,,
East,Office Supplies,Art,Home Office,Ohio,5.1785,48.424
South,Office Supplies,Art,Home Office,Ohio,,
West,Office Supplies,Art,Home Office,Ohio,,
Central,Office Supplies,Art,Home Office,Virginia,,
East,Office Supplies,Art,Home Office,Virginia,,
South,Office Supplies,Art,Home Office,Virginia,12.936,46.2
West,Office Supplies,Art,Home Office,Virginia,,
Central,Office Supplies,Art,Home Office,Minnesota,16.1258,43.69
East,Office Supplies,Art,Home Office,Minnesota,,
South,Office Supplies,Art,Home Office,Minnesota,,
West,Office Supplies,Art,Home Office,Minnesota,,
Central,Office Supplies,Art,Home Office,Oklahoma,13.9276,43
East,Office Supplies,Art,Home Office,Oklahoma,,
South,Office Supplies,Art,Home Office,Oklahoma,,
West,Office Supplies,Art,Home Office,Oklahoma,,
Central,Office Supplies,Art,Home Office,Wisconsin,10.3794,37.38
East,Office Supplies,Art,Home Office,Wisconsin,,
South,Office Supplies,Art,Home Office,Wisconsin,,
West,Office Supplies,Art,Home Office,Wisconsin,,
Central,Office Supplies,Art,Home Office,District of Columbia,,
East,Office Supplies,Art,Home Office,District of Columbia,13.2288,33.92
South,Office Supplies,Art,Home Office,District of Columbia,,
West,Office Supplies,Art,Home Office,District of Columbia,,
Central,Office Supplies,Art,Home Office,Oregon,,
East,Office Supplies,Art,Home Office,Oregon,,
South,Office Supplies,Art,Home Office,Oregon,,
West,Office Supplies,Art,Home Office,Oregon,3.6268,26.256
Central,Office Supplies,Art,Home Office,Massachusetts,,
East,Office Supplies,Art,Home Office,Massachusetts,4.9648,17.12
South,Office Supplies,Art,Home Office,Massachusetts,,
West,Office Supplies,Art,Home Office,Massachusetts,,
Central,Office Supplies,Art,Home Office,New Mexico,,
East,Office Supplies,Art,Home Office,New Mexico,,
South,Office Supplies,Art,Home Office,New Mexico,,
West,Office Supplies,Art,Home Office,New Mexico,5.6616,16.68
Central,Office Supplies,Art,Home Office,Colorado,,
East,Office Supplies,Art,Home Office,Colorado,,
South,Office Supplies,Art,Home Office,Colorado,,
West,Office Supplies,Art,Home Office,Colorado,2.3686,14.576
Central,Office Supplies,Art,Home Office,Connecticut,,
East,Office Supplies,Art,Home Office,Connecticut,2.8912,11.12
South,Office Supplies,Art,Home Office,Connecticut,,
West,Office Supplies,Art,Home Office,Connecticut,,
Central,Office Supplies,Art,Home Office,Delaware,,
East,Office Supplies,Art,Home Office,Delaware,2.5056,8.64
South,Office Supplies,Art,Home Office,Delaware,,
West,Office Supplies,Art,Home Office,Delaware,,
Central,Office Supplies,Art,Home Office,North Carolina,,
East,Office Supplies,Art,Home Office,North Carolina,,
South,Office Supplies,Art,Home Office,North Carolina,0.4644,6.192
West,Office Supplies,Art,Home Office,North Carolina,,
Central,Office Supplies,Art,Home Office,Kentucky,,
East,Office Supplies,Art,Home Office,Kentucky,,
South,Office Supplies,Art,Home Office,Kentucky,1.4796,5.48
West,Office Supplies,Art,Home Office,Kentucky,,
Central,Office Supplies,Art,Home Office,Arkansas,,
East,Office Supplies,Art,Home Office,Arkansas,,
South,Office Supplies,Art,Home Office,Arkansas,1.419,4.3
West,Office Supplies,Art,Home Office,Arkansas,,
Central,Office Supplies,Art,Home Office,Alabama,,
East,Office Supplies,Art,Home Office,Alabama,,
South,Office Supplies,Art,Home Office,Alabama,1.0904,3.76
West,Office Supplies,Art,Home Office,Alabama,,
Central,Office Supplies,Art,Home Office,North Dakota,0.868,2.48
East,Office Supplies,Art,Home Office,North Dakota,,
South,Office Supplies,Art,Home Office,North Dakota,,
West,Office Supplies,Art,Home Office,North Dakota,,
Central,Office Supplies,Art,Home Office,Maryland,,
East,Office Supplies,Art,Home Office,Maryland,0.738,1.64
South,Office Supplies,Art,Home Office,Maryland,,
West,Office Supplies,Art,Home Office,Maryland,,
Central,Office Supplies,Envelopes,Consumer,California,,
East,Office Supplies,Envelopes,Consumer,California,,
South,Office Supplies,Envelopes,Consumer,California,,
West,Office Supplies,Envelopes,Consumer,California,634.3269,1346.36
Central,Office Supplies,Envelopes,Consumer,Texas,377.5234,1116.008
East,Office Supplies,Envelopes,Consumer,Texas,,
South,Office Supplies,Envelopes,Consumer,Texas,,
West,Office Supplies,Envelopes,Consumer,Texas,,
Central,Office Supplies,Envelopes,Consumer,New York,,
East,Office Supplies,Envelopes,Consumer,New York,477.4886,1035.67
South,Office Supplies,Envelopes,Consumer,New York,,
West,Office Supplies,Envelopes,Consumer,New York,,
Central,Office Supplies,Envelopes,Consumer,Washington,,
East,Office Supplies,Envelopes,Consumer,Washington,,
South,Office Supplies,Envelopes,Consumer,Washington,,
West,Office Supplies,Envelopes,Consumer,Washington,215.4,450.76
Central,Office Supplies,Envelopes,Consumer,Oklahoma,188.2194,407.4
East,Office Supplies,Envelopes,Consumer,Oklahoma,,
South,Office Supplies,Envelopes,Consumer,Oklahoma,,
West,Office Supplies,Envelopes,Consumer,Oklahoma,,
Central,Office Supplies,Envelopes,Consumer,Illinois,129.308,374.192
East,Office Supplies,Envelopes,Consumer,Illinois,,
South,Office Supplies,Envelopes,Consumer,Illinois,,
West,Office Supplies,Envelopes,Consumer,Illinois,,
Central,Office Supplies,Envelopes,Consumer,Virginia,,
East,Office Supplies,Envelopes,Consumer,Virginia,,
South,Office Supplies,Envelopes,Consumer,Virginia,162.0265,357.69
West,Office Supplies,Envelopes,Consumer,Virginia,,
Central,Office Supplies,Envelopes,Consumer,Ohio,,
East,Office Supplies,Envelopes,Consumer,Ohio,118.9568,346.512
South,Office Supplies,Envelopes,Consumer,Ohio,,
West,Office Supplies,Envelopes,Consumer,Ohio,,
Central,Office Supplies,Envelopes,Consumer,Pennsylvania,,
East,Office Supplies,Envelopes,Consumer,Pennsylvania,116.9717,342.08
South,Office Supplies,Envelopes,Consumer,Pennsylvania,,
West,Office Supplies,Envelopes,Consumer,Pennsylvania,,
Central,Office Supplies,Envelopes,Consumer,Maryland,,
East,Office Supplies,Envelopes,Consumer,Maryland,89.955,199.9
South,Office Supplies,Envelopes,Consumer,Maryland,,
West,Office Supplies,Envelopes,Consumer,Maryland,,
Central,Office Supplies,Envelopes,Consumer,Florida,,
East,Office Supplies,Envelopes,Consumer,Florida,,
South,Office Supplies,Envelopes,Consumer,Florida,68.6593,199.416
West,Office Supplies,Envelopes,Consumer,Florida,,
Central,Office Supplies,Envelopes,Consumer,Michigan,89.6476,198.44
East,Office Supplies,Envelopes,Consumer,Michigan,,
South,Office Supplies,Envelopes,Consumer,Michigan,,
West,Office Supplies,Envelopes,Consumer,Michigan,,
Central,Office Supplies,Envelopes,Consumer,Arizona,,
East,Office Supplies,Envelopes,Consumer,Arizona,,
South,Office Supplies,Envelopes,Consumer,Arizona,,
West,Office Supplies,Envelopes,Consumer,Arizona,66.666,191.112
Central,Office Supplies,Envelopes,Consumer,Indiana,84.145,176.83
East,Office Supplies,Envelopes,Consumer,Indiana,,
South,Office Supplies,Envelopes,Consumer,Indiana,,
West,Office Supplies,Envelopes,Consumer,Indiana,,
Central,Office Supplies,Envelopes,Consumer,North Carolina,,
East,Office Supplies,Envelopes,Consumer,North Carolina,,
South,Office Supplies,Envelopes,Consumer,North Carolina,50.4516,152.704
West,Office Supplies,Envelopes,Consumer,North Carolina,,
Central,Office Supplies,Envelopes,Consumer,Delaware,,
East,Office Supplies,Envelopes,Consumer,Delaware,59.5422,131.58
South,Office Supplies,Envelopes,Consumer,Delaware,,
West,Office Supplies,Envelopes,Consumer,Delaware,,
Central,Office Supplies,Envelopes,Consumer,Arkansas,,
East,Office Supplies,Envelopes,Consumer,Arkansas,,
South,Office Supplies,Envelopes,Consumer,Arkansas,62.6256,128.76
West,Office Supplies,Envelopes,Consumer,Arkansas,,
Central,Office Supplies,Envelopes,Consumer,South Carolina,,
East,Office Supplies,Envelopes,Consumer,South Carolina,,
South,Office Supplies,Envelopes,Consumer,South Carolina,57.3212,121.96
West,Office Supplies,Envelopes,Consumer,South Carolina,,
Central,Office Supplies,Envelopes,Consumer,Georgia,,
East,Office Supplies,Envelopes,Consumer,Georgia,,
South,Office Supplies,Envelopes,Consumer,Georgia,51.1132,107.72
West,Office Supplies,Envelopes,Consumer,Georgia,,
Central,Office Supplies,Envelopes,Consumer,Missouri,33.4546,71.18
East,Office Supplies,Envelopes,Consumer,Missouri,,
South,Office Supplies,Envelopes,Consumer,Missouri,,
West,Office Supplies,Envelopes,Consumer,Missouri,,
Central,Office Supplies,Envelopes,Consumer,Tennessee,,
East,Office Supplies,Envelopes,Consumer,Tennessee,,
South,Office Supplies,Envelopes,Consumer,Tennessee,19.0722,56.568
West,Office Supplies,Envelopes,Consumer,Tennessee,,
Central,Office Supplies,Envelopes,Consumer,Colorado,,
East,Office Supplies,Envelopes,Consumer,Colorado,,
South,Office Supplies,Envelopes,Consumer,Colorado,,
West,Office Supplies,Envelopes,Consumer,Colorado,18.6729,52.464
Central,Office Supplies,Envelopes,Consumer,Oregon,,
East,Office Supplies,Envelopes,Consumer,Oregon,,
South,Office Supplies,Envelopes,Consumer,Oregon,,
West,Office Supplies,Envelopes,Consumer,Oregon,18.0268,49.52
Central,Office Supplies,Envelopes,Consumer,Mississippi,,
East,Office Supplies,Envelopes,Consumer,Mississippi,,
South,Office Supplies,Envelopes,Consumer,Mississippi,23.8581,48.69
West,Office Supplies,Envelopes,Consumer,Mississippi,,
Central,Office Supplies,Envelopes,Consumer,New Mexico,,
East,Office Supplies,Envelopes,Consumer,New Mexico,,
South,Office Supplies,Envelopes,Consumer,New Mexico,,
West,Office Supplies,Envelopes,Consumer,New Mexico,13.348,28.4
Central,Office Supplies,Envelopes,Consumer,New Jersey,,
East,Office Supplies,Envelopes,Consumer,New Jersey,12.9024,26.88
South,Office Supplies,Envelopes,Consumer,New Jersey,,
West,Office Supplies,Envelopes,Consumer,New Jersey,,
Central,Office Supplies,Envelopes,Consumer,Minnesota,7.4872,15.28
East,Office Supplies,Envelopes,Consumer,Minnesota,,
South,Office Supplies,Envelopes,Consumer,Minnesota,,
West,Office Supplies,Envelopes,Consumer,Minnesota,,
Central,Office Supplies,Envelopes,Consumer,Connecticut,,
East,Office Supplies,Envelopes,Consumer,Connecticut,5.1042,10.86
South,Office Supplies,Envelopes,Consumer,Connecticut,,
West,Office Supplies,Envelopes,Consumer,Connecticut,,
Central,Office Supplies,Envelopes,Consumer,Kentucky,,
East,Office Supplies,Envelopes,Consumer,Kentucky,,
South,Office Supplies,Envelopes,Consumer,Kentucky,4.9082,10.67
West,Office Supplies,Envelopes,Consumer,Kentucky,,
Central,Office Supplies,Envelopes,Consumer,Alabama,,
East,Office Supplies,Envelopes,Consumer,Alabama,,
South,Office Supplies,Envelopes,Consumer,Alabama,3.3948,7.38
West,Office Supplies,Envelopes,Consumer,Alabama,,
Central,Office Supplies,Envelopes,Consumer,Iowa,2.8764,6.12
East,Office Supplies,Envelopes,Consumer,Iowa,,
South,Office Supplies,Envelopes,Consumer,Iowa,,
West,Office Supplies,Envelopes,Consumer,Iowa,,
Central,Office Supplies,Envelopes,Consumer,Vermont,,
East,Office Supplies,Envelopes,Consumer,Vermont,0.9588,2.04
South,Office Supplies,Envelopes,Consumer,Vermont,,
West,Office Supplies,Envelopes,Consumer,Vermont,,
Central,Office Supplies,Envelopes,Corporate,California,,
East,Office Supplies,Envelopes,Corporate,California,,
South,Office Supplies,Envelopes,Corporate,California,,
West,Office Supplies,Envelopes,Corporate,California,742.4268,1573.08
Central,Office Supplies,Envelopes,Corporate,New York,,
East,Office Supplies,Envelopes,Corporate,New York,310.9539,648.92
