Orders.Category	Orders.Country	Orders.Order Date.Variation.Date Hierarchy.Year	Orders.Order Date.Variation.Date Hierarchy.Month	Orders.Order Date.Variation.Date Hierarchy.Day	Sum(Orders.Profit)
Furniture	United States	2017	October	21	158.6422
Office Supplies	United States	2017	October	21	-18.0101
Technology	United States	2017	October	21	304.127
Furniture	United States	2017	October	22	-94.6942
Office Supplies	United States	2017	October	22	72.6501
Technology	United States	2017	October	22	4561.8707
Furniture	United States	2017	October	23	-47.0592
Office Supplies	United States	2017	October	23	-38.0784
Technology	United States	2017	October	23	167.4589
Furniture	United States	2017	October	24	-81.3065
Office Supplies	United States	2017	October	24	5.256
Technology	United States	2017	October	24	
Furniture	United States	2017	October	26	60.6645
Office Supplies	United States	2017	October	26	33.8255
Technology	United States	2017	October	26	13.2375
Furniture	United States	2017	October	27	16.0278
Office Supplies	United States	2017	October	27	43.8579
Technology	United States	2017	October	27	43.9768
Furniture	United States	2017	October	28	15.5904
Office Supplies	United States	2017	October	28	26.4873
Technology	United States	2017	October	28	-5.972
Furniture	United States	2017	October	29	
Office Supplies	United States	2017	October	29	22.5408
Technology	United States	2017	October	29	
Furniture	United States	2017	October	30	-54.8553
Office Supplies	United States	2017	October	30	612.4426
Technology	United States	2017	October	30	-38.596
Furniture	United States	2017	October	31	
Office Supplies	United States	2017	October	31	3.8118
Technology	United States	2017	October	31	38.1576
Furniture	United States	2017	November	1	239.9058
Office Supplies	United States	2017	November	1	118.9911
Technology	United States	2017	November	1	
Furniture	United States	2017	November	2	268.4332
Office Supplies	United States	2017	November	2	329.4011
Technology	United States	2017	November	2	331.3193
Furniture	United States	2017	November	3	102.6417
Office Supplies	United States	2017	November	3	134.1864
Technology	United States	2017	November	3	438.3727
Furniture	United States	2017	November	4	-192.0468
Office Supplies	United States	2017	November	4	-51.2258
Technology	United States	2017	November	4	-3743.9696
Furniture	United States	2017	November	5	-3.8668
Office Supplies	United States	2017	November	5	243.5248
Technology	United States	2017	November	5	285.7622
Furniture	United States	2017	November	6	252.1122
Office Supplies	United States	2017	November	6	277.1426
Technology	United States	2017	November	6	33.705
Furniture	United States	2017	November	7	-96.4656
Office Supplies	United States	2017	November	7	60.0174
Technology	United States	2017	November	7	156.0898
Furniture	United States	2017	November	8	112.422
Office Supplies	United States	2017	November	8	32.97
Technology	United States	2017	November	8	
Furniture	United States	2017	November	9	110.9149
Office Supplies	United States	2017	November	9	639.0932
Technology	United States	2017	November	9	469.0354
Furniture	United States	2017	November	10	-609.7732
Office Supplies	United States	2017	November	10	414.9597
Technology	United States	2017	November	10	83.6833
Furniture	United States	2017	November	11	26.3223
Office Supplies	United States	2017	November	11	244.6109
Technology	United States	2017	November	11	12.3144
Furniture	United States	2017	November	12	-13.4204
Office Supplies	United States	2017	November	12	4.1481
Technology	United States	2017	November	12	-28.5627
Furniture	United States	2017	November	13	154.0194
Office Supplies	United States	2017	November	13	73.4884
Technology	United States	2017	November	13	-625.9326
Furniture	United States	2017	November	14	28.1372
Office Supplies	United States	2017	November	14	14.2166
Technology	United States	2017	November	14	-11.3002
Furniture	United States	2017	November	15	55.016
Office Supplies	United States	2017	November	15	
Technology	United States	2017	November	15	
Furniture	United States	2017	November	16	57.4386
Office Supplies	United States	2017	November	16	151.417
Technology	United States	2017	November	16	330.1537
Furniture	United States	2017	November	17	62.5228
Office Supplies	United States	2017	November	17	516.6703
Technology	United States	2017	November	17	5316.205
Furniture	United States	2017	November	18	-14.4426
Office Supplies	United States	2017	November	18	177.192
Technology	United States	2017	November	18	91.0587
Furniture	United States	2017	November	19	-134.172
Office Supplies	United States	2017	November	19	-1527.2565
Technology	United States	2017	November	19	2.3976
Furniture	United States	2017	November	20	-27.9354
Office Supplies	United States	2017	November	20	83.2465
Technology	United States	2017	November	20	499.9257
Furniture	United States	2017	November	21	31.8264
Office Supplies	United States	2017	November	21	128.4206
Technology	United States	2017	November	21	141.0828
Furniture	United States	2017	November	22	
Office Supplies	United States	2017	November	22	2.232
Technology	United States	2017	November	22	
Furniture	United States	2017	November	23	-16.7831
Office Supplies	United States	2017	November	23	174.2946
Technology	United States	2017	November	23	55.9758
Furniture	United States	2017	November	24	164.9872
Office Supplies	United States	2017	November	24	659.1904
Technology	United States	2017	November	24	111.7482
Furniture	United States	2017	November	25	33.0256
Office Supplies	United States	2017	November	25	-132.5849
Technology	United States	2017	November	25	40.9915
Furniture	United States	2017	November	26	395.544
Office Supplies	United States	2017	November	26	31.1465
Technology	United States	2017	November	26	824.6669
Furniture	United States	2017	November	27	25.2742
Office Supplies	United States	2017	November	27	496.3487
Technology	United States	2017	November	27	121.6291
Furniture	United States	2017	November	28	-276.6498
Office Supplies	United States	2017	November	28	110.5975
Technology	United States	2017	November	28	494.9725
Furniture	United States	2017	November	29	67.831
Office Supplies	United States	2017	November	29	
Technology	United States	2017	November	29	
Furniture	United States	2017	November	30	-396.7551
Office Supplies	United States	2017	November	30	202.6637
Technology	United States	2017	November	30	243.6126
Furniture	United States	2017	December	1	399.474
Office Supplies	United States	2017	December	1	150.0529
Technology	United States	2017	December	1	169.3651
Furniture	United States	2017	December	2	-87.3116
Office Supplies	United States	2017	December	2	-905.6281
Technology	United States	2017	December	2	985.5987
Furniture	United States	2017	December	3	89.4736
Office Supplies	United States	2017	December	3	122.4564
Technology	United States	2017	December	3	68.8107
Furniture	United States	2017	December	4	61.8547
Office Supplies	United States	2017	December	4	43.5636
Technology	United States	2017	December	4	-127.4064
Furniture	United States	2017	December	5	75.153
Office Supplies	United States	2017	December	5	271.0753
Technology	United States	2017	December	5	101.3952
Furniture	United States	2017	December	6	
Office Supplies	United States	2017	December	6	2.8836
Technology	United States	2017	December	6	
Furniture	United States	2017	December	7	25.5378
Office Supplies	United States	2017	December	7	-2807.9989
Technology	United States	2017	December	7	95.7938
Furniture	United States	2017	December	8	-67.6579
Office Supplies	United States	2017	December	8	738.4188
Technology	United States	2017	December	8	483.8436
Furniture	United States	2017	December	9	259.2456
Office Supplies	United States	2017	December	9	463.1479
Technology	United States	2017	December	9	764.7483
Furniture	United States	2017	December	10	165.5856
Office Supplies	United States	2017	December	10	248.195
Technology	United States	2017	December	10	301.789
Furniture	United States	2017	December	11	-522.1774
Office Supplies	United States	2017	December	11	386.3552
Technology	United States	2017	December	11	53.4133
Furniture	United States	2017	December	13	61.4802
Office Supplies	United States	2017	December	13	37.7352
Technology	United States	2017	December	13	
Furniture	United States	2017	December	14	-460.1958
Office Supplies	United States	2017	December	14	85.2951
Technology	United States	2017	December	14	590.1507
Furniture	United States	2017	December	15	9.7911
Office Supplies	United States	2017	December	15	28.0453
Technology	United States	2017	December	15	14.7582
Furniture	United States	2017	December	16	22.8344
Office Supplies	United States	2017	December	16	71.3093
Technology	United States	2017	December	16	77.0775
Furniture	United States	2017	December	17	108.1432
Office Supplies	United States	2017	December	17	194.9473
Technology	United States	2017	December	17	
Furniture	United States	2017	December	18	158.4025
Office Supplies	United States	2017	December	18	613.967
Technology	United States	2017	December	18	68.4462
Furniture	United States	2017	December	19	-179.6244
Office Supplies	United States	2017	December	19	27.1648
Technology	United States	2017	December	19	
Furniture	United States	2017	December	20	
Office Supplies	United States	2017	December	20	176.9115
Technology	United States	2017	December	20	
Furniture	United States	2017	December	21	7.0048
Office Supplies	United States	2017	December	21	457.1151
Technology	United States	2017	December	21	106.6416
Furniture	United States	2017	December	22	281.6554
Office Supplies	United States	2017	December	22	329.5888
Technology	United States	2017	December	22	345.8785
Furniture	United States	2017	December	23	67.1799
Office Supplies	United States	2017	December	23	68.4269
Technology	United States	2017	December	23	148.491
Furniture	United States	2017	December	24	222.9092
Office Supplies	United States	2017	December	24	97.3623
Technology	United States	2017	December	24	1247.9682
Furniture	United States	2017	December	25	-7.0763
Office Supplies	United States	2017	December	25	294.5592
Technology	United States	2017	December	25	71.7174
Furniture	United States	2017	December	26	
Office Supplies	United States	2017	December	26	61.1202
Technology	United States	2017	December	26	
Furniture	United States	2017	December	27	
Office Supplies	United States	2017	December	27	3.6432
Technology	United States	2017	December	27	-35.6174
Furniture	United States	2017	December	28	-49.668
Office Supplies	United States	2017	December	28	298.7773
Technology	United States	2017	December	28	4.0095
Furniture	United States	2017	December	29	492.6236
Office Supplies	United States	2017	December	29	129.132
Technology	United States	2017	December	29	22.6782
Furniture	United States	2017	December	30	12.1176
Office Supplies	United States	2017	December	30	86.691
Technology	United States	2017	December	30	2.7279
