Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Segment,Orders.State,Orders.Country,Orders.City,Sum(Orders.Quantity),Sum(Orders.Sales)
2017,Home Office,New Jersey,United States,Westfield,3,46.26
2014,Home Office,New Mexico,United States,Albuquerque,3,302.376
2015,Home Office,New Mexico,United States,Albuquerque,,
2016,Home Office,New Mexico,United States,Albuquerque,,
2017,Home Office,New Mexico,United States,Albuquerque,34,780.086
2014,Home Office,New Mexico,United States,Carlsbad,,
2015,Home Office,New Mexico,United States,Carlsbad,,
2016,Home Office,New Mexico,United States,Carlsbad,,
2017,Home Office,New Mexico,United States,Carlsbad,9,228.28
2014,Home Office,New Mexico,United States,Las Cruces,,
2015,Home Office,New Mexico,United States,Las Cruces,2,8.28
2016,Home Office,New Mexico,United States,Las Cruces,,
2017,Home Office,New Mexico,United States,Las Cruces,,
2014,Home Office,New Mexico,United States,Santa Fe,,
2015,Home Office,New Mexico,United States,Santa Fe,5,8.4
2016,Home Office,New Mexico,United States,Santa Fe,,
2017,Home Office,New Mexico,United States,Santa Fe,,
2014,Home Office,New York,United States,Long Beach,,
2015,Home Office,New York,United States,Long Beach,6,7.5600000000000005
2016,Home Office,New York,United States,Long Beach,,
2017,Home Office,New York,United States,Long Beach,,
2014,Home Office,New York,United States,New Rochelle,12,347.55999999999995
2015,Home Office,New York,United States,New Rochelle,,
2016,Home Office,New York,United States,New Rochelle,,
2017,Home Office,New York,United States,New Rochelle,,
2014,Home Office,New York,United States,New York City,103,8236.245999999997
2015,Home Office,New York,United States,New York City,133,10586.638000000003
2016,Home Office,New York,United States,New York City,95,9541.124000000002
2017,Home Office,New York,United States,New York City,227,27751.081
2014,Home Office,New York,United States,Niagara Falls,,
2015,Home Office,New York,United States,Niagara Falls,,
2016,Home Office,New York,United States,Niagara Falls,9,34.992000000000004
2017,Home Office,New York,United States,Niagara Falls,,
2014,Home Office,New York,United States,Rochester,,
2015,Home Office,New York,United States,Rochester,7,156.70999999999998
2016,Home Office,New York,United States,Rochester,,
2017,Home Office,New York,United States,Rochester,4,33.376
2014,Home Office,New York,United States,Rome,,
2015,Home Office,New York,United States,Rome,,
2016,Home Office,New York,United States,Rome,,
2017,Home Office,New York,United States,Rome,11,408.96000000000004
2014,Home Office,New York,United States,Troy,,
2015,Home Office,New York,United States,Troy,,
2016,Home Office,New York,United States,Troy,7,203.63000000000002
2017,Home Office,New York,United States,Troy,,
2014,Home Office,New York,United States,Watertown,,
2015,Home Office,New York,United States,Watertown,,
2016,Home Office,New York,United States,Watertown,,
2017,Home Office,New York,United States,Watertown,3,191.64600000000002
2014,Home Office,New York,United States,Yonkers,,
2015,Home Office,New York,United States,Yonkers,,
2016,Home Office,New York,United States,Yonkers,,
2017,Home Office,New York,United States,Yonkers,8,216.4
2014,Home Office,North Carolina,United States,Burlington,,
2015,Home Office,North Carolina,United States,Burlington,,
2016,Home Office,North Carolina,United States,Burlington,,
2017,Home Office,North Carolina,United States,Burlington,4,1633.1880000000003
2014,Home Office,North Carolina,United States,Charlotte,,
2015,Home Office,North Carolina,United States,Charlotte,,
2016,Home Office,North Carolina,United States,Charlotte,14,823.6100000000001
2017,Home Office,North Carolina,United States,Charlotte,33,1447.1619999999998
2014,Home Office,North Carolina,United States,Durham,5,67.75999999999999
2015,Home Office,North Carolina,United States,Durham,,
2016,Home Office,North Carolina,United States,Durham,,
2017,Home Office,North Carolina,United States,Durham,,
2014,Home Office,North Carolina,United States,Fayetteville,5,22.320000000000004
2015,Home Office,North Carolina,United States,Fayetteville,,
2016,Home Office,North Carolina,United States,Fayetteville,,
2017,Home Office,North Carolina,United States,Fayetteville,,
2014,Home Office,North Carolina,United States,Greenville,,
2015,Home Office,North Carolina,United States,Greenville,,
2016,Home Office,North Carolina,United States,Greenville,6,37.264
2017,Home Office,North Carolina,United States,Greenville,,
2014,Home Office,North Carolina,United States,Jacksonville,,
2015,Home Office,North Carolina,United States,Jacksonville,14,352.168
2016,Home Office,North Carolina,United States,Jacksonville,,
2017,Home Office,North Carolina,United States,Jacksonville,,
2014,Home Office,North Carolina,United States,Monroe,,
2015,Home Office,North Carolina,United States,Monroe,,
2016,Home Office,North Carolina,United States,Monroe,,
2017,Home Office,North Carolina,United States,Monroe,2,7.968000000000001
2014,Home Office,North Carolina,United States,Raleigh,2,471.92
2015,Home Office,North Carolina,United States,Raleigh,,
2016,Home Office,North Carolina,United States,Raleigh,12,1183.392
2017,Home Office,North Carolina,United States,Raleigh,,
2014,Home Office,North Carolina,United States,Wilson,,
2015,Home Office,North Carolina,United States,Wilson,5,7.380000000000001
2016,Home Office,North Carolina,United States,Wilson,,
2017,Home Office,North Carolina,United States,Wilson,,
2014,Home Office,North Dakota,United States,Fargo,,
2015,Home Office,North Dakota,United States,Fargo,,
2016,Home Office,North Dakota,United States,Fargo,,
2017,Home Office,North Dakota,United States,Fargo,6,28.38
2014,Home Office,Ohio,United States,Akron,3,5.742000000000001
2015,Home Office,Ohio,United States,Akron,,
2016,Home Office,Ohio,United States,Akron,6,17.184
2017,Home Office,Ohio,United States,Akron,,
2014,Home Office,Ohio,United States,Cleveland,,
2015,Home Office,Ohio,United States,Cleveland,7,105.792
2016,Home Office,Ohio,United States,Cleveland,15,346.264
2017,Home Office,Ohio,United States,Cleveland,28,1446.4400000000003
2014,Home Office,Ohio,United States,Columbus,18,608.7919999999999
2015,Home Office,Ohio,United States,Columbus,,
2016,Home Office,Ohio,United States,Columbus,51,1083.655
2017,Home Office,Ohio,United States,Columbus,2,3.132
2014,Home Office,Ohio,United States,Lakewood,10,32.712
2015,Home Office,Ohio,United States,Lakewood,9,43.056000000000004
2016,Home Office,Ohio,United States,Lakewood,,
2017,Home Office,Ohio,United States,Lakewood,19,694.0640000000001
2014,Home Office,Ohio,United States,Lancaster,27,144.24
2015,Home Office,Ohio,United States,Lancaster,,
2016,Home Office,Ohio,United States,Lancaster,14,52.153
2017,Home Office,Ohio,United States,Lancaster,15,1448.6979999999999
2014,Home Office,Ohio,United States,Lorain,,
2015,Home Office,Ohio,United States,Lorain,,
2016,Home Office,Ohio,United States,Lorain,11,111.49600000000001
2017,Home Office,Ohio,United States,Lorain,3,30.409999999999997
2014,Home Office,Ohio,United States,Marion,,
2015,Home Office,Ohio,United States,Marion,,
2016,Home Office,Ohio,United States,Marion,,
2017,Home Office,Ohio,United States,Marion,2,7.712000000000001
2014,Home Office,Ohio,United States,Newark,4,93.888
2015,Home Office,Ohio,United States,Newark,,
2016,Home Office,Ohio,United States,Newark,,
2017,Home Office,Ohio,United States,Newark,,
2014,Home Office,Ohio,United States,Parma,,
2015,Home Office,Ohio,United States,Parma,,
2016,Home Office,Ohio,United States,Parma,2,63.967999999999996
2017,Home Office,Ohio,United States,Parma,,
2014,Home Office,Ohio,United States,Springfield,1,330.588
2015,Home Office,Ohio,United States,Springfield,1,3.4240000000000004
2016,Home Office,Ohio,United States,Springfield,50,994.0420000000001
2017,Home Office,Ohio,United States,Springfield,7,176.012
2014,Home Office,Ohio,United States,Toledo,,
2015,Home Office,Ohio,United States,Toledo,,
2016,Home Office,Ohio,United States,Toledo,8,59.948000000000015
2017,Home Office,Ohio,United States,Toledo,4,663.936
2014,Home Office,Ohio,United States,Troy,,
2015,Home Office,Ohio,United States,Troy,3,14.832000000000003
2016,Home Office,Ohio,United States,Troy,7,129.97600000000003
2017,Home Office,Ohio,United States,Troy,18,1448.853
2014,Home Office,Oklahoma,United States,Broken Arrow,,
2015,Home Office,Oklahoma,United States,Broken Arrow,6,821.94
2016,Home Office,Oklahoma,United States,Broken Arrow,,
2017,Home Office,Oklahoma,United States,Broken Arrow,,
2014,Home Office,Oklahoma,United States,Muskogee,,
2015,Home Office,Oklahoma,United States,Muskogee,,
2016,Home Office,Oklahoma,United States,Muskogee,,
2017,Home Office,Oklahoma,United States,Muskogee,14,1721.7
2014,Home Office,Oklahoma,United States,Oklahoma City,,
2015,Home Office,Oklahoma,United States,Oklahoma City,,
2016,Home Office,Oklahoma,United States,Oklahoma City,27,2176.19
2017,Home Office,Oklahoma,United States,Oklahoma City,,
2014,Home Office,Oklahoma,United States,Tulsa,11,643.78
2015,Home Office,Oklahoma,United States,Tulsa,,
2016,Home Office,Oklahoma,United States,Tulsa,14,151.82
2017,Home Office,Oklahoma,United States,Tulsa,4,36.44
2014,Home Office,Oregon,United States,Portland,,
2015,Home Office,Oregon,United States,Portland,,
2016,Home Office,Oregon,United States,Portland,5,403.92
2017,Home Office,Oregon,United States,Portland,1,5.682000000000001
2014,Home Office,Oregon,United States,Salem,,
2015,Home Office,Oregon,United States,Salem,,
2016,Home Office,Oregon,United States,Salem,25,610.418
2017,Home Office,Oregon,United States,Salem,3,8.432
2014,Home Office,Oregon,United States,Springfield,,
2015,Home Office,Oregon,United States,Springfield,,
2016,Home Office,Oregon,United States,Springfield,5,651.3629999999999
2017,Home Office,Oregon,United States,Springfield,11,87.688
2014,Home Office,Oregon,United States,Tigard,,
2015,Home Office,Oregon,United States,Tigard,,
2016,Home Office,Oregon,United States,Tigard,,
2017,Home Office,Oregon,United States,Tigard,4,205.74400000000003
2014,Home Office,Pennsylvania,United States,Allentown,,
2015,Home Office,Pennsylvania,United States,Allentown,16,837.444
2016,Home Office,Pennsylvania,United States,Allentown,,
2017,Home Office,Pennsylvania,United States,Allentown,,
2014,Home Office,Pennsylvania,United States,Philadelphia,30,461.38399999999996
2015,Home Office,Pennsylvania,United States,Philadelphia,100,3538.352
2016,Home Office,Pennsylvania,United States,Philadelphia,141,7049.5650000000005
2017,Home Office,Pennsylvania,United States,Philadelphia,86,5933.597000000001
2014,Home Office,Rhode Island,United States,Providence,19,2846.22
2015,Home Office,Rhode Island,United States,Providence,8,448.21000000000004
2016,Home Office,Rhode Island,United States,Providence,48,10876.300000000001
2017,Home Office,Rhode Island,United States,Providence,,
2014,Home Office,South Carolina,United States,Columbia,,
2015,Home Office,South Carolina,United States,Columbia,,
2016,Home Office,South Carolina,United States,Columbia,4,25.92
2017,Home Office,South Carolina,United States,Columbia,,
2014,Home Office,Tennessee,United States,Bristol,,
2015,Home Office,Tennessee,United States,Bristol,,
2016,Home Office,Tennessee,United States,Bristol,3,67.56
2017,Home Office,Tennessee,United States,Bristol,,
2014,Home Office,Tennessee,United States,Chattanooga,,
2015,Home Office,Tennessee,United States,Chattanooga,,
2016,Home Office,Tennessee,United States,Chattanooga,1,91.475
2017,Home Office,Tennessee,United States,Chattanooga,,
2014,Home Office,Tennessee,United States,Clarksville,,
2015,Home Office,Tennessee,United States,Clarksville,,
2016,Home Office,Tennessee,United States,Clarksville,,
2017,Home Office,Tennessee,United States,Clarksville,10,513.4960000000001
2014,Home Office,Tennessee,United States,Columbia,2,18.240000000000002
2015,Home Office,Tennessee,United States,Columbia,,
2016,Home Office,Tennessee,United States,Columbia,,
2017,Home Office,Tennessee,United States,Columbia,2,9.664000000000001
2014,Home Office,Tennessee,United States,Hendersonville,,
2015,Home Office,Tennessee,United States,Hendersonville,,
2016,Home Office,Tennessee,United States,Hendersonville,8,16.218000000000004
2017,Home Office,Tennessee,United States,Hendersonville,,
2014,Home Office,Tennessee,United States,Knoxville,,
2015,Home Office,Tennessee,United States,Knoxville,,
2016,Home Office,Tennessee,United States,Knoxville,,
2017,Home Office,Tennessee,United States,Knoxville,25,2442.28
2014,Home Office,Tennessee,United States,Lebanon,,
2015,Home Office,Tennessee,United States,Lebanon,,
2016,Home Office,Tennessee,United States,Lebanon,3,239.976
2017,Home Office,Tennessee,United States,Lebanon,,
2014,Home Office,Texas,United States,Brownsville,19,714.966
2015,Home Office,Texas,United States,Brownsville,,
2016,Home Office,Texas,United States,Brownsville,,
2017,Home Office,Texas,United States,Brownsville,,
2014,Home Office,Texas,United States,Bryan,,
2015,Home Office,Texas,United States,Bryan,,
2016,Home Office,Texas,United States,Bryan,,
2017,Home Office,Texas,United States,Bryan,15,65.84
2014,Home Office,Texas,United States,Corpus Christi,,
2015,Home Office,Texas,United States,Corpus Christi,,
2016,Home Office,Texas,United States,Corpus Christi,,
2017,Home Office,Texas,United States,Corpus Christi,3,74.352
2014,Home Office,Texas,United States,Dallas,10,1340.976
