GL Balances.Period Date.Variation.Date Hierarchy.Month,GL Balances.Period Date.Variation.Date Hierarchy.Quarter,GL Balances.Period Date.Variation.Date Hierarchy.Year,Sum(GL Balances.Report Amount)
December,Qtr 4,2024,2694151.49
January,Qtr 1,2020,5
February,Qtr 1,2020,7
March,Qtr 1,2020,5
April,Qtr 2,2020,8
May,Qtr 2,2020,3
June,Qtr 2,2020,5
July,Qtr 3,2020,8
August,Qtr 3,2020,6
September,Qtr 3,2020,4
October,Qtr 4,2020,4
November,Qtr 4,2020,9
December,Qtr 4,2020,0
January,Qtr 1,2021,5
February,Qtr 1,2021,7
March,Qtr 1,2021,9
April,Qtr 2,2021,8
May,Qtr 2,2021,9
June,Qtr 2,2021,0
July,Qtr 3,2021,2
August,Qtr 3,2021,5
September,Qtr 3,2021,9
October,Qtr 4,2021,8
November,Qtr 4,2021,8
December,Qtr 4,2021,0
January,Qtr 1,2022,9461.2
February,Qtr 1,2022,965224.98
March,Qtr 1,2022,165775.56
April,Qtr 2,2022,272395.05
May,Qtr 2,2022,1936608.56
June,Qtr 2,2022,5654919.45
July,Qtr 3,2022,1012048.62
August,Qtr 3,2022,2026732.61
September,Qtr 3,2022,8065393.72
October,Qtr 4,2022,1845704.62
November,Qtr 4,2022,434359.98
December,Qtr 4,2022,2303028.18
January,Qtr 1,2023,3050985.66
February,Qtr 1,2023,1858083.7
March,Qtr 1,2023,8894459.98
April,Qtr 2,2023,5864655.74
May,Qtr 2,2023,1682982.75
June,Qtr 2,2023,3760728.25
July,Qtr 3,2023,8429842.65
August,Qtr 3,2023,7321241.77
September,Qtr 3,2023,2695628.06
October,Qtr 4,2023,9908392.18
November,Qtr 4,2023,7868549.68
December,Qtr 4,2023,4399746.69
January,Qtr 1,2024,1199597.29
February,Qtr 1,2024,1461646.84
March,Qtr 1,2024,6774529.3
April,Qtr 2,2024,9903530.22
May,Qtr 2,2024,7242357.83
June,Qtr 2,2024,4025077.52
July,Qtr 3,2024,2652860.52
August,Qtr 3,2024,8438064.94
September,Qtr 3,2024,5374175.24
October,Qtr 4,2024,7019908.79
November,Qtr 4,2024,5047855.55
December,Qtr 4,2024,9118754.05
January,Qtr 1,2020,2
February,Qtr 1,2020,3
March,Qtr 1,2020,0
April,Qtr 2,2020,5
May,Qtr 2,2020,0
June,Qtr 2,2020,1
July,Qtr 3,2020,7
August,Qtr 3,2020,2
September,Qtr 3,2020,0
October,Qtr 4,2020,0
November,Qtr 4,2020,6
December,Qtr 4,2020,9
January,Qtr 1,2021,4
February,Qtr 1,2021,1
March,Qtr 1,2021,1
April,Qtr 2,2021,3
May,Qtr 2,2021,5
June,Qtr 2,2021,2
July,Qtr 3,2021,2
August,Qtr 3,2021,0
September,Qtr 3,2021,5
October,Qtr 4,2021,9
November,Qtr 4,2021,8
December,Qtr 4,2021,0
January,Qtr 1,2022,7
February,Qtr 1,2022,0
March,Qtr 1,2022,8
April,Qtr 2,2022,5
May,Qtr 2,2022,3
June,Qtr 2,2022,8
July,Qtr 3,2022,4
August,Qtr 3,2022,725790.97
September,Qtr 3,2022,92065.54
October,Qtr 4,2022,376710.87
November,Qtr 4,2022,359142.1
December,Qtr 4,2022,2808097
January,Qtr 1,2023,4417103
February,Qtr 1,2023,7972387
March,Qtr 1,2023,5852895
April,Qtr 2,2023,1362787
May,Qtr 2,2023,1588325
June,Qtr 2,2023,4569142
July,Qtr 3,2023,560390
August,Qtr 3,2023,392183
September,Qtr 3,2023,8566295
October,Qtr 4,2023,6594805
November,Qtr 4,2023,5246008
December,Qtr 4,2023,5155975
January,Qtr 1,2024,7208054
February,Qtr 1,2024,4236661
March,Qtr 1,2024,8085820
April,Qtr 2,2024,90869
May,Qtr 2,2024,9559021
June,Qtr 2,2024,640968
July,Qtr 3,2024,8463567
August,Qtr 3,2024,5235645
September,Qtr 3,2024,6717188
October,Qtr 4,2024,6101958
November,Qtr 4,2024,4244638
December,Qtr 4,2024,6329363
January,Qtr 1,2020,2
February,Qtr 1,2020,6
March,Qtr 1,2020,2
April,Qtr 2,2020,5
May,Qtr 2,2020,2
June,Qtr 2,2020,8
July,Qtr 3,2020,0
August,Qtr 3,2020,3
September,Qtr 3,2020,3
October,Qtr 4,2020,4
November,Qtr 4,2020,8
December,Qtr 4,2020,8
January,Qtr 1,2021,5
February,Qtr 1,2021,7
March,Qtr 1,2021,9
April,Qtr 2,2021,5
May,Qtr 2,2021,6
June,Qtr 2,2021,4
July,Qtr 3,2021,3
August,Qtr 3,2021,1
September,Qtr 3,2021,9
October,Qtr 4,2021,3
November,Qtr 4,2021,1
December,Qtr 4,2021,3
January,Qtr 1,2022,3
February,Qtr 1,2022,2
March,Qtr 1,2022,3
April,Qtr 2,2022,8
May,Qtr 2,2022,9
June,Qtr 2,2022,4
July,Qtr 3,2022,6118
August,Qtr 3,2022,5690
September,Qtr 3,2022,8917
October,Qtr 4,2022,9417
November,Qtr 4,2022,6637
December,Qtr 4,2022,1621
January,Qtr 1,2023,35627
February,Qtr 1,2023,8787
March,Qtr 1,2023,366
April,Qtr 2,2023,4253
May,Qtr 2,2023,42
June,Qtr 2,2023,5468
July,Qtr 3,2023,579
August,Qtr 3,2023,5809
September,Qtr 3,2023,1885
October,Qtr 4,2023,4334
November,Qtr 4,2023,394
December,Qtr 4,2023,2588
January,Qtr 1,2024,1791
February,Qtr 1,2024,6614
March,Qtr 1,2024,2769
April,Qtr 2,2024,7723
May,Qtr 2,2024,7021
June,Qtr 2,2024,7293
July,Qtr 3,2024,4992
August,Qtr 3,2024,5569
September,Qtr 3,2024,7122
October,Qtr 4,2024,1336
November,Qtr 4,2024,2912
December,Qtr 4,2024,3000
January,Qtr 1,2020,9
February,Qtr 1,2020,7
March,Qtr 1,2020,6
April,Qtr 2,2020,5
May,Qtr 2,2020,7
June,Qtr 2,2020,4
July,Qtr 3,2020,4
August,Qtr 3,2020,6
September,Qtr 3,2020,1
October,Qtr 4,2020,2
November,Qtr 4,2020,4
December,Qtr 4,2020,8
January,Qtr 1,2021,5
February,Qtr 1,2021,3
March,Qtr 1,2021,5
April,Qtr 2,2021,2
May,Qtr 2,2021,8
June,Qtr 2,2021,9
July,Qtr 3,2021,1
August,Qtr 3,2021,5
September,Qtr 3,2021,2
October,Qtr 4,2021,8
November,Qtr 4,2021,3
December,Qtr 4,2021,1
January,Qtr 1,2022,7
February,Qtr 1,2022,1
March,Qtr 1,2022,2
April,Qtr 2,2022,8
May,Qtr 2,2022,5
June,Qtr 2,2022,8
July,Qtr 3,2022,7
August,Qtr 3,2022,9
September,Qtr 3,2022,5
October,Qtr 4,2022,653698.2
November,Qtr 4,2022,3570265.41
December,Qtr 4,2022,789694.42
January,Qtr 1,2023,2381268.79
February,Qtr 1,2023,7183631.62
March,Qtr 1,2023,2736316.03
April,Qtr 2,2023,2434035.26
May,Qtr 2,2023,6695730.4
June,Qtr 2,2023,9646041.53
July,Qtr 3,2023,3042082.9
August,Qtr 3,2023,5688659.22
September,Qtr 3,2023,2570549.52
October,Qtr 4,2023,9679110.72
November,Qtr 4,2023,76276.95
December,Qtr 4,2023,144882.74
January,Qtr 1,2024,9591653.21
February,Qtr 1,2024,7963100.37
March,Qtr 1,2024,5175483.01
April,Qtr 2,2024,3086528.82
May,Qtr 2,2024,7282152.73
June,Qtr 2,2024,4681146.72
July,Qtr 3,2024,6763307.49
August,Qtr 3,2024,4787626.01
September,Qtr 3,2024,2218903.6
October,Qtr 4,2024,9427484.9
November,Qtr 4,2024,7731278.12
December,Qtr 4,2024,3305560.96
January,Qtr 1,2020,8
February,Qtr 1,2020,2
March,Qtr 1,2020,4
April,Qtr 2,2020,8
May,Qtr 2,2020,3
June,Qtr 2,2020,1
July,Qtr 3,2020,3
August,Qtr 3,2020,6
September,Qtr 3,2020,5
October,Qtr 4,2020,3
November,Qtr 4,2020,5
December,Qtr 4,2020,3
January,Qtr 1,2021,0
February,Qtr 1,2021,6
March,Qtr 1,2021,0
April,Qtr 2,2021,1
May,Qtr 2,2021,7
June,Qtr 2,2021,6
July,Qtr 3,2021,7
August,Qtr 3,2021,0
September,Qtr 3,2021,8
October,Qtr 4,2021,0
November,Qtr 4,2021,3
December,Qtr 4,2021,4
January,Qtr 1,2022,0
February,Qtr 1,2022,3
March,Qtr 1,2022,5
April,Qtr 2,2022,5
May,Qtr 2,2022,6
June,Qtr 2,2022,6
July,Qtr 3,2022,7
August,Qtr 3,2022,5
September,Qtr 3,2022,61195.63
October,Qtr 4,2022,523316.71
November,Qtr 4,2022,421246.98
December,Qtr 4,2022,400760.67
January,Qtr 1,2023,647812.37
February,Qtr 1,2023,760459.47
March,Qtr 1,2023,23732.57
April,Qtr 2,2023,499505.66
May,Qtr 2,2023,40079.71
June,Qtr 2,2023,58835.72
July,Qtr 3,2023,247647.53
August,Qtr 3,2023,593137.78
September,Qtr 3,2023,528729.18
October,Qtr 4,2023,312842.83
November,Qtr 4,2023,919314.38
December,Qtr 4,2023,751963.68
January,Qtr 1,2024,41911.08
February,Qtr 1,2024,816327.08
March,Qtr 1,2024,659455.53
April,Qtr 2,2024,981821.59
May,Qtr 2,2024,941772.42
June,Qtr 2,2024,403718.6
July,Qtr 3,2024,971990.42
August,Qtr 3,2024,911346.35
September,Qtr 3,2024,473342.84
October,Qtr 4,2024,297210.96
November,Qtr 4,2024,726716.2
December,Qtr 4,2024,156642.44
January,Qtr 1,2020,2
February,Qtr 1,2020,2
March,Qtr 1,2020,4
April,Qtr 2,2020,8
May,Qtr 2,2020,5
June,Qtr 2,2020,0
July,Qtr 3,2020,9
August,Qtr 3,2020,4
September,Qtr 3,2020,7
October,Qtr 4,2020,3
November,Qtr 4,2020,9
December,Qtr 4,2020,2
January,Qtr 1,2021,9
February,Qtr 1,2021,1
March,Qtr 1,2021,7
April,Qtr 2,2021,4
May,Qtr 2,2021,3
June,Qtr 2,2021,4
July,Qtr 3,2021,8
August,Qtr 3,2021,4
September,Qtr 3,2021,3
October,Qtr 4,2021,8
November,Qtr 4,2021,1
December,Qtr 4,2021,5
January,Qtr 1,2022,7
February,Qtr 1,2022,5
March,Qtr 1,2022,0
April,Qtr 2,2022,6
May,Qtr 2,2022,9
June,Qtr 2,2022,6
July,Qtr 3,2022,2
August,Qtr 3,2022,1652.39
September,Qtr 3,2022,958800.06
October,Qtr 4,2022,832755.95
November,Qtr 4,2022,368892.46
December,Qtr 4,2022,498125.96
January,Qtr 1,2023,215391.56
February,Qtr 1,2023,478228.16
March,Qtr 1,2023,44913.29
April,Qtr 2,2023,669960.83
May,Qtr 2,2023,662039.14
June,Qtr 2,2023,181339.99
July,Qtr 3,2023,597416.47
August,Qtr 3,2023,965999.27
September,Qtr 3,2023,646031.81
October,Qtr 4,2023,792008.32
November,Qtr 4,2023,246509.33
December,Qtr 4,2023,43080.67
January,Qtr 1,2024,438511.47
February,Qtr 1,2024,665911.24
March,Qtr 1,2024,993104.17
April,Qtr 2,2024,462805.16
May,Qtr 2,2024,701756.07
June,Qtr 2,2024,639360.41
July,Qtr 3,2024,579477.47
August,Qtr 3,2024,564177.53
September,Qtr 3,2024,458974.46
October,Qtr 4,2024,10098.99
November,Qtr 4,2024,77568.33
December,Qtr 4,2024,444476.85
January,Qtr 1,2020,1
February,Qtr 1,2020,1
March,Qtr 1,2020,0
April,Qtr 2,2020,5
May,Qtr 2,2020,0
June,Qtr 2,2020,3
July,Qtr 3,2020,2
August,Qtr 3,2020,7
September,Qtr 3,2020,7
October,Qtr 4,2020,3
November,Qtr 4,2020,7
December,Qtr 4,2020,7
January,Qtr 1,2021,0
February,Qtr 1,2021,5
March,Qtr 1,2021,4
April,Qtr 2,2021,2
May,Qtr 2,2021,5
June,Qtr 2,2021,0
July,Qtr 3,2021,3
August,Qtr 3,2021,7
September,Qtr 3,2021,6
October,Qtr 4,2021,4
November,Qtr 4,2021,5
December,Qtr 4,2021,3
January,Qtr 1,2022,6
February,Qtr 1,2022,1
March,Qtr 1,2022,42609.3
April,Qtr 2,2022,63480
May,Qtr 2,2022,94085.9
June,Qtr 2,2022,24174.6
July,Qtr 3,2022,34057.4
August,Qtr 3,2022,6174.6
September,Qtr 3,2022,95993.4
October,Qtr 4,2022,52245.2
November,Qtr 4,2022,62562.4
December,Qtr 4,2022,85099
January,Qtr 1,2023,96728.9
February,Qtr 1,2023,32107.62
March,Qtr 1,2023,70224.29
April,Qtr 2,2023,73114.58
May,Qtr 2,2023,59128.4
June,Qtr 2,2023,548735.25
July,Qtr 3,2023,202080.67
August,Qtr 3,2023,897887.38
September,Qtr 3,2023,5831.39
October,Qtr 4,2023,521080.18
November,Qtr 4,2023,728485.85
December,Qtr 4,2023,615068.51
January,Qtr 1,2024,1315307.36
February,Qtr 1,2024,941111.58
March,Qtr 1,2024,849751.8
April,Qtr 2,2024,986567.43
May,Qtr 2,2024,704813.71
June,Qtr 2,2024,338727.13
July,Qtr 3,2024,4683.44
August,Qtr 3,2024,638.26
September,Qtr 3,2024,658275.73
October,Qtr 4,2024,867137.61
November,Qtr 4,2024,467838.68
December,Qtr 4,2024,416079.63
January,Qtr 1,2020,5
February,Qtr 1,2020,0
March,Qtr 1,2020,8
April,Qtr 2,2020,2
May,Qtr 2,2020,5
June,Qtr 2,2020,2
July,Qtr 3,2020,7
August,Qtr 3,2020,9
September,Qtr 3,2020,6
October,Qtr 4,2020,8
November,Qtr 4,2020,4
December,Qtr 4,2020,5
January,Qtr 1,2021,2
February,Qtr 1,2021,6
March,Qtr 1,2021,0
April,Qtr 2,2021,2
May,Qtr 2,2021,8
June,Qtr 2,2021,0
July,Qtr 3,2021,6
August,Qtr 3,2021,3
September,Qtr 3,2021,7
October,Qtr 4,2021,5
November,Qtr 4,2021,2
December,Qtr 4,2021,3
January,Qtr 1,2022,6
February,Qtr 1,2022,7
March,Qtr 1,2022,67012.14
April,Qtr 2,2022,59027.16
May,Qtr 2,2022,41074.9
June,Qtr 2,2022,6608.78
July,Qtr 3,2022,6141.46
August,Qtr 3,2022,23599.39
September,Qtr 3,2022,35657.07
October,Qtr 4,2022,94209.87
November,Qtr 4,2022,11244.11
December,Qtr 4,2022,97834.84
January,Qtr 1,2023,74493.7
February,Qtr 1,2023,12920.68
March,Qtr 1,2023,53831.04
April,Qtr 2,2023,906438.06
May,Qtr 2,2023,957017.22
June,Qtr 2,2023,678541.7
July,Qtr 3,2023,639222.64
August,Qtr 3,2023,352240.24
September,Qtr 3,2023,35394.92
October,Qtr 4,2023,124205.45
November,Qtr 4,2023,693876.31
December,Qtr 4,2023,76967.48
January,Qtr 1,2024,9397
February,Qtr 1,2024,877174.86
March,Qtr 1,2024,244424.2
April,Qtr 2,2024,636635.71
May,Qtr 2,2024,960609.73
June,Qtr 2,2024,211424.58
July,Qtr 3,2024,649277.03
August,Qtr 3,2024,792618.53
September,Qtr 3,2024,229413.38
October,Qtr 4,2024,941188.46
November,Qtr 4,2024,889987.04
December,Qtr 4,2024,161014.94
January,Qtr 1,2020,9
February,Qtr 1,2020,9
March,Qtr 1,2020,2
April,Qtr 2,2020,2
May,Qtr 2,2020,9
June,Qtr 2,2020,8
July,Qtr 3,2020,5
August,Qtr 3,2020,5
September,Qtr 3,2020,4
October,Qtr 4,2020,5
November,Qtr 4,2020,5
December,Qtr 4,2020,5
January,Qtr 1,2021,5
February,Qtr 1,2021,3
March,Qtr 1,2021,2
April,Qtr 2,2021,7
May,Qtr 2,2021,1
June,Qtr 2,2021,7
July,Qtr 3,2021,9
August,Qtr 3,2021,0
September,Qtr 3,2021,5
October,Qtr 4,2021,6
November,Qtr 4,2021,2
December,Qtr 4,2021,6
January,Qtr 1,2022,4
February,Qtr 1,2022,5
March,Qtr 1,2022,8
April,Qtr 2,2022,6
May,Qtr 2,2022,6
June,Qtr 2,2022,9
July,Qtr 3,2022,4
August,Qtr 3,2022,3
September,Qtr 3,2022,5
October,Qtr 4,2022,9
November,Qtr 4,2022,9
December,Qtr 4,2022,0
January,Qtr 1,2023,5
February,Qtr 1,2023,2
March,Qtr 1,2023,8
April,Qtr 2,2023,79738.5
May,Qtr 2,2023,26451.8
June,Qtr 2,2023,899271.27
July,Qtr 3,2023,554018.52
August,Qtr 3,2023,3006.18
September,Qtr 3,2023,670397.58
October,Qtr 4,2023,247459.33
November,Qtr 4,2023,988722.62
December,Qtr 4,2023,269399.45
January,Qtr 1,2024,230092.04
February,Qtr 1,2024,971060.4
March,Qtr 1,2024,549102.75
April,Qtr 2,2024,302785.72
May,Qtr 2,2024,964285.57
June,Qtr 2,2024,781936.17
July,Qtr 3,2024,602835.31
August,Qtr 3,2024,155498.26
September,Qtr 3,2024,86751.56
October,Qtr 4,2024,342928.38
November,Qtr 4,2024,376393.32
December,Qtr 4,2024,167180.07
January,Qtr 1,2020,2
February,Qtr 1,2020,6
March,Qtr 1,2020,6
April,Qtr 2,2020,4
May,Qtr 2,2020,2
June,Qtr 2,2020,7
July,Qtr 3,2020,0
August,Qtr 3,2020,1
September,Qtr 3,2020,1
October,Qtr 4,2020,3
November,Qtr 4,2020,0
December,Qtr 4,2020,1
January,Qtr 1,2021,0
February,Qtr 1,2021,0
March,Qtr 1,2021,5
April,Qtr 2,2021,0
May,Qtr 2,2021,4
June,Qtr 2,2021,7
July,Qtr 3,2021,2
August,Qtr 3,2021,2
September,Qtr 3,2021,5
October,Qtr 4,2021,2
November,Qtr 4,2021,5
December,Qtr 4,2021,7
January,Qtr 1,2022,3
February,Qtr 1,2022,0
March,Qtr 1,2022,4236
April,Qtr 2,2022,76074
May,Qtr 2,2022,92183.69
June,Qtr 2,2022,68677.39
July,Qtr 3,2022,38055.39
August,Qtr 3,2022,49025.65
September,Qtr 3,2022,361952.3
October,Qtr 4,2022,630129.6
November,Qtr 4,2022,963623.9
December,Qtr 4,2022,920474.52
January,Qtr 1,2023,828162.1788
February,Qtr 1,2023,48096.73
March,Qtr 1,2023,506825.43
April,Qtr 2,2023,278223.07
May,Qtr 2,2023,692958.51
June,Qtr 2,2023,5605943.9
July,Qtr 3,2023,1742471.11
August,Qtr 3,2023,210757.38
September,Qtr 3,2023,9514699.86
October,Qtr 4,2023,8392278.06
November,Qtr 4,2023,405081.48
December,Qtr 4,2023,8059922.36
January,Qtr 1,2024,6950439.71
February,Qtr 1,2024,2531368.1
March,Qtr 1,2024,3368226.21
April,Qtr 2,2024,8226664.5
May,Qtr 2,2024,9908112.13
June,Qtr 2,2024,8993939.62
July,Qtr 3,2024,1679939.27
August,Qtr 3,2024,2079796.05
September,Qtr 3,2024,2277799.6
October,Qtr 4,2024,8029011.47
November,Qtr 4,2024,7299748.33
December,Qtr 4,2024,5797672.88
January,Qtr 1,2020,6
February,Qtr 1,2020,1
March,Qtr 1,2020,5
April,Qtr 2,2020,6
May,Qtr 2,2020,2
June,Qtr 2,2020,6
July,Qtr 3,2020,6
August,Qtr 3,2020,9
September,Qtr 3,2020,8
October,Qtr 4,2020,2
November,Qtr 4,2020,3
December,Qtr 4,2020,5
January,Qtr 1,2021,2
February,Qtr 1,2021,3
March,Qtr 1,2021,9
April,Qtr 2,2021,0
May,Qtr 2,2021,6
June,Qtr 2,2021,1
July,Qtr 3,2021,8
August,Qtr 3,2021,9
September,Qtr 3,2021,7
October,Qtr 4,2021,3
November,Qtr 4,2021,5
December,Qtr 4,2021,6
January,Qtr 1,2022,4
February,Qtr 1,2022,0
March,Qtr 1,2022,7
April,Qtr 2,2022,4
May,Qtr 2,2022,2
June,Qtr 2,2022,1
July,Qtr 3,2022,1
August,Qtr 3,2022,5
September,Qtr 3,2022,8
October,Qtr 4,2022,0
November,Qtr 4,2022,4
December,Qtr 4,2022,9
January,Qtr 1,2023,7
February,Qtr 1,2023,9
March,Qtr 1,2023,2
April,Qtr 2,2023,0
May,Qtr 2,2023,7
June,Qtr 2,2023,9
July,Qtr 3,2023,6
August,Qtr 3,2023,4
September,Qtr 3,2023,3
October,Qtr 4,2023,5
November,Qtr 4,2023,37497
December,Qtr 4,2023,89356
January,Qtr 1,2024,72379
February,Qtr 1,2024,45568
March,Qtr 1,2024,47766
April,Qtr 2,2024,66530
May,Qtr 2,2024,24098
June,Qtr 2,2024,50876
July,Qtr 3,2024,16180
August,Qtr 3,2024,65822
September,Qtr 3,2024,75773
October,Qtr 4,2024,43639
November,Qtr 4,2024,22318
December,Qtr 4,2024,89967
January,Qtr 1,2020,0
February,Qtr 1,2020,7
March,Qtr 1,2020,2
April,Qtr 2,2020,2
May,Qtr 2,2020,8
June,Qtr 2,2020,0
July,Qtr 3,2020,0
August,Qtr 3,2020,1
September,Qtr 3,2020,7
October,Qtr 4,2020,7
November,Qtr 4,2020,4
December,Qtr 4,2020,5
January,Qtr 1,2021,7
February,Qtr 1,2021,1
March,Qtr 1,2021,2
April,Qtr 2,2021,3
May,Qtr 2,2021,9
June,Qtr 2,2021,9
July,Qtr 3,2021,0
August,Qtr 3,2021,8
September,Qtr 3,2021,1
October,Qtr 4,2021,9
November,Qtr 4,2021,1
December,Qtr 4,2021,4
January,Qtr 1,2022,2
February,Qtr 1,2022,0
March,Qtr 1,2022,4
April,Qtr 2,2022,3
May,Qtr 2,2022,33345.28
June,Qtr 2,2022,21048.08
July,Qtr 3,2022,98803.36
August,Qtr 3,2022,232744.85
September,Qtr 3,2022,139466.15
October,Qtr 4,2022,206360.79
November,Qtr 4,2022,792468.97
December,Qtr 4,2022,150402.51
January,Qtr 1,2023,285269.63
February,Qtr 1,2023,642777.99
March,Qtr 1,2023,759648.88
April,Qtr 2,2023,870438.77
May,Qtr 2,2023,527681.23
June,Qtr 2,2023,905980.42
July,Qtr 3,2023,9923109.07
August,Qtr 3,2023,932429.17
September,Qtr 3,2023,5977842.44
October,Qtr 4,2023,5068673.13
November,Qtr 4,2023,3313844.49
December,Qtr 4,2023,1961128.17
January,Qtr 1,2024,2272147.35
February,Qtr 1,2024,8068015.92
March,Qtr 1,2024,9920676.34
April,Qtr 2,2024,6792068.12
May,Qtr 2,2024,8561872.32
June,Qtr 2,2024,4709653.45
July,Qtr 3,2024,4688377.78
August,Qtr 3,2024,934281.91
September,Qtr 3,2024,2784765.51
October,Qtr 4,2024,5277605.31
November,Qtr 4,2024,7256331.42
December,Qtr 4,2024,9567495.65
January,Qtr 1,2020,2
February,Qtr 1,2020,4
March,Qtr 1,2020,0
April,Qtr 2,2020,2
May,Qtr 2,2020,4
June,Qtr 2,2020,9
July,Qtr 3,2020,2
August,Qtr 3,2020,4
September,Qtr 3,2020,9
October,Qtr 4,2020,9
November,Qtr 4,2020,0
December,Qtr 4,2020,0
January,Qtr 1,2021,8
February,Qtr 1,2021,1
March,Qtr 1,2021,8
April,Qtr 2,2021,5
May,Qtr 2,2021,7
June,Qtr 2,2021,3
July,Qtr 3,2021,9
August,Qtr 3,2021,5
September,Qtr 3,2021,7
October,Qtr 4,2021,4
November,Qtr 4,2021,1
December,Qtr 4,2021,3
January,Qtr 1,2022,3
February,Qtr 1,2022,7
March,Qtr 1,2022,1
April,Qtr 2,2022,0
May,Qtr 2,2022,21196.35
June,Qtr 2,2022,84231.67
July,Qtr 3,2022,48749.47
August,Qtr 3,2022,51807.58
September,Qtr 3,2022,46112.48
October,Qtr 4,2022,62223.37
November,Qtr 4,2022,33520.52
December,Qtr 4,2022,65653.65
January,Qtr 1,2023,58167.98
February,Qtr 1,2023,83542.86
March,Qtr 1,2023,19210.62
April,Qtr 2,2023,884.8
May,Qtr 2,2023,43613.87
June,Qtr 2,2023,45081.87
July,Qtr 3,2023,94516.32
August,Qtr 3,2023,4780.82
September,Qtr 3,2023,81820.28
October,Qtr 4,2023,92114.59
November,Qtr 4,2023,88159.17
December,Qtr 4,2023,8015.66
January,Qtr 1,2024,84764.53
February,Qtr 1,2024,5580.4
March,Qtr 1,2024,7586.04
April,Qtr 2,2024,66477.29
May,Qtr 2,2024,93624.54
June,Qtr 2,2024,89934.08
July,Qtr 3,2024,57929.81
August,Qtr 3,2024,95598.26
September,Qtr 3,2024,45567.03
October,Qtr 4,2024,43336.43
November,Qtr 4,2024,18441.75
December,Qtr 4,2024,59812.06
January,Qtr 1,2020,2
February,Qtr 1,2020,2
March,Qtr 1,2020,9
April,Qtr 2,2020,1
May,Qtr 2,2020,4
June,Qtr 2,2020,5
July,Qtr 3,2020,3
August,Qtr 3,2020,4
September,Qtr 3,2020,0
October,Qtr 4,2020,8
November,Qtr 4,2020,3
December,Qtr 4,2020,5
January,Qtr 1,2021,5
February,Qtr 1,2021,4
March,Qtr 1,2021,5
April,Qtr 2,2021,9
May,Qtr 2,2021,0
June,Qtr 2,2021,7
July,Qtr 3,2021,5
August,Qtr 3,2021,7
September,Qtr 3,2021,9
October,Qtr 4,2021,7
November,Qtr 4,2021,0
December,Qtr 4,2021,2
January,Qtr 1,2022,0
February,Qtr 1,2022,8
March,Qtr 1,2022,0
April,Qtr 2,2022,7
May,Qtr 2,2022,17306
June,Qtr 2,2022,55036
July,Qtr 3,2022,60775
August,Qtr 3,2022,2465
September,Qtr 3,2022,52003.03
October,Qtr 4,2022,79774.04
November,Qtr 4,2022,99293
December,Qtr 4,2022,822315.89
January,Qtr 1,2023,91282.7
February,Qtr 1,2023,431469.81
March,Qtr 1,2023,176195.72
April,Qtr 2,2023,80074.8
May,Qtr 2,2023,939375
June,Qtr 2,2023,6261101.14
July,Qtr 3,2023,427393.66
August,Qtr 3,2023,8427672.61
September,Qtr 3,2023,2892688.24
October,Qtr 4,2023,2915282.15
November,Qtr 4,2023,8396123.96
December,Qtr 4,2023,1065998.93
January,Qtr 1,2024,3473614.74
February,Qtr 1,2024,8127028.5
March,Qtr 1,2024,3650127.51
April,Qtr 2,2024,3920335.75
May,Qtr 2,2024,3349500.35
June,Qtr 2,2024,2373465.37
July,Qtr 3,2024,6720916.72
August,Qtr 3,2024,6245141.57
September,Qtr 3,2024,7790666.6
October,Qtr 4,2024,2609368.44
November,Qtr 4,2024,2424119.65
December,Qtr 4,2024,9757303.48
January,Qtr 1,2020,6
February,Qtr 1,2020,0
March,Qtr 1,2020,0
April,Qtr 2,2020,1
May,Qtr 2,2020,2
June,Qtr 2,2020,0
July,Qtr 3,2020,0
August,Qtr 3,2020,6
September,Qtr 3,2020,7
October,Qtr 4,2020,5
November,Qtr 4,2020,0
December,Qtr 4,2020,8
January,Qtr 1,2021,2
February,Qtr 1,2021,8
March,Qtr 1,2021,8
April,Qtr 2,2021,4
May,Qtr 2,2021,0
June,Qtr 2,2021,5
July,Qtr 3,2021,3
August,Qtr 3,2021,9
September,Qtr 3,2021,9
October,Qtr 4,2021,5
November,Qtr 4,2021,6
December,Qtr 4,2021,3
January,Qtr 1,2022,0
February,Qtr 1,2022,8
March,Qtr 1,2022,42740
April,Qtr 2,2022,8536
May,Qtr 2,2022,64101
June,Qtr 2,2022,7560
July,Qtr 3,2022,80330
August,Qtr 3,2022,58154
September,Qtr 3,2022,18720
October,Qtr 4,2022,40032
November,Qtr 4,2022,36584
December,Qtr 4,2022,559
January,Qtr 1,2023,17074
February,Qtr 1,2023,58659.79
March,Qtr 1,2023,68089.15
April,Qtr 2,2023,71626.47
May,Qtr 2,2023,540185.07
June,Qtr 2,2023,285856.02
July,Qtr 3,2023,263465.45
August,Qtr 3,2023,878808.89
September,Qtr 3,2023,545819.65
October,Qtr 4,2023,100195.28
November,Qtr 4,2023,3313604.2
December,Qtr 4,2023,1903280.7
January,Qtr 1,2024,4564605.17
February,Qtr 1,2024,7965896.44
March,Qtr 1,2024,3334811.33
April,Qtr 2,2024,3969209.62
May,Qtr 2,2024,7333260.26
June,Qtr 2,2024,6342297.82
July,Qtr 3,2024,4653671.41
August,Qtr 3,2024,8185213.82
September,Qtr 3,2024,4909913.06
October,Qtr 4,2024,6108762.74
November,Qtr 4,2024,1514195.58
