Superstore 2023.Region,Superstore 2023.Category,Superstore 2023.Sub-Category,Superstore 2023.Order Date,Superstore 2023.ProfitM,Sum(Superstore 2023.Sales)
South,Office Supplies,Storage,01 December 2021,16.6536,61.68
West,Office Supplies,Storage,01 December 2021,2.9346,146.73
Central,Office Supplies,Storage,06 December 2021,,
East,Office Supplies,Storage,06 December 2021,,
South,Office Supplies,Storage,06 December 2021,,
West,Office Supplies,Storage,06 December 2021,179.9658,1572.954
Central,Office Supplies,Storage,08 December 2021,,
East,Office Supplies,Storage,08 December 2021,,
South,Office Supplies,Storage,08 December 2021,,
West,Office Supplies,Storage,08 December 2021,4.4392,221.96
Central,Office Supplies,Storage,11 December 2021,4.6344,46.344
East,Office Supplies,Storage,11 December 2021,,
South,Office Supplies,Storage,11 December 2021,,
West,Office Supplies,Storage,11 December 2021,,
Central,Office Supplies,Storage,12 December 2021,,
East,Office Supplies,Storage,12 December 2021,,
South,Office Supplies,Storage,12 December 2021,,
West,Office Supplies,Storage,12 December 2021,93.6988,360.38
Central,Office Supplies,Storage,17 December 2021,-15.7514,180.016
East,Office Supplies,Storage,17 December 2021,,
South,Office Supplies,Storage,17 December 2021,,
West,Office Supplies,Storage,17 December 2021,,
Central,Office Supplies,Storage,18 December 2021,,
East,Office Supplies,Storage,18 December 2021,-145.5246,646.776
South,Office Supplies,Storage,18 December 2021,,
West,Office Supplies,Storage,18 December 2021,,
Central,Office Supplies,Storage,20 December 2021,-2.22,88.8
East,Office Supplies,Storage,20 December 2021,,
South,Office Supplies,Storage,20 December 2021,,
West,Office Supplies,Storage,20 December 2021,,
Central,Office Supplies,Storage,22 December 2021,,
East,Office Supplies,Storage,22 December 2021,1.6784,33.568
South,Office Supplies,Storage,22 December 2021,,
West,Office Supplies,Storage,22 December 2021,,
Central,Office Supplies,Storage,27 December 2021,-3.168,12.672
East,Office Supplies,Storage,27 December 2021,,
South,Office Supplies,Storage,27 December 2021,2.2512,22.512
West,Office Supplies,Storage,27 December 2021,61.389,323.1
Central,Office Supplies,Storage,28 December 2021,1.551,24.816
East,Office Supplies,Storage,28 December 2021,,
South,Office Supplies,Storage,28 December 2021,,
West,Office Supplies,Storage,28 December 2021,,
Central,Office Supplies,Storage,30 December 2021,,
East,Office Supplies,Storage,30 December 2021,,
South,Office Supplies,Storage,30 December 2021,,
West,Office Supplies,Storage,30 December 2021,14.2386,74.94
Central,Office Supplies,Storage,31 December 2021,-26.7204,152.688
East,Office Supplies,Storage,31 December 2021,,
South,Office Supplies,Storage,31 December 2021,,
West,Office Supplies,Storage,31 December 2021,,
Central,Office Supplies,Storage,03 January 2022,,
East,Office Supplies,Storage,03 January 2022,,
South,Office Supplies,Storage,03 January 2022,,
West,Office Supplies,Storage,03 January 2022,28.615,114.46
Central,Office Supplies,Storage,23 January 2022,,
East,Office Supplies,Storage,23 January 2022,406.7154,1564.29
South,Office Supplies,Storage,23 January 2022,,
West,Office Supplies,Storage,23 January 2022,,
Central,Office Supplies,Storage,25 January 2022,,
East,Office Supplies,Storage,25 January 2022,0,428.68
South,Office Supplies,Storage,25 January 2022,,
West,Office Supplies,Storage,25 January 2022,,
Central,Office Supplies,Storage,30 January 2022,,
East,Office Supplies,Storage,30 January 2022,,
South,Office Supplies,Storage,30 January 2022,,
West,Office Supplies,Storage,30 January 2022,76.2525,305.01
Central,Office Supplies,Storage,01 February 2022,,
East,Office Supplies,Storage,01 February 2022,,
South,Office Supplies,Storage,01 February 2022,14.677,56.45
West,Office Supplies,Storage,01 February 2022,,
Central,Office Supplies,Storage,02 February 2022,,
East,Office Supplies,Storage,02 February 2022,5.898,117.96
South,Office Supplies,Storage,02 February 2022,,
West,Office Supplies,Storage,02 February 2022,,
Central,Office Supplies,Storage,04 February 2022,,
East,Office Supplies,Storage,04 February 2022,,
South,Office Supplies,Storage,04 February 2022,,
West,Office Supplies,Storage,04 February 2022,3.7208,93.02
Central,Office Supplies,Storage,05 February 2022,,
East,Office Supplies,Storage,05 February 2022,,
South,Office Supplies,Storage,05 February 2022,3.164,235.42
West,Office Supplies,Storage,05 February 2022,50.3658,186.54
Central,Office Supplies,Storage,12 February 2022,,
East,Office Supplies,Storage,12 February 2022,,
South,Office Supplies,Storage,12 February 2022,175.5156,1350.12
West,Office Supplies,Storage,12 February 2022,,
Central,Office Supplies,Storage,19 February 2022,,
East,Office Supplies,Storage,19 February 2022,9.7176,242.94
South,Office Supplies,Storage,19 February 2022,,
West,Office Supplies,Storage,19 February 2022,,
Central,Office Supplies,Storage,21 February 2022,,
East,Office Supplies,Storage,21 February 2022,80.0199,296.37
South,Office Supplies,Storage,21 February 2022,32.4342,432.456
West,Office Supplies,Storage,21 February 2022,8.983,449.15
Central,Office Supplies,Storage,01 March 2022,,
East,Office Supplies,Storage,01 March 2022,105.2468,362.92
South,Office Supplies,Storage,01 March 2022,,
West,Office Supplies,Storage,01 March 2022,,
Central,Office Supplies,Storage,05 March 2022,-0.812,12.992
East,Office Supplies,Storage,05 March 2022,,
South,Office Supplies,Storage,05 March 2022,,
West,Office Supplies,Storage,05 March 2022,,
Central,Office Supplies,Storage,09 March 2022,,
East,Office Supplies,Storage,09 March 2022,3.363,11.21
South,Office Supplies,Storage,09 March 2022,,
West,Office Supplies,Storage,09 March 2022,,
Central,Office Supplies,Storage,10 March 2022,,
East,Office Supplies,Storage,10 March 2022,,
South,Office Supplies,Storage,10 March 2022,,
West,Office Supplies,Storage,10 March 2022,6.5435,104.696
Central,Office Supplies,Storage,11 March 2022,,
East,Office Supplies,Storage,11 March 2022,,
South,Office Supplies,Storage,11 March 2022,125.1432,481.32
West,Office Supplies,Storage,11 March 2022,,
Central,Office Supplies,Storage,12 March 2022,,
East,Office Supplies,Storage,12 March 2022,,
South,Office Supplies,Storage,12 March 2022,,
West,Office Supplies,Storage,12 March 2022,6.7655,676.55
Central,Office Supplies,Storage,13 March 2022,,
East,Office Supplies,Storage,13 March 2022,-166.508,678.64
South,Office Supplies,Storage,13 March 2022,,
West,Office Supplies,Storage,13 March 2022,,
Central,Office Supplies,Storage,26 March 2022,,
East,Office Supplies,Storage,26 March 2022,18.398,459.95
South,Office Supplies,Storage,26 March 2022,5.9185,67.64
West,Office Supplies,Storage,26 March 2022,,
Central,Office Supplies,Storage,28 March 2022,,
East,Office Supplies,Storage,28 March 2022,,
South,Office Supplies,Storage,28 March 2022,7.85,31.4
West,Office Supplies,Storage,28 March 2022,0.8792,87.92
Central,Office Supplies,Storage,01 April 2022,,
East,Office Supplies,Storage,01 April 2022,9.7164,161.94
South,Office Supplies,Storage,01 April 2022,,
West,Office Supplies,Storage,01 April 2022,,
Central,Office Supplies,Storage,04 April 2022,,
East,Office Supplies,Storage,04 April 2022,8.0652,31.02
South,Office Supplies,Storage,04 April 2022,,
West,Office Supplies,Storage,04 April 2022,,
Central,Office Supplies,Storage,05 April 2022,13.8572,158.368
East,Office Supplies,Storage,05 April 2022,,
South,Office Supplies,Storage,05 April 2022,,
West,Office Supplies,Storage,05 April 2022,,
Central,Office Supplies,Storage,07 April 2022,,
East,Office Supplies,Storage,07 April 2022,3.6744,36.744
South,Office Supplies,Storage,07 April 2022,,
West,Office Supplies,Storage,07 April 2022,,
Central,Office Supplies,Storage,08 April 2022,,
East,Office Supplies,Storage,08 April 2022,,
South,Office Supplies,Storage,08 April 2022,,
West,Office Supplies,Storage,08 April 2022,2.5984,64.96
Central,Office Supplies,Storage,10 April 2022,,
East,Office Supplies,Storage,10 April 2022,,
South,Office Supplies,Storage,10 April 2022,,
West,Office Supplies,Storage,10 April 2022,87.1578,730.17
Central,Office Supplies,Storage,12 April 2022,,
East,Office Supplies,Storage,12 April 2022,,
South,Office Supplies,Storage,12 April 2022,-27.87,181.536
West,Office Supplies,Storage,12 April 2022,,
Central,Office Supplies,Storage,14 April 2022,,
East,Office Supplies,Storage,14 April 2022,,
South,Office Supplies,Storage,14 April 2022,12.18,81.2
West,Office Supplies,Storage,14 April 2022,4.2976,42.976
Central,Office Supplies,Storage,15 April 2022,,
East,Office Supplies,Storage,15 April 2022,,
South,Office Supplies,Storage,15 April 2022,-0.7748,4.768
West,Office Supplies,Storage,15 April 2022,,
Central,Office Supplies,Storage,18 April 2022,28.7919,1785.312
East,Office Supplies,Storage,18 April 2022,,
South,Office Supplies,Storage,18 April 2022,,
West,Office Supplies,Storage,18 April 2022,,
Central,Office Supplies,Storage,19 April 2022,,
East,Office Supplies,Storage,19 April 2022,13.7964,459.88
South,Office Supplies,Storage,19 April 2022,,
West,Office Supplies,Storage,19 April 2022,,
Central,Office Supplies,Storage,21 April 2022,-12.792,102.336
East,Office Supplies,Storage,21 April 2022,,
South,Office Supplies,Storage,21 April 2022,,
West,Office Supplies,Storage,21 April 2022,,
Central,Office Supplies,Storage,22 April 2022,2.3952,23.952
East,Office Supplies,Storage,22 April 2022,,
South,Office Supplies,Storage,22 April 2022,,
West,Office Supplies,Storage,22 April 2022,,
Central,Office Supplies,Storage,23 April 2022,,
East,Office Supplies,Storage,23 April 2022,6.291,55.92
South,Office Supplies,Storage,23 April 2022,,
West,Office Supplies,Storage,23 April 2022,,
Central,Office Supplies,Storage,02 May 2022,-6.9552,31.608
East,Office Supplies,Storage,02 May 2022,12.5832,44.94
South,Office Supplies,Storage,02 May 2022,,
West,Office Supplies,Storage,02 May 2022,,
Central,Office Supplies,Storage,03 May 2022,,
East,Office Supplies,Storage,03 May 2022,-44.019,195.64
South,Office Supplies,Storage,03 May 2022,,
West,Office Supplies,Storage,03 May 2022,,
Central,Office Supplies,Storage,05 May 2022,,
East,Office Supplies,Storage,05 May 2022,,
South,Office Supplies,Storage,05 May 2022,,
West,Office Supplies,Storage,05 May 2022,1.0166,5.98
Central,Office Supplies,Storage,08 May 2022,,
East,Office Supplies,Storage,08 May 2022,89.5999,1031.176
South,Office Supplies,Storage,08 May 2022,,
West,Office Supplies,Storage,08 May 2022,,
Central,Office Supplies,Storage,09 May 2022,107.082,856.656
East,Office Supplies,Storage,09 May 2022,,
South,Office Supplies,Storage,09 May 2022,,
West,Office Supplies,Storage,09 May 2022,,
Central,Office Supplies,Storage,12 May 2022,,
East,Office Supplies,Storage,12 May 2022,-19.5624,82.368
South,Office Supplies,Storage,12 May 2022,,
West,Office Supplies,Storage,12 May 2022,,
Central,Office Supplies,Storage,16 May 2022,,
East,Office Supplies,Storage,16 May 2022,0,552.56
South,Office Supplies,Storage,16 May 2022,,
West,Office Supplies,Storage,16 May 2022,,
Central,Office Supplies,Storage,18 May 2022,,
East,Office Supplies,Storage,18 May 2022,,
South,Office Supplies,Storage,18 May 2022,,
West,Office Supplies,Storage,18 May 2022,26.07,104.28
Central,Office Supplies,Storage,19 May 2022,,
East,Office Supplies,Storage,19 May 2022,0,454.9
South,Office Supplies,Storage,19 May 2022,,
West,Office Supplies,Storage,19 May 2022,,
Central,Office Supplies,Storage,25 May 2022,,
East,Office Supplies,Storage,25 May 2022,,
South,Office Supplies,Storage,25 May 2022,152.118,1267.65
West,Office Supplies,Storage,25 May 2022,,
Central,Office Supplies,Storage,26 May 2022,,
East,Office Supplies,Storage,26 May 2022,,
South,Office Supplies,Storage,26 May 2022,13.8528,184.704
West,Office Supplies,Storage,26 May 2022,,
Central,Office Supplies,Storage,27 May 2022,97.3026,1297.368
East,Office Supplies,Storage,27 May 2022,,
South,Office Supplies,Storage,27 May 2022,,
West,Office Supplies,Storage,27 May 2022,,
Central,Office Supplies,Storage,30 May 2022,13.9328,49.76
East,Office Supplies,Storage,30 May 2022,,
South,Office Supplies,Storage,30 May 2022,,
West,Office Supplies,Storage,30 May 2022,,
Central,Office Supplies,Storage,02 June 2022,,
East,Office Supplies,Storage,02 June 2022,-12.9568,64.784
South,Office Supplies,Storage,02 June 2022,,
West,Office Supplies,Storage,02 June 2022,,
Central,Office Supplies,Storage,05 June 2022,,
East,Office Supplies,Storage,05 June 2022,70.3348,484.988
South,Office Supplies,Storage,05 June 2022,,
West,Office Supplies,Storage,05 June 2022,,
Central,Office Supplies,Storage,06 June 2022,,
East,Office Supplies,Storage,06 June 2022,207.147,714.3
South,Office Supplies,Storage,06 June 2022,,
West,Office Supplies,Storage,06 June 2022,,
Central,Office Supplies,Storage,12 June 2022,6.7536,67.536
East,Office Supplies,Storage,12 June 2022,63.4368,226.56
South,Office Supplies,Storage,12 June 2022,,
West,Office Supplies,Storage,12 June 2022,,
Central,Office Supplies,Storage,17 June 2022,,
East,Office Supplies,Storage,17 June 2022,52.5474,249.3
South,Office Supplies,Storage,17 June 2022,,
West,Office Supplies,Storage,17 June 2022,,
Central,Office Supplies,Storage,20 June 2022,,
East,Office Supplies,Storage,20 June 2022,,
South,Office Supplies,Storage,20 June 2022,,
West,Office Supplies,Storage,20 June 2022,9.7164,161.94
Central,Office Supplies,Storage,23 June 2022,,
East,Office Supplies,Storage,23 June 2022,38.988,324.9
South,Office Supplies,Storage,23 June 2022,,
West,Office Supplies,Storage,23 June 2022,25.2936,93.68
Central,Office Supplies,Storage,25 June 2022,,
East,Office Supplies,Storage,25 June 2022,-50.8704,254.352
South,Office Supplies,Storage,25 June 2022,,
West,Office Supplies,Storage,25 June 2022,,
Central,Office Supplies,Storage,26 June 2022,44.4704,171.04
East,Office Supplies,Storage,26 June 2022,85.553,719.15
South,Office Supplies,Storage,26 June 2022,,
West,Office Supplies,Storage,26 June 2022,,
Central,Office Supplies,Storage,29 June 2022,,
East,Office Supplies,Storage,29 June 2022,,
South,Office Supplies,Storage,29 June 2022,19.188,191.88
West,Office Supplies,Storage,29 June 2022,,
Central,Office Supplies,Storage,04 July 2022,,
East,Office Supplies,Storage,04 July 2022,,
South,Office Supplies,Storage,04 July 2022,,
West,Office Supplies,Storage,04 July 2022,0.5584,27.92
Central,Office Supplies,Storage,08 July 2022,,
East,Office Supplies,Storage,08 July 2022,,
South,Office Supplies,Storage,08 July 2022,,
West,Office Supplies,Storage,08 July 2022,-1.2558,33.488
Central,Office Supplies,Storage,10 July 2022,-33.804,338.04
East,Office Supplies,Storage,10 July 2022,,
South,Office Supplies,Storage,10 July 2022,,
West,Office Supplies,Storage,10 July 2022,1.4672,16.768
Central,Office Supplies,Storage,14 July 2022,,
East,Office Supplies,Storage,14 July 2022,3.363,11.21
South,Office Supplies,Storage,14 July 2022,,
West,Office Supplies,Storage,14 July 2022,,
Central,Office Supplies,Storage,16 July 2022,3.7224,37.224
East,Office Supplies,Storage,16 July 2022,,
South,Office Supplies,Storage,16 July 2022,,
