Superstore 2023.Region,Superstore 2023.Category,Dates.Date,Sum(Superstore 2023.Sales)
West,Technology,"Thursday, August 04, 2022",302.384
Central,Technology,"Saturday, August 06, 2022",
East,Technology,"Saturday, August 06, 2022",
South,Technology,"Saturday, August 06, 2022",
West,Technology,"Saturday, August 06, 2022",211.168
Central,Technology,"Sunday, August 07, 2022",
East,Technology,"Sunday, August 07, 2022",
South,Technology,"Sunday, August 07, 2022",
West,Technology,"Sunday, August 07, 2022",179.97
Central,Technology,"Tuesday, August 09, 2022",
East,Technology,"Tuesday, August 09, 2022",
South,Technology,"Tuesday, August 09, 2022",44.784
West,Technology,"Tuesday, August 09, 2022",
Central,Technology,"Friday, August 12, 2022",1399.944
East,Technology,"Friday, August 12, 2022",
South,Technology,"Friday, August 12, 2022",
West,Technology,"Friday, August 12, 2022",
Central,Technology,"Saturday, August 13, 2022",
East,Technology,"Saturday, August 13, 2022",
South,Technology,"Saturday, August 13, 2022",71.98
West,Technology,"Saturday, August 13, 2022",
Central,Technology,"Sunday, August 14, 2022",
East,Technology,"Sunday, August 14, 2022",787.044
South,Technology,"Sunday, August 14, 2022",
West,Technology,"Sunday, August 14, 2022",105.552
Central,Technology,"Monday, August 15, 2022",
East,Technology,"Monday, August 15, 2022",
South,Technology,"Monday, August 15, 2022",705.544
West,Technology,"Monday, August 15, 2022",237.576
Central,Technology,"Thursday, August 18, 2022",
East,Technology,"Thursday, August 18, 2022",39.99
South,Technology,"Thursday, August 18, 2022",
West,Technology,"Thursday, August 18, 2022",
Central,Technology,"Saturday, August 20, 2022",14.78
East,Technology,"Saturday, August 20, 2022",
South,Technology,"Saturday, August 20, 2022",
West,Technology,"Saturday, August 20, 2022",
Central,Technology,"Sunday, August 21, 2022",
East,Technology,"Sunday, August 21, 2022",
South,Technology,"Sunday, August 21, 2022",
West,Technology,"Sunday, August 21, 2022",378.914
Central,Technology,"Tuesday, August 23, 2022",668.38
East,Technology,"Tuesday, August 23, 2022",
South,Technology,"Tuesday, August 23, 2022",
West,Technology,"Tuesday, August 23, 2022",837.6
Central,Technology,"Friday, August 26, 2022",897.894
East,Technology,"Friday, August 26, 2022",330.934
South,Technology,"Friday, August 26, 2022",
West,Technology,"Friday, August 26, 2022",
Central,Technology,"Saturday, August 27, 2022",
East,Technology,"Saturday, August 27, 2022",59.97
South,Technology,"Saturday, August 27, 2022",
West,Technology,"Saturday, August 27, 2022",
Central,Technology,"Sunday, August 28, 2022",
East,Technology,"Sunday, August 28, 2022",
South,Technology,"Sunday, August 28, 2022",
West,Technology,"Sunday, August 28, 2022",108.576
Central,Technology,"Monday, August 29, 2022",95.976
East,Technology,"Monday, August 29, 2022",22
South,Technology,"Monday, August 29, 2022",
West,Technology,"Monday, August 29, 2022",
Central,Technology,"Tuesday, August 30, 2022",
East,Technology,"Tuesday, August 30, 2022",290.898
South,Technology,"Tuesday, August 30, 2022",
West,Technology,"Tuesday, August 30, 2022",339.96
Central,Technology,"Thursday, September 01, 2022",8.78
East,Technology,"Thursday, September 01, 2022",572.158
South,Technology,"Thursday, September 01, 2022",
West,Technology,"Thursday, September 01, 2022",
Central,Technology,"Friday, September 02, 2022",1522.46
East,Technology,"Friday, September 02, 2022",
South,Technology,"Friday, September 02, 2022",1012.68
West,Technology,"Friday, September 02, 2022",2091.148
Central,Technology,"Saturday, September 03, 2022",
East,Technology,"Saturday, September 03, 2022",280.782
South,Technology,"Saturday, September 03, 2022",
West,Technology,"Saturday, September 03, 2022",
Central,Technology,"Sunday, September 04, 2022",279.95
East,Technology,"Sunday, September 04, 2022",
South,Technology,"Sunday, September 04, 2022",
West,Technology,"Sunday, September 04, 2022",2799.96
Central,Technology,"Monday, September 05, 2022",278.4
East,Technology,"Monday, September 05, 2022",43.6
South,Technology,"Monday, September 05, 2022",108.784
West,Technology,"Monday, September 05, 2022",116
Central,Technology,"Tuesday, September 06, 2022",329.584
East,Technology,"Tuesday, September 06, 2022",31.86
South,Technology,"Tuesday, September 06, 2022",
West,Technology,"Tuesday, September 06, 2022",
Central,Technology,"Thursday, September 08, 2022",117.544
East,Technology,"Thursday, September 08, 2022",
South,Technology,"Thursday, September 08, 2022",35.168
West,Technology,"Thursday, September 08, 2022",
Central,Technology,"Saturday, September 10, 2022",719.96
East,Technology,"Saturday, September 10, 2022",
South,Technology,"Saturday, September 10, 2022",519.68
West,Technology,"Saturday, September 10, 2022",
Central,Technology,"Sunday, September 11, 2022",224.75
East,Technology,"Sunday, September 11, 2022",728.946
South,Technology,"Sunday, September 11, 2022",1599.92
West,Technology,"Sunday, September 11, 2022",3347.37
Central,Technology,"Monday, September 12, 2022",
East,Technology,"Monday, September 12, 2022",
South,Technology,"Monday, September 12, 2022",20.7
West,Technology,"Monday, September 12, 2022",146.952
Central,Technology,"Tuesday, September 13, 2022",179.92
East,Technology,"Tuesday, September 13, 2022",
South,Technology,"Tuesday, September 13, 2022",
West,Technology,"Tuesday, September 13, 2022",
Central,Technology,"Wednesday, September 14, 2022",
East,Technology,"Wednesday, September 14, 2022",437.85
South,Technology,"Wednesday, September 14, 2022",
West,Technology,"Wednesday, September 14, 2022",
Central,Technology,"Saturday, September 17, 2022",
East,Technology,"Saturday, September 17, 2022",437.85
South,Technology,"Saturday, September 17, 2022",396
West,Technology,"Saturday, September 17, 2022",179.168
Central,Technology,"Sunday, September 18, 2022",
East,Technology,"Sunday, September 18, 2022",
South,Technology,"Sunday, September 18, 2022",
West,Technology,"Sunday, September 18, 2022",239.984
Central,Technology,"Monday, September 19, 2022",
East,Technology,"Monday, September 19, 2022",
South,Technology,"Monday, September 19, 2022",249.95
West,Technology,"Monday, September 19, 2022",
Central,Technology,"Thursday, September 22, 2022",97.98
East,Technology,"Thursday, September 22, 2022",
South,Technology,"Thursday, September 22, 2022",63.936
West,Technology,"Thursday, September 22, 2022",
Central,Technology,"Sunday, September 25, 2022",499.95
East,Technology,"Sunday, September 25, 2022",
South,Technology,"Sunday, September 25, 2022",
West,Technology,"Sunday, September 25, 2022",524.712
Central,Technology,"Monday, September 26, 2022",
East,Technology,"Monday, September 26, 2022",
South,Technology,"Monday, September 26, 2022",431.976
West,Technology,"Monday, September 26, 2022",100
Central,Technology,"Tuesday, September 27, 2022",
East,Technology,"Tuesday, September 27, 2022",
South,Technology,"Tuesday, September 27, 2022",
West,Technology,"Tuesday, September 27, 2022",1001.584
Central,Technology,"Thursday, September 29, 2022",
East,Technology,"Thursday, September 29, 2022",
South,Technology,"Thursday, September 29, 2022",209.97
West,Technology,"Thursday, September 29, 2022",895.44
Central,Technology,"Saturday, October 01, 2022",149.412
East,Technology,"Saturday, October 01, 2022",
South,Technology,"Saturday, October 01, 2022",
West,Technology,"Saturday, October 01, 2022",
Central,Technology,"Sunday, October 02, 2022",17499.95
East,Technology,"Sunday, October 02, 2022",
South,Technology,"Sunday, October 02, 2022",
West,Technology,"Sunday, October 02, 2022",
Central,Technology,"Tuesday, October 04, 2022",
East,Technology,"Tuesday, October 04, 2022",5399.91
South,Technology,"Tuesday, October 04, 2022",52.68
West,Technology,"Tuesday, October 04, 2022",
Central,Technology,"Thursday, October 06, 2022",
East,Technology,"Thursday, October 06, 2022",
South,Technology,"Thursday, October 06, 2022",
West,Technology,"Thursday, October 06, 2022",771.67
Central,Technology,"Friday, October 07, 2022",
East,Technology,"Friday, October 07, 2022",
South,Technology,"Friday, October 07, 2022",
West,Technology,"Friday, October 07, 2022",837.6
Central,Technology,"Sunday, October 09, 2022",
East,Technology,"Sunday, October 09, 2022",23.976
South,Technology,"Sunday, October 09, 2022",
West,Technology,"Sunday, October 09, 2022",
Central,Technology,"Monday, October 10, 2022",
East,Technology,"Monday, October 10, 2022",
South,Technology,"Monday, October 10, 2022",
West,Technology,"Monday, October 10, 2022",15.992
Central,Technology,"Thursday, October 13, 2022",191.976
East,Technology,"Thursday, October 13, 2022",
South,Technology,"Thursday, October 13, 2022",
West,Technology,"Thursday, October 13, 2022",
Central,Technology,"Friday, October 14, 2022",1649.75
East,Technology,"Friday, October 14, 2022",1091.93
South,Technology,"Friday, October 14, 2022",22.704
West,Technology,"Friday, October 14, 2022",177
Central,Technology,"Saturday, October 15, 2022",5.5
East,Technology,"Saturday, October 15, 2022",
South,Technology,"Saturday, October 15, 2022",
West,Technology,"Saturday, October 15, 2022",
Central,Technology,"Monday, October 17, 2022",449.97
East,Technology,"Monday, October 17, 2022",
South,Technology,"Monday, October 17, 2022",
West,Technology,"Monday, October 17, 2022",
Central,Technology,"Thursday, October 20, 2022",317.68
East,Technology,"Thursday, October 20, 2022",
South,Technology,"Thursday, October 20, 2022",
West,Technology,"Thursday, October 20, 2022",
Central,Technology,"Friday, October 21, 2022",106.08
East,Technology,"Friday, October 21, 2022",333.312
South,Technology,"Friday, October 21, 2022",
West,Technology,"Friday, October 21, 2022",
Central,Technology,"Monday, October 24, 2022",
East,Technology,"Monday, October 24, 2022",
South,Technology,"Monday, October 24, 2022",239.976
West,Technology,"Monday, October 24, 2022",1109.97
Central,Technology,"Tuesday, October 25, 2022",
East,Technology,"Tuesday, October 25, 2022",
South,Technology,"Tuesday, October 25, 2022",783.96
West,Technology,"Tuesday, October 25, 2022",
Central,Technology,"Friday, October 28, 2022",
East,Technology,"Friday, October 28, 2022",
South,Technology,"Friday, October 28, 2022",
West,Technology,"Friday, October 28, 2022",302.376
Central,Technology,"Tuesday, November 01, 2022",68.112
East,Technology,"Tuesday, November 01, 2022",
South,Technology,"Tuesday, November 01, 2022",21.8
West,Technology,"Tuesday, November 01, 2022",
Central,Technology,"Thursday, November 03, 2022",
East,Technology,"Thursday, November 03, 2022",72
South,Technology,"Thursday, November 03, 2022",
West,Technology,"Thursday, November 03, 2022",262.941
Central,Technology,"Friday, November 04, 2022",
East,Technology,"Friday, November 04, 2022",
South,Technology,"Friday, November 04, 2022",
West,Technology,"Friday, November 04, 2022",686.4
Central,Technology,"Saturday, November 05, 2022",171.96
East,Technology,"Saturday, November 05, 2022",23.988
South,Technology,"Saturday, November 05, 2022",89.97
West,Technology,"Saturday, November 05, 2022",551.72
Central,Technology,"Monday, November 07, 2022",
East,Technology,"Monday, November 07, 2022",743.906
South,Technology,"Monday, November 07, 2022",
West,Technology,"Monday, November 07, 2022",479.97
Central,Technology,"Wednesday, November 09, 2022",
East,Technology,"Wednesday, November 09, 2022",
South,Technology,"Wednesday, November 09, 2022",
West,Technology,"Wednesday, November 09, 2022",479.97
Central,Technology,"Thursday, November 10, 2022",501.924
East,Technology,"Thursday, November 10, 2022",1102.808
South,Technology,"Thursday, November 10, 2022",
West,Technology,"Thursday, November 10, 2022",
Central,Technology,"Friday, November 11, 2022",353.948
East,Technology,"Friday, November 11, 2022",95.97
South,Technology,"Friday, November 11, 2022",
West,Technology,"Friday, November 11, 2022",
Central,Technology,"Saturday, November 12, 2022",
East,Technology,"Saturday, November 12, 2022",
South,Technology,"Saturday, November 12, 2022",
West,Technology,"Saturday, November 12, 2022",235.96
Central,Technology,"Sunday, November 13, 2022",
East,Technology,"Sunday, November 13, 2022",2279.96
South,Technology,"Sunday, November 13, 2022",
West,Technology,"Sunday, November 13, 2022",
Central,Technology,"Monday, November 14, 2022",
East,Technology,"Monday, November 14, 2022",1303.926
South,Technology,"Monday, November 14, 2022",499.98
West,Technology,"Monday, November 14, 2022",
Central,Technology,"Tuesday, November 15, 2022",
East,Technology,"Tuesday, November 15, 2022",
South,Technology,"Tuesday, November 15, 2022",
West,Technology,"Tuesday, November 15, 2022",460.766
Central,Technology,"Thursday, November 17, 2022",67.176
East,Technology,"Thursday, November 17, 2022",
South,Technology,"Thursday, November 17, 2022",
West,Technology,"Thursday, November 17, 2022",
Central,Technology,"Friday, November 18, 2022",
East,Technology,"Friday, November 18, 2022",
South,Technology,"Friday, November 18, 2022",1319.96
West,Technology,"Friday, November 18, 2022",656.192
Central,Technology,"Saturday, November 19, 2022",71.96
East,Technology,"Saturday, November 19, 2022",
South,Technology,"Saturday, November 19, 2022",
West,Technology,"Saturday, November 19, 2022",
Central,Technology,"Sunday, November 20, 2022",1219.042
East,Technology,"Sunday, November 20, 2022",255.984
South,Technology,"Sunday, November 20, 2022",244.768
West,Technology,"Sunday, November 20, 2022",27.88
Central,Technology,"Monday, November 21, 2022",486.516
East,Technology,"Monday, November 21, 2022",30.345
South,Technology,"Monday, November 21, 2022",
West,Technology,"Monday, November 21, 2022",
Central,Technology,"Tuesday, November 22, 2022",24.032
East,Technology,"Tuesday, November 22, 2022",
South,Technology,"Tuesday, November 22, 2022",
West,Technology,"Tuesday, November 22, 2022",
Central,Technology,"Thursday, November 24, 2022",1050.12
East,Technology,"Thursday, November 24, 2022",228.36
South,Technology,"Thursday, November 24, 2022",
West,Technology,"Thursday, November 24, 2022",1253.34
Central,Technology,"Friday, November 25, 2022",160
East,Technology,"Friday, November 25, 2022",4879.881
South,Technology,"Friday, November 25, 2022",59.98
West,Technology,"Friday, November 25, 2022",
Central,Technology,"Saturday, November 26, 2022",
East,Technology,"Saturday, November 26, 2022",554.952
South,Technology,"Saturday, November 26, 2022",3040
West,Technology,"Saturday, November 26, 2022",
Central,Technology,"Sunday, November 27, 2022",97.35
East,Technology,"Sunday, November 27, 2022",
South,Technology,"Sunday, November 27, 2022",116.76
West,Technology,"Sunday, November 27, 2022",271.992
Central,Technology,"Monday, November 28, 2022",
East,Technology,"Monday, November 28, 2022",340.182
South,Technology,"Monday, November 28, 2022",101.7
