New Report.CO_DIV_FIP NO,Min(New Report.SHIPMENT_TYPE)
TR/FR/7119/2024,LCL
TR/FR/7120/2021,LCL
TR/FR/7120/2022,LCL
TR/FR/7120/2023,LCL
TR/FR/7120/2024,LCL
TR/FR/7121/2021,LCL
TR/FR/7121/2022,LCL
TR/FR/7121/2023,LCL
TR/FR/7121/2024,LCL
TR/FR/7122/2021,LCL
TR/FR/7122/2022,LCL
TR/FR/7122/2023,LCL
TR/FR/7122/2024,LCL
TR/FR/7123/2021,LCL
TR/FR/7123/2022,LCL
TR/FR/7123/2023,LCL
TR/FR/7123/2024,LCL
TR/FR/7124/2021,LCL
TR/FR/7124/2022,LCL
TR/FR/7124/2023,LCL
TR/FR/7124/2024,LCL
TR/FR/7125/2021,LCL
TR/FR/7125/2022,LCL
TR/FR/7125/2023,LCL
TR/FR/7125/2024,LCL
TR/FR/7126/2021,LCL
TR/FR/7126/2022,LCL
TR/FR/7126/2023,LCL
TR/FR/7126/2024,LCL
TR/FR/7127/2021,LCL
TR/FR/7127/2022,LCL
TR/FR/7127/2023,LCL
TR/FR/7127/2024,LCL
TR/FR/7128/2021,LCL
TR/FR/7128/2022,LCL
TR/FR/7128/2023,LCL
TR/FR/7128/2024,LCL
TR/FR/7129/2021,LCL
TR/FR/7129/2022,LCL
TR/FR/7129/2023,LCL
TR/FR/7129/2024,LCL
TR/FR/7130/2021,LCL
TR/FR/7130/2022,LCL
TR/FR/7130/2023,LCL
TR/FR/7130/2024,LCL
TR/FR/7131/2021,LCL
TR/FR/7131/2022,LCL
TR/FR/7131/2023,LCL
TR/FR/7131/2024,LCL
TR/FR/7132/2021,LCL
TR/FR/7132/2022,LCL
TR/FR/7132/2023,LCL
TR/FR/7132/2024,LCL
TR/FR/7133/2021,LCL
TR/FR/7133/2022,LCL
TR/FR/7133/2023,LCL
TR/FR/7133/2024,LCL
TR/FR/7134/2021,LCL
TR/FR/7134/2022,LCL
TR/FR/7134/2023,LCL
TR/FR/7134/2024,LCL
TR/FR/7135/2021,LCL
TR/FR/7135/2022,LCL
TR/FR/7135/2023,LCL
TR/FR/7135/2024,LCL
TR/FR/7136/2021,LCL
TR/FR/7136/2022,LCL
TR/FR/7136/2023,LCL
TR/FR/7136/2024,LCL
TR/FR/7137/2021,LCL
TR/FR/7137/2022,LCL
TR/FR/7137/2023,LCL
TR/FR/7137/2024,LCL
TR/FR/7138/2021,LCL
TR/FR/7138/2022,LCL
TR/FR/7138/2023,LCL
TR/FR/7138/2024,LCL
TR/FR/7139/2021,LCL
TR/FR/7139/2022,LCL
TR/FR/7139/2023,LCL
TR/FR/7139/2024,LCL
TR/FR/7140/2021,LCL
TR/FR/7140/2022,LCL
TR/FR/7140/2023,LCL
TR/FR/7140/2024,LCL
TR/FR/7141/2021,LCL
TR/FR/7141/2022,LCL
TR/FR/7141/2023,LCL
TR/FR/7141/2024,LCL
TR/FR/7142/2021,LCL
TR/FR/7142/2022,LCL
TR/FR/7142/2023,LCL
TR/FR/7142/2024,LCL
TR/FR/7143/2021,LCL
TR/FR/7143/2022,LCL
TR/FR/7143/2023,LCL
TR/FR/7143/2024,LCL
TR/FR/7144/2021,LCL
TR/FR/7144/2022,LCL
TR/FR/7144/2023,LCL
TR/FR/7144/2024,LCL
TR/FR/7145/2021,LCL
TR/FR/7145/2022,LCL
TR/FR/7145/2023,LCL
TR/FR/7145/2024,LCL
TR/FR/7146/2021,LCL
TR/FR/7146/2022,LCL
TR/FR/7146/2023,LCL
TR/FR/7146/2024,LCL
TR/FR/7147/2021,LCL
TR/FR/7147/2022,LCL
TR/FR/7147/2023,LCL
TR/FR/7147/2024,LCL
TR/FR/7148/2021,LCL
TR/FR/7148/2022,LCL
TR/FR/7148/2023,LCL
TR/FR/7148/2024,LCL
TR/FR/7149/2021,LCL
TR/FR/7149/2022,LCL
TR/FR/7149/2023,LCL
TR/FR/7149/2024,LCL
TR/FR/7150/2021,LCL
TR/FR/7150/2022,LCL
TR/FR/7150/2023,LCL
TR/FR/7150/2024,LCL
TR/FR/7151/2021,LCL
TR/FR/7151/2022,LCL
TR/FR/7151/2023,LCL
TR/FR/7151/2024,LCL
TR/FR/7152/2021,LCL
TR/FR/7152/2022,LCL
TR/FR/7152/2023,LCL
TR/FR/7152/2024,LCL
TR/FR/7153/2021,LCL
TR/FR/7153/2022,LCL
TR/FR/7153/2023,LCL
TR/FR/7153/2024,LCL
TR/FR/7154/2021,LCL
TR/FR/7154/2022,LCL
TR/FR/7154/2023,LCL
TR/FR/7154/2024,LCL
TR/FR/7155/2021,LCL
TR/FR/7155/2022,LCL
TR/FR/7155/2023,LCL
TR/FR/7155/2024,LCL
TR/FR/7156/2021,LCL
TR/FR/7156/2022,LCL
TR/FR/7156/2023,LCL
TR/FR/7156/2024,LCL
TR/FR/7157/2021,LCL
TR/FR/7157/2022,LCL
TR/FR/7157/2023,LCL
TR/FR/7157/2024,LCL
TR/FR/7158/2021,LCL
TR/FR/7158/2022,LCL
TR/FR/7158/2023,LCL
TR/FR/7158/2024,LCL
TR/FR/7159/2021,LCL
TR/FR/7159/2022,LCL
TR/FR/7159/2023,LCL
TR/FR/7159/2024,LCL
TR/FR/7160/2021,LCL
TR/FR/7160/2022,LCL
TR/FR/7160/2023,LCL
TR/FR/7160/2024,LCL
TR/FR/7161/2021,LCL
TR/FR/7161/2022,LCL
TR/FR/7161/2023,LCL
TR/FR/7161/2024,LCL
TR/FR/7162/2021,LCL
TR/FR/7162/2022,LCL
TR/FR/7162/2023,LCL
TR/FR/7162/2024,LCL
TR/FR/7163/2021,LCL
TR/FR/7163/2022,LCL
TR/FR/7163/2023,LCL
TR/FR/7163/2024,LCL
TR/FR/7164/2021,LCL
TR/FR/7164/2022,LCL
TR/FR/7164/2023,LCL
TR/FR/7164/2024,LCL
TR/FR/7165/2021,LCL
TR/FR/7165/2022,LCL
TR/FR/7165/2023,LCL
TR/FR/7165/2024,LCL
TR/FR/7166/2021,LCL
TR/FR/7166/2022,LCL
TR/FR/7166/2023,LCL
TR/FR/7166/2024,LCL
TR/FR/7167/2021,LCL
TR/FR/7167/2022,LCL
TR/FR/7167/2023,LCL
TR/FR/7167/2024,LCL
TR/FR/7168/2021,LCL
TR/FR/7168/2022,LCL
TR/FR/7168/2023,LCL
TR/FR/7168/2024,LCL
TR/FR/7169/2021,LCL
TR/FR/7169/2022,LCL
TR/FR/7169/2023,LCL
TR/FR/7169/2024,LCL
TR/FR/7170/2021,LCL
TR/FR/7170/2022,LCL
TR/FR/7170/2023,LCL
TR/FR/7170/2024,LCL
TR/FR/7171/2021,LCL
TR/FR/7171/2022,LCL
TR/FR/7171/2023,LCL
TR/FR/7171/2024,LCL
TR/FR/7172/2021,LCL
TR/FR/7172/2022,LCL
TR/FR/7172/2023,LCL
TR/FR/7172/2024,LCL
TR/FR/7173/2021,LCL
TR/FR/7173/2022,LCL
TR/FR/7173/2023,LCL
TR/FR/7173/2024,LCL
TR/FR/7174/2021,LCL
TR/FR/7174/2022,LCL
TR/FR/7174/2023,LCL
TR/FR/7174/2024,LCL
TR/FR/7175/2021,LCL
TR/FR/7175/2022,LCL
TR/FR/7175/2023,LCL
TR/FR/7175/2024,LCL
TR/FR/7176/2021,LCL
TR/FR/7176/2023,LCL
TR/FR/7176/2024,LCL
TR/FR/7177/2021,LCL
TR/FR/7177/2022,LCL
TR/FR/7177/2023,LCL
TR/FR/7177/2024,LCL
TR/FR/7178/2021,LCL
TR/FR/7178/2022,LCL
TR/FR/7178/2023,LCL
TR/FR/7178/2024,LCL
TR/FR/7179/2021,LCL
TR/FR/7179/2022,LCL
TR/FR/7179/2023,LCL
TR/FR/7179/2024,LCL
TR/FR/7180/2021,LCL
TR/FR/7180/2022,LCL
TR/FR/7180/2023,LCL
TR/FR/7180/2024,LCL
TR/FR/7181/2021,LCL
TR/FR/7181/2022,LCL
TR/FR/7181/2023,LCL
TR/FR/7181/2024,LCL
TR/FR/7182/2021,LCL
TR/FR/7182/2022,LCL
TR/FR/7182/2023,LCL
TR/FR/7182/2024,LCL
TR/FR/7183/2021,LCL
TR/FR/7183/2022,LCL
TR/FR/7183/2023,LCL
TR/FR/7183/2024,LCL
TR/FR/7184/2021,LCL
TR/FR/7184/2022,LCL
TR/FR/7184/2023,LCL
TR/FR/7184/2024,LCL
TR/FR/7185/2021,LCL
TR/FR/7185/2022,LCL
TR/FR/7185/2023,LCL
TR/FR/7185/2024,LCL
TR/FR/7186/2021,LCL
TR/FR/7186/2022,LCL
TR/FR/7186/2023,LCL
TR/FR/7186/2024,LCL
TR/FR/7187/2021,LCL
TR/FR/7187/2022,LCL
TR/FR/7187/2023,LCL
TR/FR/7187/2024,LCL
TR/FR/7188/2021,LCL
TR/FR/7188/2022,LCL
TR/FR/7188/2023,LCL
TR/FR/7188/2024,LCL
TR/FR/7189/2021,LCL
TR/FR/7189/2022,LCL
TR/FR/7189/2023,LCL
TR/FR/7189/2024,LCL
TR/FR/7190/2021,LCL
TR/FR/7190/2022,LCL
TR/FR/7190/2023,LCL
TR/FR/7190/2024,LCL
TR/FR/7191/2021,LCL
TR/FR/7191/2022,LCL
TR/FR/7191/2023,LCL
TR/FR/7191/2024,LCL
TR/FR/7192/2021,LCL
TR/FR/7192/2022,LCL
TR/FR/7192/2023,LCL
TR/FR/7192/2024,LCL
TR/FR/7193/2021,LCL
TR/FR/7193/2022,LCL
TR/FR/7193/2023,LCL
TR/FR/7193/2024,LCL
TR/FR/7194/2021,LCL
TR/FR/7194/2022,LCL
TR/FR/7194/2023,LCL
TR/FR/7194/2024,LCL
TR/FR/7195/2021,LCL
TR/FR/7195/2022,LCL
TR/FR/7195/2023,LCL
TR/FR/7195/2024,LCL
TR/FR/7196/2021,LCL
TR/FR/7196/2022,LCL
TR/FR/7196/2023,LCL
TR/FR/7196/2024,LCL
TR/FR/7197/2021,LCL
TR/FR/7197/2022,LCL
TR/FR/7197/2023,LCL
TR/FR/7197/2024,LCL
TR/FR/7198/2021,LCL
TR/FR/7198/2022,LCL
TR/FR/7198/2023,LCL
TR/FR/7198/2024,LCL
TR/FR/7199/2021,LCL
TR/FR/7199/2022,LCL
TR/FR/7199/2023,LCL
TR/FR/7199/2024,LCL
TR/FR/72/2021,LCL
TR/FR/7200/2021,LCL
TR/FR/7200/2022,LCL
TR/FR/7200/2023,LCL
TR/FR/7200/2024,LCL
TR/FR/7201/2021,LCL
TR/FR/7201/2022,LCL
TR/FR/7201/2023,LCL
TR/FR/7201/2024,LCL
TR/FR/7202/2021,LCL
TR/FR/7202/2022,LCL
TR/FR/7202/2023,LCL
TR/FR/7202/2024,LCL
TR/FR/7203/2021,LCL
TR/FR/7203/2022,LCL
TR/FR/7203/2023,LCL
TR/FR/7203/2024,LCL
TR/FR/7204/2021,LCL
TR/FR/7204/2022,LCL
TR/FR/7204/2023,LCL
TR/FR/7204/2024,LCL
TR/FR/7205/2021,LCL
TR/FR/7205/2023,LCL
TR/FR/7205/2024,LCL
TR/FR/7206/2021,LCL
TR/FR/7206/2022,LCL
TR/FR/7206/2023,LCL
TR/FR/7206/2024,LCL
TR/FR/7207/2021,LCL
TR/FR/7207/2022,LCL
TR/FR/7207/2023,LCL
TR/FR/7207/2024,LCL
TR/FR/7208/2021,LCL
TR/FR/7208/2022,LCL
TR/FR/7208/2023,LCL
TR/FR/7208/2024,LCL
TR/FR/7209/2021,LCL
TR/FR/7209/2022,LCL
TR/FR/7209/2023,LCL
TR/FR/7209/2024,LCL
TR/FR/7210/2021,LCL
TR/FR/7210/2022,LCL
TR/FR/7210/2023,LCL
TR/FR/7210/2024,LCL
TR/FR/7211/2021,LCL
TR/FR/7211/2022,LCL
TR/FR/7211/2023,LCL
TR/FR/7211/2024,LCL
TR/FR/7212/2021,LCL
TR/FR/7212/2022,LCL
TR/FR/7212/2023,LCL
TR/FR/7213/2021,LCL
TR/FR/7213/2022,LCL
TR/FR/7213/2023,LCL
TR/FR/7214/2021,LCL
TR/FR/7214/2022,LCL
TR/FR/7214/2023,LCL
TR/FR/7215/2021,LCL
TR/FR/7215/2022,LCL
TR/FR/7215/2023,LCL
TR/FR/7216/2021,LCL
TR/FR/7216/2022,LCL
TR/FR/7216/2023,LCL
TR/FR/7217/2021,LCL
TR/FR/7217/2022,LCL
TR/FR/7217/2023,LCL
TR/FR/7218/2021,LCL
TR/FR/7218/2022,LCL
TR/FR/7218/2023,LCL
TR/FR/7219/2021,LCL
TR/FR/7219/2022,LCL
TR/FR/7219/2023,LCL
TR/FR/7220/2021,LCL
TR/FR/7220/2022,LCL
TR/FR/7220/2023,LCL
TR/FR/7221/2021,LCL
TR/FR/7221/2022,LCL
TR/FR/7221/2023,LCL
TR/FR/7222/2021,LCL
TR/FR/7222/2022,LCL
TR/FR/7222/2023,LCL
TR/FR/7223/2021,LCL
TR/FR/7223/2022,LCL
TR/FR/7223/2023,LCL
TR/FR/7224/2021,LCL
TR/FR/7224/2022,LCL
TR/FR/7224/2023,LCL
TR/FR/7225/2021,LCL
TR/FR/7225/2022,LCL
TR/FR/7225/2023,LCL
TR/FR/7226/2021,LCL
TR/FR/7226/2022,LCL
TR/FR/7226/2023,LCL
TR/FR/7227/2021,LCL
TR/FR/7227/2022,LCL
TR/FR/7227/2023,LCL
TR/FR/7228/2021,LCL
TR/FR/7228/2022,LCL
TR/FR/7228/2023,LCL
TR/FR/7229/2021,LCL
TR/FR/7229/2022,LCL
TR/FR/7229/2023,LCL
TR/FR/7230/2021,LCL
TR/FR/7230/2022,LCL
TR/FR/7230/2023,LCL
TR/FR/7231/2021,LCL
TR/FR/7231/2022,LCL
TR/FR/7231/2023,LCL
TR/FR/7232/2021,LCL
TR/FR/7232/2022,LCL
TR/FR/7232/2023,LCL
TR/FR/7233/2021,LCL
TR/FR/7233/2022,LCL
TR/FR/7233/2023,LCL
TR/FR/7234/2021,LCL
TR/FR/7234/2022,LCL
TR/FR/7234/2023,LCL
TR/FR/7235/2021,LCL
TR/FR/7235/2022,LCL
TR/FR/7235/2023,LCL
TR/FR/7236/2021,LCL
TR/FR/7236/2022,LCL
TR/FR/7236/2023,LCL
TR/FR/7237/2021,LCL
TR/FR/7237/2022,LCL
TR/FR/7237/2023,LCL
TR/FR/7238/2021,LCL
TR/FR/7238/2022,LCL
TR/FR/7238/2023,LCL
TR/FR/7239/2021,LCL
TR/FR/7239/2022,LCL
TR/FR/7239/2023,LCL
TR/FR/7240/2021,LCL
TR/FR/7240/2022,LCL
TR/FR/7240/2023,LCL
TR/FR/7241/2021,LCL
TR/FR/7241/2022,LCL
TR/FR/7241/2023,LCL
TR/FR/7242/2021,LCL
TR/FR/7242/2022,LCL
TR/FR/7242/2023,LCL
TR/FR/7243/2021,LCL
TR/FR/7243/2022,LCL
TR/FR/7243/2023,LCL
TR/FR/7244/2021,LCL
TR/FR/7244/2022,LCL
TR/FR/7244/2023,LCL
TR/FR/7245/2021,LCL
TR/FR/7245/2022,LCL
TR/FR/7245/2023,LCL
TR/FR/7246/2021,LCL
TR/FR/7246/2022,LCL
TR/FR/7246/2023,LCL
TR/FR/7247/2021,LCL
TR/FR/7247/2022,LCL
TR/FR/7247/2023,LCL
TR/FR/7248/2021,LCL
TR/FR/7248/2022,LCL
TR/FR/7248/2023,LCL
TR/FR/7249/2021,LCL
TR/FR/7249/2022,LCL
TR/FR/7249/2023,LCL
TR/FR/7250/2021,LCL
TR/FR/7250/2022,LCL
TR/FR/7250/2023,LCL
TR/FR/7251/2021,LCL
TR/FR/7251/2022,LCL
TR/FR/7251/2023,LCL
TR/FR/7252/2021,LCL
TR/FR/7252/2022,LCL
TR/FR/7252/2023,LCL
TR/FR/7253/2021,LCL
TR/FR/7253/2022,LCL
TR/FR/7253/2023,LCL
TR/FR/7254/2021,LCL
TR/FR/7254/2022,LCL
TR/FR/7254/2023,LCL
TR/FR/7255/2021,LCL
TR/FR/7255/2022,LCL
TR/FR/7255/2023,LCL
TR/FR/7256/2021,LCL
TR/FR/7256/2022,LCL
TR/FR/7256/2023,LCL
TR/FR/7257/2021,LCL
TR/FR/7257/2022,LCL
TR/FR/7257/2023,LCL
TR/FR/7258/2021,LCL
TR/FR/7258/2022,LCL
TR/FR/7258/2023,LCL
TR/FR/7259/2021,LCL
TR/FR/7259/2022,LCL
TR/FR/7259/2023,LCL
TR/FR/7260/2021,LCL
TR/FR/7260/2022,LCL
TR/FR/7260/2023,LCL
TR/FR/7261/2021,LCL
TR/FR/7261/2022,LCL
TR/FR/7261/2023,LCL
TR/FR/7262/2021,LCL
TR/FR/7262/2022,LCL
TR/FR/7262/2023,LCL
TR/FR/7263/2021,LCL
TR/FR/7263/2022,LCL
TR/FR/7263/2023,LCL
TR/FR/7264/2021,LCL
TR/FR/7264/2022,LCL
TR/FR/7264/2023,LCL
TR/FR/7265/2021,LCL
TR/FR/7265/2022,LCL
TR/FR/7265/2023,LCL
TR/FR/7266/2021,LCL
TR/FR/7266/2022,LCL
TR/FR/7266/2023,LCL
TR/FR/7267/2021,LCL
TR/FR/7267/2022,LCL
TR/FR/7267/2023,LCL
TR/FR/7268/2021,LCL
TR/FR/7268/2022,LCL
TR/FR/7268/2023,LCL
TR/FR/7269/2021,LCL
TR/FR/7269/2022,LCL
TR/FR/7269/2023,LCL
TR/FR/7270/2021,LCL
TR/FR/7270/2022,LCL
TR/FR/7270/2023,LCL
TR/FR/7271/2021,LCL
TR/FR/7271/2022,LCL
TR/FR/7271/2023,LCL
TR/FR/7272/2021,LCL
TR/FR/7272/2022,LCL
TR/FR/7272/2023,LCL
TR/FR/7273/2021,LCL
TR/FR/7273/2022,LCL
TR/FR/7273/2023,LCL
TR/FR/7274/2021,LCL
TR/FR/7274/2022,LCL
TR/FR/7274/2023,LCL
TR/FR/7275/2021,LCL
TR/FR/7275/2022,LCL
TR/FR/7275/2023,LCL
TR/FR/7276/2021,LCL
TR/FR/7276/2022,LCL
TR/FR/7276/2023,LCL
TR/FR/7277/2021,LCL
TR/FR/7277/2022,LCL
TR/FR/7277/2023,LCL
TR/FR/7278/2022,LCL
TR/FR/7278/2023,LCL
TR/FR/7279/2021,LCL
TR/FR/7279/2022,LCL
TR/FR/7279/2023,LCL
TR/FR/7280/2021,LCL
TR/FR/7280/2022,LCL
TR/FR/7280/2023,LCL
TR/FR/7281/2021,LCL
TR/FR/7281/2022,LCL
TR/FR/7281/2023,LCL
TR/FR/7282/2021,LCL
TR/FR/7282/2022,LCL
TR/FR/7282/2023,LCL
TR/FR/7283/2021,LCL
TR/FR/7283/2022,LCL
TR/FR/7283/2023,LCL
TR/FR/7284/2021,LCL
TR/FR/7284/2022,LCL
TR/FR/7284/2023,LCL
TR/FR/7285/2021,LCL
TR/FR/7285/2022,LCL
TR/FR/7285/2023,LCL
TR/FR/7286/2021,LCL
TR/FR/7286/2022,LCL
TR/FR/7286/2023,LCL
TR/FR/7287/2021,LCL
TR/FR/7287/2022,LCL
TR/FR/7287/2023,LCL
TR/FR/7288/2021,LCL
TR/FR/7288/2022,LCL
TR/FR/7288/2023,LCL
TR/FR/7289/2021,LCL
TR/FR/7289/2022,LCL
TR/FR/7289/2023,LCL
TR/FR/7290/2021,LCL
TR/FR/7290/2022,LCL
TR/FR/7290/2023,LCL
TR/FR/7291/2021,LCL
TR/FR/7291/2022,LCL
TR/FR/7291/2023,LCL
TR/FR/7292/2021,LCL
TR/FR/7292/2022,LCL
TR/FR/7292/2023,LCL
TR/FR/7293/2021,LCL
TR/FR/7293/2022,LCL
TR/FR/7293/2023,LCL
TR/FR/7294/2021,LCL
TR/FR/7294/2022,LCL
TR/FR/7294/2023,LCL
TR/FR/7295/2021,LCL
TR/FR/7295/2022,LCL
TR/FR/7295/2023,LCL
TR/FR/7296/2021,LCL
TR/FR/7296/2022,LCL
TR/FR/7296/2023,LCL
TR/FR/7297/2021,LCL
TR/FR/7297/2022,LCL
TR/FR/7297/2023,LCL
TR/FR/7298/2021,LCL
TR/FR/7298/2022,LCL
TR/FR/7298/2023,LCL
TR/FR/7299/2021,LCL
TR/FR/7299/2022,LCL
TR/FR/7299/2023,LCL
TR/FR/73/2021,LCL
TR/FR/7300/2021,LCL
TR/FR/7300/2022,LCL
TR/FR/7300/2023,LCL
TR/FR/7301/2021,LCL
TR/FR/7301/2022,LCL
TR/FR/7301/2023,LCL
TR/FR/7302/2021,LCL
TR/FR/7302/2022,LCL
TR/FR/7302/2023,LCL
TR/FR/7303/2021,LCL
TR/FR/7303/2022,LCL
TR/FR/7303/2023,LCL
TR/FR/7304/2021,LCL
TR/FR/7304/2022,LCL
TR/FR/7304/2023,LCL
TR/FR/7305/2021,LCL
TR/FR/7305/2022,LCL
TR/FR/7305/2023,LCL
TR/FR/7306/2021,LCL
TR/FR/7306/2022,LCL
TR/FR/7306/2023,LCL
TR/FR/7307/2021,LCL
TR/FR/7307/2022,LCL
TR/FR/7307/2023,LCL
TR/FR/7308/2021,LCL
TR/FR/7308/2022,LCL
TR/FR/7308/2023,LCL
TR/FR/7309/2021,LCL
TR/FR/7309/2022,LCL
TR/FR/7309/2023,LCL
TR/FR/7310/2021,LCL
TR/FR/7310/2022,LCL
TR/FR/7310/2023,LCL
TR/FR/7311/2021,LCL
TR/FR/7311/2022,LCL
TR/FR/7311/2023,LCL
TR/FR/7312/2021,LCL
TR/FR/7312/2022,LCL
TR/FR/7312/2023,LCL
TR/FR/7313/2021,LCL
TR/FR/7313/2022,LCL
TR/FR/7313/2023,LCL
TR/FR/7314/2021,LCL
TR/FR/7314/2022,LCL
TR/FR/7314/2023,LCL
TR/FR/7315/2021,LCL
TR/FR/7315/2022,LCL
TR/FR/7315/2023,LCL
TR/FR/7316/2021,LCL
TR/FR/7316/2022,LCL
TR/FR/7316/2023,LCL
TR/FR/7317/2021,LCL
TR/FR/7317/2022,LCL
TR/FR/7317/2023,LCL
TR/FR/7318/2021,LCL
TR/FR/7318/2022,LCL
TR/FR/7318/2023,LCL
TR/FR/7319/2021,LCL
TR/FR/7319/2023,LCL
TR/FR/7320/2021,LCL
TR/FR/7320/2022,LCL
TR/FR/7320/2023,LCL
TR/FR/7321/2021,LCL
TR/FR/7321/2022,LCL
TR/FR/7321/2023,LCL
TR/FR/7322/2021,LCL
TR/FR/7322/2022,LCL
TR/FR/7322/2023,LCL
TR/FR/7323/2021,LCL
TR/FR/7323/2022,LCL
TR/FR/7323/2023,LCL
TR/FR/7324/2021,LCL
TR/FR/7324/2022,LCL
TR/FR/7324/2023,LCL
TR/FR/7325/2021,LCL
TR/FR/7325/2022,LCL
TR/FR/7325/2023,LCL
TR/FR/7326/2021,LCL
TR/FR/7326/2022,LCL
TR/FR/7326/2023,LCL
TR/FR/7327/2021,LCL
TR/FR/7327/2022,LCL
TR/FR/7327/2023,LCL
TR/FR/7328/2021,LCL
TR/FR/7328/2022,LCL
TR/FR/7328/2023,LCL
TR/FR/7329/2021,LCL
TR/FR/7329/2022,LCL
TR/FR/7329/2023,LCL
TR/FR/7330/2021,LCL
TR/FR/7330/2022,LCL
TR/FR/7330/2023,LCL
TR/FR/7331/2021,LCL
TR/FR/7331/2022,LCL
TR/FR/7331/2023,LCL
TR/FR/7332/2021,LCL
TR/FR/7332/2022,LCL
TR/FR/7332/2023,LCL
TR/FR/7333/2021,LCL
TR/FR/7333/2022,LCL
TR/FR/7333/2023,LCL
TR/FR/7334/2021,LCL
TR/FR/7334/2022,LCL
TR/FR/7334/2023,LCL
TR/FR/7335/2021,LCL
TR/FR/7335/2022,LCL
TR/FR/7335/2023,LCL
TR/FR/7336/2021,LCL
TR/FR/7336/2022,LCL
TR/FR/7336/2023,LCL
TR/FR/7337/2021,LCL
TR/FR/7337/2022,LCL
TR/FR/7337/2023,LCL
TR/FR/7338/2021,LCL
TR/FR/7338/2022,LCL
TR/FR/7338/2023,LCL
TR/FR/7339/2021,LCL
TR/FR/7339/2022,LCL
TR/FR/7339/2023,LCL
TR/FR/7340/2021,LCL
TR/FR/7340/2022,LCL
TR/FR/7340/2023,LCL
TR/FR/7341/2021,LCL
TR/FR/7341/2022,LCL
TR/FR/7341/2023,LCL
TR/FR/7342/2021,LCL
TR/FR/7342/2022,LCL
TR/FR/7342/2023,LCL
TR/FR/7343/2021,LCL
TR/FR/7343/2022,LCL
TR/FR/7343/2023,LCL
TR/FR/7344/2021,LCL
TR/FR/7344/2022,LCL
TR/FR/7344/2023,LCL
TR/FR/7345/2021,LCL
TR/FR/7345/2022,LCL
TR/FR/7345/2023,LCL
TR/FR/7346/2021,LCL
TR/FR/7346/2022,LCL
TR/FR/7346/2023,LCL
TR/FR/7347/2021,LCL
TR/FR/7347/2022,LCL
TR/FR/7347/2023,LCL
TR/FR/7348/2021,LCL
TR/FR/7348/2022,LCL
TR/FR/7348/2023,LCL
TR/FR/7349/2021,LCL
TR/FR/7349/2022,LCL
TR/FR/7349/2023,LCL
TR/FR/7350/2021,LCL
TR/FR/7350/2022,LCL
TR/FR/7350/2023,LCL
TR/FR/7351/2021,LCL
TR/FR/7351/2022,LCL
TR/FR/7351/2023,LCL
TR/FR/7352/2021,LCL
TR/FR/7352/2022,LCL
TR/FR/7352/2023,LCL
TR/FR/7353/2021,LCL
TR/FR/7353/2022,LCL
TR/FR/7353/2023,LCL
TR/FR/7354/2021,LCL
TR/FR/7354/2022,LCL
TR/FR/7354/2023,LCL
TR/FR/7355/2021,LCL
TR/FR/7355/2022,LCL
TR/FR/7355/2023,LCL
TR/FR/7356/2021,LCL
TR/FR/7356/2022,LCL
TR/FR/7356/2023,LCL
TR/FR/7357/2021,LCL
TR/FR/7357/2022,LCL
TR/FR/7357/2023,LCL
TR/FR/7358/2021,LCL
TR/FR/7358/2022,LCL
TR/FR/7358/2023,LCL
TR/FR/7359/2021,LCL
TR/FR/7359/2022,LCL
TR/FR/7359/2023,LCL
TR/FR/7360/2021,LCL
TR/FR/7360/2022,LCL
TR/FR/7360/2023,LCL
TR/FR/7361/2021,LCL
TR/FR/7361/2022,LCL
TR/FR/7361/2023,LCL
TR/FR/7362/2021,LCL
TR/FR/7362/2022,LCL
TR/FR/7362/2023,LCL
TR/FR/7363/2021,LCL
TR/FR/7363/2022,LCL
TR/FR/7363/2023,LCL
TR/FR/7364/2021,LCL
TR/FR/7364/2022,LCL
TR/FR/7364/2023,LCL
TR/FR/7365/2021,LCL
TR/FR/7365/2022,LCL
TR/FR/7365/2023,LCL
TR/FR/7366/2022,LCL
TR/FR/7366/2023,LCL
TR/FR/7367/2021,LCL
TR/FR/7367/2022,LCL
TR/FR/7367/2023,LCL
TR/FR/7368/2021,LCL
TR/FR/7368/2022,LCL
TR/FR/7368/2023,LCL
TR/FR/7369/2021,LCL
TR/FR/7369/2022,LCL
TR/FR/7369/2023,LCL
TR/FR/7370/2021,LCL
TR/FR/7370/2022,LCL
TR/FR/7370/2023,LCL
TR/FR/7371/2021,LCL
TR/FR/7371/2022,LCL
TR/FR/7371/2023,LCL
TR/FR/7372/2021,LCL
TR/FR/7372/2022,LCL
TR/FR/7373/2021,LCL
TR/FR/7373/2022,LCL
TR/FR/7373/2023,LCL
TR/FR/7374/2021,LCL
TR/FR/7374/2022,LCL
TR/FR/7374/2023,LCL
TR/FR/7375/2021,LCL
TR/FR/7375/2022,LCL
TR/FR/7375/2023,LCL
TR/FR/7376/2021,LCL
TR/FR/7376/2022,LCL
TR/FR/7376/2023,LCL
TR/FR/7377/2021,LCL
TR/FR/7377/2022,LCL
TR/FR/7377/2023,LCL
TR/FR/7378/2021,LCL
TR/FR/7378/2022,LCL
TR/FR/7378/2023,LCL
TR/FR/7379/2021,LCL
TR/FR/7379/2022,LCL
TR/FR/7379/2023,LCL
TR/FR/7380/2021,LCL
TR/FR/7380/2022,LCL
TR/FR/7380/2023,LCL
