Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Region,Orders.City,Orders.Category,Sum(Orders.Profit),Sum(Orders.Quantity)
2014,West,Oakland,Office Supplies,0.625799999999999,3
2015,West,Oakland,Office Supplies,18.9702,3
2016,West,Oakland,Office Supplies,11.540199999999999,2
2017,West,Oakland,Office Supplies,466.33349999999984,36
2014,West,Oakland,Technology,52.48949999999999,3
2015,West,Oakland,Technology,-15.458100000000007,7
2016,West,Oakland,Technology,184.78650000000002,6
2017,West,Oakland,Technology,29.798799999999968,5
2014,West,Oceanside,Furniture,,
2015,West,Oceanside,Furniture,53.196,2
2016,West,Oceanside,Furniture,,
2017,West,Oceanside,Furniture,43.5672,14
2014,West,Oceanside,Office Supplies,,
2015,West,Oceanside,Office Supplies,,
2016,West,Oceanside,Office Supplies,6.321,2
2017,West,Oceanside,Office Supplies,14.428799999999999,7
2014,West,Olympia,Furniture,45.29400000000001,5
2015,West,Olympia,Furniture,,
2016,West,Olympia,Furniture,,
2017,West,Olympia,Furniture,46.574999999999996,3
2014,West,Olympia,Office Supplies,21.0128,2
2015,West,Olympia,Office Supplies,,
2016,West,Olympia,Office Supplies,,
2017,West,Olympia,Office Supplies,4.068699999999998,1
2014,West,Olympia,Technology,,
2015,West,Olympia,Technology,22.676399999999994,4
2016,West,Olympia,Technology,,
2017,West,Olympia,Technology,,
2014,West,Ontario,Furniture,,
2015,West,Ontario,Furniture,,
2016,West,Ontario,Furniture,,
2017,West,Ontario,Furniture,-46.13700000000003,5
2014,West,Orem,Furniture,21.99599999999999,6
2015,West,Orem,Furniture,380.95089999999993,10
2016,West,Orem,Furniture,,
2017,West,Orem,Furniture,,
2014,West,Orem,Office Supplies,19.4376,3
2015,West,Orem,Office Supplies,68.94900000000001,7
2016,West,Orem,Office Supplies,19.095200000000002,4
2017,West,Orem,Office Supplies,4.2048,2
2014,West,Oxnard,Furniture,21.751499999999986,3
2015,West,Oxnard,Furniture,,
2016,West,Oxnard,Furniture,1.597999999999999,2
2017,West,Oxnard,Furniture,,
2014,West,Oxnard,Office Supplies,,
2015,West,Oxnard,Office Supplies,37.2649,14
2016,West,Oxnard,Office Supplies,256.8107999999999,7
2017,West,Oxnard,Office Supplies,,
2014,West,Oxnard,Technology,,
2015,West,Oxnard,Technology,,
2016,West,Oxnard,Technology,,
2017,West,Oxnard,Technology,29.0325,5
2014,West,Parker,Furniture,,
2015,West,Parker,Furniture,,
2016,West,Parker,Furniture,50.097999999999985,2
2017,West,Parker,Furniture,-179.6243999999999,12
2014,West,Parker,Office Supplies,,
2015,West,Parker,Office Supplies,,
2016,West,Parker,Office Supplies,-17.055299999999995,8
2017,West,Parker,Office Supplies,-17.607599999999998,2
2014,West,Pasadena,Furniture,-65.03520000000005,2
2015,West,Pasadena,Furniture,-17.035200000000003,3
2016,West,Pasadena,Furniture,114.68639999999999,8
2017,West,Pasadena,Furniture,28.08689999999998,12
2014,West,Pasadena,Office Supplies,8.299199999999999,4
2015,West,Pasadena,Office Supplies,20.157899999999998,7
2016,West,Pasadena,Office Supplies,149.93699999999998,26
2017,West,Pasadena,Office Supplies,66.8942,20
2014,West,Pasadena,Technology,,
2015,West,Pasadena,Technology,,
2016,West,Pasadena,Technology,,
2017,West,Pasadena,Technology,123.98569999999992,15
2014,West,Pasco,Furniture,121.98999999999992,5
2015,West,Pasco,Furniture,,
2016,West,Pasco,Furniture,,
2017,West,Pasco,Furniture,,
2014,West,Pasco,Office Supplies,113.23319999999994,16
2015,West,Pasco,Office Supplies,,
2016,West,Pasco,Office Supplies,,
2017,West,Pasco,Office Supplies,122.30120000000001,6
2014,West,Peoria,Furniture,,
2015,West,Peoria,Furniture,20.724000000000007,5
2016,West,Peoria,Furniture,,
2017,West,Peoria,Furniture,35.09899999999996,1
2014,West,Peoria,Office Supplies,,
2015,West,Peoria,Office Supplies,8.758600000000003,22
2016,West,Peoria,Office Supplies,,
2017,West,Peoria,Office Supplies,-77.4608,19
2014,West,Peoria,Technology,,
2015,West,Peoria,Technology,-42.228400000000036,10
2016,West,Peoria,Technology,,
2017,West,Peoria,Technology,,
2014,West,Phoenix,Furniture,11.211900000000002,10
2015,West,Phoenix,Furniture,18.532400000000003,9
2016,West,Phoenix,Furniture,-1031.7664,19
2017,West,Phoenix,Furniture,-838.6589999999999,17
2014,West,Phoenix,Office Supplies,-1165.6838000000002,29
2015,West,Phoenix,Office Supplies,178.26739999999998,41
2016,West,Phoenix,Office Supplies,-74.66059999999999,28
2017,West,Phoenix,Office Supplies,150.0204,40
2014,West,Phoenix,Technology,,
2015,West,Phoenix,Technology,221.23489999999975,9
2016,West,Phoenix,Technology,-369.9335,8
2017,West,Phoenix,Technology,110.55310000000001,14
2014,West,Pico Rivera,Furniture,,
2015,West,Pico Rivera,Furniture,,
2016,West,Pico Rivera,Furniture,,
2017,West,Pico Rivera,Furniture,62.736999999999995,5
2014,West,Pleasant Grove,Office Supplies,541.5598,22
2015,West,Pleasant Grove,Office Supplies,4.098599999999999,3
2016,West,Pleasant Grove,Office Supplies,,
2017,West,Pleasant Grove,Office Supplies,,
2014,West,Pleasant Grove,Technology,34.99649999999997,5
2015,West,Pleasant Grove,Technology,,
2016,West,Pleasant Grove,Technology,,
2017,West,Pleasant Grove,Technology,,
2014,West,Pocatello,Furniture,,
2015,West,Pocatello,Furniture,92.39359999999999,4
2016,West,Pocatello,Furniture,,
2017,West,Pocatello,Furniture,14.700000000000003,4
2014,West,Pocatello,Office Supplies,,
2015,West,Pocatello,Office Supplies,,
2016,West,Pocatello,Office Supplies,14.181599999999998,6
2017,West,Pocatello,Office Supplies,28.628999999999962,5
2014,West,Pocatello,Technology,,
2015,West,Pocatello,Technology,8.773500000000006,3
2016,West,Pocatello,Technology,,
2017,West,Pocatello,Technology,22.678200000000018,3
2014,West,Pomona,Furniture,,
2015,West,Pomona,Furniture,-87.32459999999999,6
2016,West,Pomona,Furniture,,
2017,West,Pomona,Furniture,,
2014,West,Pomona,Office Supplies,9,5
2015,West,Pomona,Office Supplies,,
2016,West,Pomona,Office Supplies,,
2017,West,Pomona,Office Supplies,123.64459999999995,17
2014,West,Pomona,Technology,34.992999999999995,2
2015,West,Pomona,Technology,69.98599999999999,4
2016,West,Pomona,Technology,,
2017,West,Pomona,Technology,,
2014,West,Portland,Furniture,,
2015,West,Portland,Furniture,-118.41899999999995,5
2016,West,Portland,Furniture,48.27300000000001,8
2017,West,Portland,Furniture,,
2014,West,Portland,Office Supplies,-76.20339999999997,14
2015,West,Portland,Office Supplies,59.4456,14
2016,West,Portland,Office Supplies,30.828999999999997,12
2017,West,Portland,Office Supplies,9.888400000000003,13
2014,West,Portland,Technology,54.5916,3
2015,West,Portland,Technology,134.07639999999998,11
2016,West,Portland,Technology,-251.98739999999992,3
2017,West,Portland,Technology,119.26310000000001,9
2014,West,Provo,Furniture,,
2015,West,Provo,Furniture,118.65750000000006,5
2016,West,Provo,Furniture,,
2017,West,Provo,Furniture,77.57639999999992,3
2014,West,Provo,Office Supplies,9.890999999999998,7
2015,West,Provo,Office Supplies,,
2016,West,Provo,Office Supplies,12.432000000000002,5
2017,West,Provo,Office Supplies,170.01049999999998,18
2014,West,Pueblo,Office Supplies,-24.907199999999996,9
2015,West,Pueblo,Office Supplies,85.46739999999994,14
2016,West,Pueblo,Office Supplies,-24.1016,8
2017,West,Pueblo,Office Supplies,,
2014,West,Pueblo,Technology,,
2015,West,Pueblo,Technology,,
2016,West,Pueblo,Technology,-937.4304999999999,11
2017,West,Pueblo,Technology,,
2014,West,Rancho Cucamonga,Office Supplies,11.138399999999999,3
2015,West,Rancho Cucamonga,Office Supplies,2.6495999999999995,2
2016,West,Rancho Cucamonga,Office Supplies,,
2017,West,Rancho Cucamonga,Office Supplies,59.95620000000001,9
2014,West,Redding,Technology,25.018199999999993,3
2015,West,Redding,Technology,,
2016,West,Redding,Technology,,
2017,West,Redding,Technology,,
2014,West,Redlands,Furniture,,
2015,West,Redlands,Furniture,40.23519999999999,5
2016,West,Redlands,Furniture,,
2017,West,Redlands,Furniture,,
2014,West,Redlands,Office Supplies,,
2015,West,Redlands,Office Supplies,223.7381,36
2016,West,Redlands,Office Supplies,44.4003,16
2017,West,Redlands,Office Supplies,,
2014,West,Redlands,Technology,,
2015,West,Redlands,Technology,145.78199999999993,4
2016,West,Redlands,Technology,,
2017,West,Redlands,Technology,,
2014,West,Redmond,Furniture,,
2015,West,Redmond,Furniture,,
2016,West,Redmond,Furniture,7.949600000000002,5
2017,West,Redmond,Furniture,-120.51299999999998,5
2014,West,Redmond,Office Supplies,,
2015,West,Redmond,Office Supplies,15.015599999999985,4
2016,West,Redmond,Office Supplies,-19.14239999999999,14
2017,West,Redmond,Office Supplies,-50.69399999999998,12
2014,West,Redmond,Technology,,
2015,West,Redmond,Technology,6.869800000000005,11
2016,West,Redmond,Technology,,
2017,West,Redmond,Technology,6.796599999999998,1
2014,West,Redondo Beach,Furniture,-18.147,3
2015,West,Redondo Beach,Furniture,,
2016,West,Redondo Beach,Furniture,,
2017,West,Redondo Beach,Furniture,,
2014,West,Redondo Beach,Office Supplies,10.3005,8
2015,West,Redondo Beach,Office Supplies,,
2016,West,Redondo Beach,Office Supplies,51.84799999999999,6
2017,West,Redondo Beach,Office Supplies,,
2014,West,Redondo Beach,Technology,132.42739999999995,18
2015,West,Redondo Beach,Technology,,
2016,West,Redondo Beach,Technology,,
2017,West,Redondo Beach,Technology,,
2014,West,Redwood City,Office Supplies,,
2015,West,Redwood City,Office Supplies,,
2016,West,Redwood City,Office Supplies,14.142599999999996,6
2017,West,Redwood City,Office Supplies,,
2014,West,Reno,Office Supplies,0,1
2015,West,Reno,Office Supplies,,
2016,West,Reno,Office Supplies,55.55970000000001,9
2017,West,Reno,Office Supplies,,
2014,West,Reno,Technology,59.49299999999995,7
2015,West,Reno,Technology,,
2016,West,Reno,Technology,,
2017,West,Reno,Technology,,
2014,West,Renton,Office Supplies,,
2015,West,Renton,Office Supplies,,
2016,West,Renton,Office Supplies,,
2017,West,Renton,Office Supplies,81.4332,13
2014,West,Renton,Technology,,
2015,West,Renton,Technology,,
2016,West,Renton,Technology,,
2017,West,Renton,Technology,103.99920000000003,1
2014,West,Rio Rancho,Furniture,,
2015,West,Rio Rancho,Furniture,119.58779999999994,7
2016,West,Rio Rancho,Furniture,,
2017,West,Rio Rancho,Furniture,,
2014,West,Riverside,Office Supplies,170.28819999999993,9
2015,West,Riverside,Office Supplies,47.40639999999999,8
2016,West,Riverside,Office Supplies,48.8544,16
2017,West,Riverside,Office Supplies,2.1060000000000008,3
2014,West,Riverside,Technology,15.098399999999998,2
2015,West,Riverside,Technology,,
2016,West,Riverside,Technology,90.97620000000006,2
2017,West,Riverside,Technology,,
2014,West,Roseville,Furniture,,
2015,West,Roseville,Furniture,,
2016,West,Roseville,Furniture,20.697599999999998,14
2017,West,Roseville,Furniture,5.193,3
2014,West,Roseville,Office Supplies,2.0747999999999998,3
2015,West,Roseville,Office Supplies,10.4968,5
2016,West,Roseville,Office Supplies,278.4828,30
2017,West,Roseville,Office Supplies,,
2014,West,Sacramento,Furniture,52.089200000000034,6
2015,West,Sacramento,Furniture,19.468799999999998,3
2016,West,Sacramento,Furniture,2.7944000000000004,1
2017,West,Sacramento,Furniture,,
2014,West,Sacramento,Office Supplies,,
2015,West,Sacramento,Office Supplies,4.330799999999998,2
2016,West,Sacramento,Office Supplies,22.386699999999998,9
2017,West,Sacramento,Office Supplies,1906.485,5
2014,West,Sacramento,Technology,,
2015,West,Sacramento,Technology,,
2016,West,Sacramento,Technology,30.238400000000013,2
2017,West,Sacramento,Technology,31.892599999999998,8
2014,West,Salem,Furniture,,
2015,West,Salem,Furniture,,
2016,West,Salem,Furniture,-264.21500000000003,5
2017,West,Salem,Furniture,,
2014,West,Salem,Office Supplies,30.969300000000004,38
2015,West,Salem,Office Supplies,4.927500000000003,6
2016,West,Salem,Office Supplies,-20.868900000000004,23
2017,West,Salem,Office Supplies,1.254399999999999,3
2014,West,Salem,Technology,21.36599999999998,18
2015,West,Salem,Technology,,
2016,West,Salem,Technology,-35.7644,8
2017,West,Salem,Technology,,
2014,West,Salinas,Furniture,,
2015,West,Salinas,Furniture,,
2016,West,Salinas,Furniture,,
2017,West,Salinas,Furniture,15.697800000000004,3
2014,West,Salinas,Office Supplies,,
2015,West,Salinas,Office Supplies,216.2889,26
2016,West,Salinas,Office Supplies,20.004,8
2017,West,Salinas,Office Supplies,18.5274,2
2014,West,Salt Lake City,Office Supplies,79.8912,3
2015,West,Salt Lake City,Office Supplies,,
2016,West,Salt Lake City,Office Supplies,95.84389999999999,24
2017,West,Salt Lake City,Office Supplies,153.52499999999998,15
2014,West,San Bernardino,Furniture,,
2015,West,San Bernardino,Furniture,-40.196000000000055,4
2016,West,San Bernardino,Furniture,,
2017,West,San Bernardino,Furniture,,
2014,West,San Bernardino,Office Supplies,,
2015,West,San Bernardino,Office Supplies,110.17799999999998,29
2016,West,San Bernardino,Office Supplies,,
2017,West,San Bernardino,Office Supplies,,
2014,West,San Clemente,Office Supplies,,
2015,West,San Clemente,Office Supplies,,
2016,West,San Clemente,Office Supplies,42.5419,10
2017,West,San Clemente,Office Supplies,,
2014,West,San Diego,Furniture,432.56539999999984,64
2015,West,San Diego,Furniture,425.52099999999996,55
2016,West,San Diego,Furniture,121.48449999999988,37
2017,West,San Diego,Furniture,126.77929999999998,23
2014,West,San Diego,Office Supplies,305.5713999999999,76
2015,West,San Diego,Office Supplies,731.4969999999998,126
2016,West,San Diego,Office Supplies,595.2593999999999,55
2017,West,San Diego,Office Supplies,331.2262,87
2014,West,San Diego,Technology,588.5789,22
2015,West,San Diego,Technology,891.1441999999996,41
2016,West,San Diego,Technology,1525.122299999999,57
2017,West,San Diego,Technology,302.4463999999999,27
2014,West,San Francisco,Furniture,327.29979999999983,80
2015,West,San Francisco,Furniture,410.1145999999998,72
2016,West,San Francisco,Furniture,188.33469999999954,106
2017,West,San Francisco,Furniture,565.6319000000002,141
2014,West,San Francisco,Office Supplies,2720.8174999999987,309
2015,West,San Francisco,Office Supplies,1137.5939,130
2016,West,San Francisco,Office Supplies,1631.9914999999999,264
2017,West,San Francisco,Office Supplies,4130.8465000000015,517
2014,West,San Francisco,Technology,1244.9484000000002,100
2015,West,San Francisco,Technology,1191.0828,54
2016,West,San Francisco,Technology,2037.2471999999998,49
2017,West,San Francisco,Technology,1921.4765999999995,113
2014,West,San Gabriel,Furniture,212.38650000000007,10
2015,West,San Gabriel,Furniture,,
2016,West,San Gabriel,Furniture,,
2017,West,San Gabriel,Furniture,,
2014,West,San Gabriel,Office Supplies,78.50879999999997,3
2015,West,San Gabriel,Office Supplies,,
2016,West,San Gabriel,Office Supplies,,
2017,West,San Gabriel,Office Supplies,,
2014,West,San Jose,Furniture,58.74699999999997,4
2015,West,San Jose,Furniture,21.64500000000001,3
2016,West,San Jose,Furniture,94.53379999999999,19
2017,West,San Jose,Furniture,3.454199999999993,5
2014,West,San Jose,Office Supplies,76.20609999999999,19
2015,West,San Jose,Office Supplies,194.7308,22
2016,West,San Jose,Office Supplies,274.76509999999996,40
2017,West,San Jose,Office Supplies,345.4395,35
2014,West,San Jose,Technology,125.30000000000007,5
2015,West,San Jose,Technology,,
2016,West,San Jose,Technology,12.959999999999994,4
2017,West,San Jose,Technology,8.276399999999995,3
2014,West,San Luis Obispo,Office Supplies,,
2015,West,San Luis Obispo,Office Supplies,,
2016,West,San Luis Obispo,Office Supplies,1.1945999999999999,2
2017,West,San Luis Obispo,Office Supplies,,
2014,West,San Mateo,Office Supplies,,
2015,West,San Mateo,Office Supplies,,
2016,West,San Mateo,Office Supplies,,
2017,West,San Mateo,Office Supplies,35.334599999999995,6
2014,West,Santa Ana,Furniture,,
2015,West,Santa Ana,Furniture,,
2016,West,Santa Ana,Furniture,-97.60170000000006,7
2017,West,Santa Ana,Furniture,6.215199999999999,2
2014,West,Santa Ana,Office Supplies,,
2015,West,Santa Ana,Office Supplies,15.764000000000003,2
2016,West,Santa Ana,Office Supplies,31.651200000000003,17
2017,West,Santa Ana,Office Supplies,120.75499999999997,7
2014,West,Santa Ana,Technology,,
2015,West,Santa Ana,Technology,,
2016,West,Santa Ana,Technology,139.99889999999994,7
2017,West,Santa Ana,Technology,619.9639000000001,13
2014,West,Santa Barbara,Furniture,,
2015,West,Santa Barbara,Furniture,-54.32039999999998,3
2016,West,Santa Barbara,Furniture,,
2017,West,Santa Barbara,Furniture,,
2014,West,Santa Barbara,Office Supplies,,
2015,West,Santa Barbara,Office Supplies,19.2944,5
2016,West,Santa Barbara,Office Supplies,,
2017,West,Santa Barbara,Office Supplies,100.55279999999999,8
2014,West,Santa Barbara,Technology,,
2015,West,Santa Barbara,Technology,,
2016,West,Santa Barbara,Technology,391.7590000000001,14
2017,West,Santa Barbara,Technology,,
2014,West,Santa Clara,Office Supplies,48.520399999999995,11
2015,West,Santa Clara,Office Supplies,,
2016,West,Santa Clara,Office Supplies,22.7292,10
2017,West,Santa Clara,Office Supplies,4.752,2
2014,West,Santa Fe,Office Supplies,,
2015,West,Santa Fe,Office Supplies,2.184,5
2016,West,Santa Fe,Office Supplies,,
2017,West,Santa Fe,Office Supplies,,
2014,West,Santa Fe,Technology,18.50399999999999,9
2015,West,Santa Fe,Technology,,
2016,West,Santa Fe,Technology,,
2017,West,Santa Fe,Technology,,
2014,West,Santa Maria,Office Supplies,,
2015,West,Santa Maria,Office Supplies,30.0144,3
2016,West,Santa Maria,Office Supplies,,
2017,West,Santa Maria,Office Supplies,,
2014,West,Scottsdale,Furniture,-320.597,5
